experiment,category,classifier,sample_length,coverage,k,max_depth,n_estimators,score
1.6,multiclass,Random Forest,100,200,2,55,400,0.879419427
1.6,multiclass,Random Forest,100,200,2,55,700,0.879233346
1.6,multiclass,Random Forest,100,200,2,55,500,0.877744697
1.6,multiclass,Random Forest,100,200,2,65,500,0.877000372
1.6,multiclass,Random Forest,100,200,2,85,600,0.878489021
1.6,multiclass,Random Forest,100,200,2,95,600,0.878489021
1.6,multiclass,Random Forest,100,200,2,55,800,0.878116859
1.6,multiclass,Random Forest,100,200,2,75,500,0.878116859
1.6,multiclass,Random Forest,100,200,1,55,600,0.877744697
1.6,multiclass,Random Forest,100,200,1,65,600,0.877744697
1.6,multiclass,Random Forest,100,200,1,75,600,0.877744697
1.6,multiclass,Random Forest,100,200,1,85,600,0.877744697
1.6,multiclass,Random Forest,100,200,1,95,600,0.877744697
1.6,multiclass,Random Forest,100,200,2,85,500,0.879047265
1.6,multiclass,Random Forest,100,200,2,75,600,0.877558616
1.6,multiclass,Random Forest,100,200,2,75,700,0.877558616
1.6,multiclass,Random Forest,100,200,2,85,700,0.877558616
1.6,multiclass,Random Forest,100,200,2,95,700,0.877558616
1.6,multiclass,Random Forest,100,200,1,55,700,0.877372534
1.6,multiclass,Random Forest,100,200,1,65,700,0.877372534
1.6,multiclass,Random Forest,100,200,1,75,700,0.877372534
1.6,multiclass,Random Forest,100,200,1,85,700,0.877372534
1.6,multiclass,Random Forest,100,200,1,95,700,0.877372534
1.6,multiclass,Random Forest,100,200,2,95,500,0.879047265
1.6,multiclass,Random Forest,100,200,2,75,800,0.876814291
1.6,multiclass,Random Forest,100,200,2,85,400,0.876814291
1.6,multiclass,Random Forest,100,200,2,95,400,0.876814291
1.6,multiclass,Random Forest,100,200,1,55,800,0.87662821
1.6,multiclass,Random Forest,100,200,1,65,800,0.87662821
1.6,multiclass,Random Forest,100,200,1,75,800,0.87662821
1.6,multiclass,Random Forest,100,200,1,85,800,0.87662821
1.6,multiclass,Random Forest,100,200,1,95,800,0.87662821
1.6,multiclass,Random Forest,100,200,2,65,600,0.876256048
1.6,multiclass,Random Forest,100,200,2,55,600,0.876069967
1.6,multiclass,Random Forest,100,200,2,65,800,0.875883885
1.6,multiclass,Random Forest,100,200,2,85,800,0.875883885
1.6,multiclass,Random Forest,100,200,2,95,800,0.875883885
1.6,multiclass,Random Forest,100,200,2,65,700,0.875697804
1.6,multiclass,Random Forest,100,200,2,75,400,0.875511723
1.6,multiclass,Random Forest,100,200,1,55,400,0.875325642
1.6,multiclass,Random Forest,100,200,1,55,500,0.875325642
1.6,multiclass,Random Forest,100,200,1,65,400,0.875325642
1.6,multiclass,Random Forest,100,200,1,65,500,0.875325642
1.6,multiclass,Random Forest,100,200,1,75,400,0.875325642
1.6,multiclass,Random Forest,100,200,1,75,500,0.875325642
1.6,multiclass,Random Forest,100,200,1,85,400,0.875325642
1.6,multiclass,Random Forest,100,200,1,85,500,0.875325642
1.6,multiclass,Random Forest,100,200,1,95,400,0.875325642
1.6,multiclass,Random Forest,100,200,1,95,500,0.875325642
1.6,multiclass,Random Forest,100,200,2,65,400,0.873836993
1.6,multiclass,Random Forest,100,200,3,95,700,0.869929289
1.6,multiclass,Random Forest,100,200,3,75,400,0.869371046
1.6,multiclass,Random Forest,100,200,3,65,700,0.869184965
1.6,multiclass,Random Forest,100,200,3,75,700,0.869184965
1.6,multiclass,Random Forest,100,200,3,95,800,0.869184965
1.6,multiclass,Random Forest,100,200,3,75,600,0.868998884
1.6,multiclass,Random Forest,100,200,3,65,600,0.868812802
1.6,multiclass,Random Forest,100,200,3,85,600,0.868626721
1.6,multiclass,Random Forest,100,200,3,95,600,0.868626721
1.6,multiclass,Random Forest,100,200,3,75,500,0.86844064
1.6,multiclass,Random Forest,100,200,3,85,800,0.86844064
1.6,multiclass,Random Forest,100,200,3,65,400,0.868254559
1.6,multiclass,Random Forest,100,200,3,65,500,0.868254559
1.6,multiclass,Random Forest,100,200,3,85,400,0.868254559
1.6,multiclass,Random Forest,100,200,3,85,500,0.868254559
1.6,multiclass,Random Forest,100,200,3,85,700,0.868254559
1.6,multiclass,Random Forest,100,200,3,65,800,0.867510234
1.6,multiclass,Random Forest,100,200,3,75,800,0.867138072
1.6,multiclass,Random Forest,100,200,3,55,500,0.866951991
1.6,multiclass,Random Forest,100,200,3,95,400,0.86676591
1.6,multiclass,Random Forest,100,200,3,55,800,0.866579829
1.6,multiclass,Random Forest,100,200,3,95,500,0.866579829
1.6,multiclass,Random Forest,100,200,3,55,600,0.866207667
1.6,multiclass,Random Forest,100,200,3,55,400,0.866021585
1.6,multiclass,Random Forest,100,200,3,55,700,0.865649423
