experiment,category,classifier,sample_length,coverage,k,max_depth,n_estimators,score
1.7,multiclass,Random Forest,100,200,2,1,500,0.29289170078154075
1.7,multiclass,Random Forest,100,200,2,51,500,0.8719761816151842
1.7,multiclass,Random Forest,100,200,2,101,500,0.8790472646073688
1.7,multiclass,Random Forest,100,200,2,151,500,0.8790472646073688
1.7,multiclass,Random Forest,100,200,2,201,500,0.8790472646073688
1.7,multiclass,Random Forest,100,200,2,251,500,0.8790472646073688
1.7,multiclass,Random Forest,100,200,2,301,500,0.8790472646073688
1.7,multiclass,Random Forest,100,200,2,351,500,0.8790472646073688
1.7,multiclass,Random Forest,100,200,2,401,500,0.8790472646073688
1.7,multiclass,Random Forest,100,200,2,451,500,0.8790472646073688
