experiment,category,classifier,sample_length,coverage,k,max_depth,n_estimators,score
1.1,multiclass,Random Forest,100,200,2,72,2,0.721622627
1.1,multiclass,Random Forest,100,200,2,72,12,0.844064012
1.1,multiclass,Random Forest,100,200,2,72,22,0.852623744
1.1,multiclass,Random Forest,100,200,2,72,32,0.856531448
1.1,multiclass,Random Forest,100,200,2,72,42,0.863230368
1.1,multiclass,Random Forest,100,200,2,72,52,0.861927801
1.1,multiclass,Random Forest,100,200,2,72,62,0.862858206
1.1,multiclass,Random Forest,100,200,2,72,72,0.866021585
1.1,multiclass,Random Forest,100,200,2,72,82,0.863044287
1.1,multiclass,Random Forest,100,200,2,72,92,0.863788612
1.1,multiclass,Random Forest,100,200,2,72,102,0.86509118
1.1,multiclass,Random Forest,100,200,2,72,100,0.865649423
1.1,multiclass,Random Forest,100,200,2,72,200,0.874023074
1.1,multiclass,Random Forest,100,200,2,72,300,0.872162263
1.1,multiclass,Random Forest,100,200,2,72,400,0.874581317
1.1,multiclass,Random Forest,100,200,2,72,500,0.879233346
1.1,multiclass,Random Forest,100,200,2,72,600,0.876069967
1.1,multiclass,Random Forest,100,200,2,72,700,0.878116859
1.1,multiclass,Random Forest,100,200,2,72,800,0.878675102
1.1,multiclass,Random Forest,100,200,2,72,900,0.877558616
1.1,multiclass,Random Forest,100,200,2,72,1000,0.879233346
