experiment,category,classifier,sample_length,coverage,k,max_depth,n_estimators,score
1.3,multiclass,Random Forest,100,100,1,20,400,0.742091552
1.3,multiclass,Random Forest,100,100,2,30,800,0.742091552
1.3,multiclass,Random Forest,200,200,2,50,100,0.742091552
1.3,multiclass,Random Forest,100,200,4,40,400,0.741533309
1.3,multiclass,Random Forest,100,200,4,40,800,0.740602903
1.3,multiclass,Random Forest,100,100,2,50,400,0.739114254
1.3,multiclass,Random Forest,200,200,2,40,50,0.738742092
1.3,multiclass,Random Forest,100,100,2,40,800,0.737253443
1.3,multiclass,Random Forest,100,200,4,40,200,0.735020469
1.3,multiclass,Random Forest,200,200,1,20,50,0.735020469
1.3,multiclass,Random Forest,200,200,1,20,100,0.735020469
1.3,multiclass,Random Forest,100,100,1,20,200,0.733903982
1.3,multiclass,Random Forest,100,100,2,50,800,0.733903982
1.3,multiclass,Random Forest,100,100,1,30,400,0.73353182
1.3,multiclass,Random Forest,100,100,1,40,400,0.73353182
1.3,multiclass,Random Forest,100,100,1,50,400,0.73353182
1.3,multiclass,Random Forest,100,100,1,30,200,0.733159658
1.3,multiclass,Random Forest,100,100,1,40,200,0.733159658
1.3,multiclass,Random Forest,100,100,1,50,200,0.733159658
1.3,multiclass,Random Forest,100,100,2,30,400,0.733159658
1.3,multiclass,Random Forest,200,200,1,30,50,0.731671009
1.3,multiclass,Random Forest,200,200,1,40,50,0.731671009
1.3,multiclass,Random Forest,200,200,1,50,50,0.731671009
1.3,multiclass,Random Forest,200,200,2,30,50,0.731298846
1.3,multiclass,Random Forest,200,200,2,50,50,0.731298846
1.3,multiclass,Random Forest,100,100,2,40,400,0.730926684
1.3,multiclass,Random Forest,200,200,2,20,50,0.729065873
1.3,multiclass,Random Forest,100,100,2,50,100,0.728321548
1.3,multiclass,Random Forest,100,200,4,40,100,0.72701898
1.3,multiclass,Random Forest,100,100,2,50,200,0.725716412
1.3,multiclass,Random Forest,100,100,2,40,200,0.724599926
1.3,multiclass,Random Forest,100,100,2,20,800,0.72199479
1.3,multiclass,Random Forest,100,100,2,20,400,0.721250465
1.3,multiclass,Random Forest,100,200,4,40,50,0.719389654
1.3,multiclass,Random Forest,100,100,2,20,200,0.719017492
1.3,multiclass,Random Forest,100,100,2,30,200,0.718273167
1.3,multiclass,Random Forest,100,100,2,30,100,0.717901005
1.3,multiclass,Random Forest,100,100,1,20,100,0.714551544
1.3,multiclass,Random Forest,100,100,1,30,100,0.714551544
1.3,multiclass,Random Forest,100,100,1,40,100,0.714551544
1.3,multiclass,Random Forest,100,100,1,50,100,0.714551544
1.3,multiclass,Random Forest,100,100,2,40,100,0.710829922
1.3,multiclass,Random Forest,100,100,2,20,100,0.71045776
1.3,multiclass,Random Forest,200,200,4,50,400,0.710085597
1.3,multiclass,Random Forest,100,100,2,30,50,0.708224786
1.3,multiclass,Random Forest,200,200,4,50,800,0.707852624
1.3,multiclass,Random Forest,100,100,2,50,50,0.707480461
1.3,multiclass,Random Forest,200,200,4,50,200,0.707108299
1.3,multiclass,Random Forest,400,200,2,30,400,0.70610119
1.3,multiclass,Random Forest,100,100,2,40,50,0.703014514
1.3,multiclass,Random Forest,100,100,1,30,50,0.702642352
1.3,multiclass,Random Forest,100,100,1,40,50,0.702642352
1.3,multiclass,Random Forest,100,100,1,50,50,0.702642352
1.3,multiclass,Random Forest,400,200,2,30,800,0.697172619
1.3,multiclass,Random Forest,200,200,4,50,100,0.695943431
1.3,multiclass,Random Forest,400,200,2,40,800,0.694940476
1.3,multiclass,Random Forest,100,100,2,20,50,0.694454782
1.3,multiclass,Random Forest,400,200,2,50,400,0.694196429
1.3,multiclass,Random Forest,100,100,1,20,50,0.69408262
1.3,multiclass,Random Forest,200,200,4,50,50,0.692966133
1.3,multiclass,Random Forest,400,200,2,50,800,0.691964286
1.3,multiclass,Random Forest,400,200,2,40,400,0.686011905
1.3,multiclass,Random Forest,200,200,4,40,400,0.685522888
1.3,multiclass,Random Forest,200,200,4,40,800,0.685522888
1.3,multiclass,Random Forest,400,200,2,20,800,0.685267857
1.3,multiclass,Random Forest,200,200,4,40,100,0.684406401
1.3,multiclass,Random Forest,200,200,4,40,200,0.683662077
1.3,multiclass,Random Forest,100,200,4,30,200,0.678079643
1.3,multiclass,Random Forest,400,200,1,20,800,0.677827381
1.3,multiclass,Random Forest,400,200,2,20,400,0.675595238
1.3,multiclass,Random Forest,100,200,4,30,800,0.673613696
1.3,multiclass,Random Forest,100,200,4,30,400,0.672497209
1.3,multiclass,Random Forest,400,200,1,20,400,0.669642857
1.3,multiclass,Random Forest,400,200,1,30,800,0.66889881
1.3,multiclass,Random Forest,400,200,1,40,800,0.66889881
1.3,multiclass,Random Forest,400,200,1,50,800,0.66889881
1.3,multiclass,Random Forest,400,200,2,30,200,0.66889881
1.3,multiclass,Random Forest,400,200,2,40,200,0.665922619
1.3,multiclass,Random Forest,100,200,4,30,100,0.664681801
1.3,multiclass,Random Forest,400,200,2,20,200,0.664434524
1.3,multiclass,Random Forest,200,200,4,40,50,0.660960179
1.3,multiclass,Random Forest,400,200,1,30,200,0.65922619
1.3,multiclass,Random Forest,400,200,1,40,200,0.65922619
1.3,multiclass,Random Forest,400,200,1,50,200,0.65922619
1.3,multiclass,Random Forest,400,200,1,30,400,0.657738095
1.3,multiclass,Random Forest,400,200,1,40,400,0.657738095
1.3,multiclass,Random Forest,400,200,1,50,400,0.657738095
1.3,multiclass,Random Forest,200,100,1,20,800,0.65625
1.3,multiclass,Random Forest,400,200,2,50,200,0.654761905
1.3,multiclass,Random Forest,100,200,4,30,50,0.651470041
1.3,multiclass,Random Forest,400,200,1,20,200,0.650297619
1.3,multiclass,Random Forest,200,200,4,30,800,0.647934499
1.3,multiclass,Random Forest,400,200,2,40,100,0.64360119
1.3,multiclass,Random Forest,100,100,4,50,800,0.642352066
1.3,multiclass,Random Forest,400,200,1,30,100,0.642113095
1.3,multiclass,Random Forest,400,200,1,40,100,0.642113095
1.3,multiclass,Random Forest,400,200,1,50,100,0.642113095
1.3,multiclass,Random Forest,400,200,2,50,100,0.642113095
1.3,multiclass,Random Forest,200,100,1,30,800,0.641369048
1.3,multiclass,Random Forest,200,100,1,40,800,0.641369048
1.3,multiclass,Random Forest,200,100,1,50,800,0.641369048
1.3,multiclass,Random Forest,200,100,2,40,800,0.640625
1.3,multiclass,Random Forest,200,100,2,50,400,0.640625
1.3,multiclass,Random Forest,200,100,2,50,800,0.640625
1.3,multiclass,Random Forest,100,100,4,50,400,0.640119092
1.3,multiclass,Random Forest,400,200,2,20,100,0.639880952
1.3,multiclass,Random Forest,200,200,4,30,200,0.638630443
1.3,multiclass,Random Forest,200,200,4,30,400,0.637513956
1.3,multiclass,Random Forest,100,100,4,50,200,0.636397469
1.3,multiclass,Random Forest,200,100,1,20,400,0.636160714
1.3,multiclass,Random Forest,200,100,1,30,400,0.635416667
1.3,multiclass,Random Forest,200,100,1,40,400,0.635416667
1.3,multiclass,Random Forest,200,100,1,50,400,0.635416667
1.3,multiclass,Random Forest,200,100,2,30,800,0.635416667
1.3,multiclass,Random Forest,400,200,2,30,100,0.635416667
1.3,multiclass,Random Forest,100,100,4,50,100,0.634164496
1.3,multiclass,Random Forest,200,100,2,40,400,0.633928571
1.3,multiclass,Random Forest,200,100,2,20,800,0.632440476
1.3,multiclass,Random Forest,400,200,1,20,100,0.631696429
1.3,multiclass,Random Forest,200,200,4,30,100,0.631187198
1.3,multiclass,Random Forest,200,100,2,20,400,0.630208333
1.3,multiclass,Random Forest,200,100,2,50,200,0.628720238
1.3,multiclass,Random Forest,100,100,4,50,50,0.627837737
1.3,multiclass,Random Forest,200,100,2,30,200,0.626488095
1.3,multiclass,Random Forest,200,100,2,30,400,0.626488095
1.3,multiclass,Random Forest,400,200,2,20,50,0.626488095
1.3,multiclass,Random Forest,200,200,4,30,50,0.622627466
1.3,multiclass,Random Forest,200,100,2,20,200,0.62202381
1.3,multiclass,Random Forest,200,100,1,30,200,0.621279762
1.3,multiclass,Random Forest,200,100,1,40,200,0.621279762
1.3,multiclass,Random Forest,200,100,1,50,200,0.621279762
1.3,multiclass,Random Forest,200,100,1,20,200,0.619047619
1.3,multiclass,Random Forest,200,100,2,40,200,0.619047619
1.3,multiclass,Random Forest,200,100,2,30,100,0.616815476
1.3,multiclass,Random Forest,100,100,4,40,800,0.616672869
1.3,multiclass,Random Forest,400,200,2,50,50,0.616071429
1.3,multiclass,Random Forest,200,100,2,50,100,0.614583333
1.3,multiclass,Random Forest,200,100,2,30,50,0.61235119
1.3,multiclass,Random Forest,100,100,4,40,200,0.611090435
1.3,multiclass,Random Forest,100,100,4,40,400,0.608113137
1.3,multiclass,Random Forest,400,200,1,20,50,0.607142857
1.3,multiclass,Random Forest,100,100,4,40,100,0.60364719
1.3,multiclass,Random Forest,400,200,1,30,50,0.603422619
1.3,multiclass,Random Forest,400,200,1,40,50,0.603422619
1.3,multiclass,Random Forest,400,200,1,50,50,0.603422619
1.3,multiclass,Random Forest,400,200,2,40,50,0.599702381
1.3,multiclass,Random Forest,200,100,1,30,100,0.598958333
1.3,multiclass,Random Forest,200,100,1,40,100,0.598958333
1.3,multiclass,Random Forest,200,100,1,50,100,0.598958333
1.3,multiclass,Random Forest,200,100,2,20,100,0.598214286
1.3,multiclass,Random Forest,400,200,2,30,50,0.59672619
1.3,multiclass,Random Forest,400,200,4,50,400,0.59672619
1.3,multiclass,Random Forest,100,100,4,40,50,0.59545962
1.3,multiclass,Random Forest,200,100,1,20,100,0.593005952
1.3,multiclass,Random Forest,400,200,4,50,800,0.593005952
1.3,multiclass,Random Forest,200,100,2,50,50,0.588541667
1.3,multiclass,Random Forest,400,100,1,20,800,0.582466568
1.3,multiclass,Random Forest,200,100,2,40,100,0.581845238
1.3,multiclass,Random Forest,400,200,4,40,800,0.58110119
1.3,multiclass,Random Forest,400,100,1,30,800,0.580980684
1.3,multiclass,Random Forest,400,100,1,40,800,0.580980684
1.3,multiclass,Random Forest,400,100,1,50,800,0.580980684
1.3,multiclass,Random Forest,100,200,4,20,800,0.5788984
1.3,multiclass,Random Forest,200,100,1,20,50,0.578125
1.3,multiclass,Random Forest,200,100,1,30,50,0.577380952
1.3,multiclass,Random Forest,200,100,1,40,50,0.577380952
1.3,multiclass,Random Forest,200,100,1,50,50,0.577380952
1.3,multiclass,Random Forest,100,200,4,20,400,0.57722367
1.3,multiclass,Random Forest,400,200,4,50,200,0.57514881
1.3,multiclass,Random Forest,400,100,2,40,400,0.575037147
1.3,multiclass,Random Forest,100,200,4,20,200,0.574246371
1.3,multiclass,Random Forest,400,100,2,40,800,0.573551263
1.3,multiclass,Random Forest,400,200,4,40,400,0.572916667
1.3,multiclass,Random Forest,200,100,2,20,50,0.572172619
1.3,multiclass,Random Forest,100,100,4,30,800,0.571269073
1.3,multiclass,Random Forest,100,100,4,30,400,0.570896911
1.3,multiclass,Random Forest,400,100,2,30,800,0.570579495
1.3,multiclass,Random Forest,100,200,4,20,100,0.569594343
1.3,multiclass,Random Forest,400,100,1,30,400,0.567607727
1.3,multiclass,Random Forest,400,100,1,40,400,0.567607727
1.3,multiclass,Random Forest,400,100,1,50,400,0.567607727
1.3,multiclass,Random Forest,400,200,4,40,200,0.566220238
1.3,multiclass,Random Forest,400,100,1,20,400,0.566121842
1.3,multiclass,Random Forest,100,100,4,30,200,0.566058802
1.3,multiclass,Random Forest,200,100,2,40,50,0.56547619
1.3,multiclass,Random Forest,400,200,4,50,100,0.5625
1.3,multiclass,Random Forest,400,100,2,30,200,0.56166419
1.3,multiclass,Random Forest,400,100,2,50,800,0.56166419
1.3,multiclass,Random Forest,100,100,4,30,100,0.559359881
1.3,multiclass,Random Forest,200,200,4,20,400,0.558243394
1.3,multiclass,Random Forest,400,100,2,30,400,0.557206538
1.3,multiclass,Random Forest,200,200,4,20,200,0.556754745
1.3,multiclass,Random Forest,400,100,1,30,200,0.555720654
1.3,multiclass,Random Forest,400,100,1,40,200,0.555720654
1.3,multiclass,Random Forest,400,100,1,50,200,0.555720654
1.3,multiclass,Random Forest,100,100,4,30,50,0.555638258
1.3,multiclass,Random Forest,200,100,4,50,800,0.554315476
1.3,multiclass,Random Forest,100,200,4,20,50,0.553777447
1.3,multiclass,Random Forest,200,100,4,50,400,0.553571429
1.3,multiclass,Random Forest,200,100,4,50,100,0.552827381
1.3,multiclass,Random Forest,400,200,4,50,50,0.552827381
1.3,multiclass,Random Forest,400,100,2,20,800,0.552748886
1.3,multiclass,Random Forest,200,200,4,20,100,0.552288798
1.3,multiclass,Random Forest,200,200,4,20,800,0.551916636
1.3,multiclass,Random Forest,400,100,1,20,200,0.551263001
1.3,multiclass,Random Forest,400,100,2,50,100,0.551263001
1.3,multiclass,Random Forest,400,100,2,50,400,0.551263001
1.3,multiclass,Random Forest,400,200,4,40,100,0.54985119
1.3,multiclass,Random Forest,400,100,2,40,200,0.549777117
1.3,multiclass,Random Forest,200,100,4,50,200,0.548363095
1.3,multiclass,Random Forest,400,200,4,30,800,0.548363095
1.3,multiclass,Random Forest,400,100,2,20,400,0.546805349
1.3,multiclass,Random Forest,400,100,2,50,200,0.546805349
1.3,multiclass,Random Forest,200,200,4,20,50,0.544845553
1.3,multiclass,Random Forest,400,200,4,30,400,0.544642857
1.3,multiclass,Random Forest,400,200,4,30,200,0.54389881
1.3,multiclass,Random Forest,400,100,2,20,200,0.543833581
1.3,multiclass,Random Forest,400,200,4,40,50,0.543154762
1.3,multiclass,Random Forest,200,100,4,40,800,0.540922619
1.3,multiclass,Random Forest,200,100,4,40,400,0.537946429
1.3,multiclass,Random Forest,200,100,4,40,100,0.537202381
1.3,multiclass,Random Forest,200,100,4,50,50,0.536458333
1.3,multiclass,Random Forest,200,100,4,40,200,0.534970238
1.3,multiclass,Random Forest,400,200,4,30,100,0.531994048
1.3,multiclass,Random Forest,400,100,1,30,100,0.530460624
1.3,multiclass,Random Forest,400,100,1,40,100,0.530460624
1.3,multiclass,Random Forest,400,100,1,50,100,0.530460624
1.3,multiclass,Random Forest,400,100,2,40,100,0.530460624
1.3,multiclass,Random Forest,200,100,4,40,50,0.527529762
1.3,multiclass,Random Forest,400,100,4,50,400,0.527488856
1.3,multiclass,Random Forest,400,100,2,40,50,0.523031204
1.3,multiclass,Random Forest,400,100,4,50,800,0.523031204
1.3,multiclass,Random Forest,400,100,2,30,100,0.521545319
1.3,multiclass,Random Forest,400,100,1,20,100,0.520059435
1.3,multiclass,Random Forest,200,100,4,30,800,0.519345238
1.3,multiclass,Random Forest,400,100,2,20,100,0.518573551
1.3,multiclass,Random Forest,200,100,4,30,200,0.517857143
1.3,multiclass,Random Forest,400,200,4,30,50,0.517113095
1.3,multiclass,Random Forest,200,100,4,30,100,0.516369048
1.3,multiclass,Random Forest,400,100,4,40,400,0.515601783
1.3,multiclass,Random Forest,200,100,4,30,400,0.514136905
1.3,multiclass,Random Forest,400,100,2,20,50,0.512630015
1.3,multiclass,Random Forest,400,100,4,40,800,0.512630015
1.3,multiclass,Random Forest,400,200,4,20,800,0.511160714
1.3,multiclass,Random Forest,400,100,4,50,200,0.511144131
1.3,multiclass,Random Forest,100,100,4,20,800,0.510234462
1.3,multiclass,Random Forest,400,200,4,20,400,0.509672619
1.3,multiclass,Random Forest,100,100,4,20,400,0.508373651
1.3,multiclass,Random Forest,100,100,4,20,200,0.507257164
1.3,multiclass,Random Forest,400,100,4,50,100,0.505200594
1.3,multiclass,Random Forest,400,200,4,20,200,0.504464286
1.3,multiclass,Random Forest,400,100,2,30,50,0.50371471
1.3,multiclass,Random Forest,200,100,4,30,50,0.502232143
1.3,multiclass,Random Forest,400,100,1,20,50,0.502228826
1.3,multiclass,Random Forest,400,100,1,30,50,0.500742942
1.3,multiclass,Random Forest,400,100,1,40,50,0.500742942
1.3,multiclass,Random Forest,400,100,1,50,50,0.500742942
1.3,multiclass,Random Forest,100,100,4,20,100,0.499441757
1.3,multiclass,Random Forest,400,100,4,40,200,0.497771174
1.3,multiclass,Random Forest,400,100,4,30,400,0.494799406
1.3,multiclass,Random Forest,400,100,4,30,800,0.493313522
1.3,multiclass,Random Forest,400,200,4,20,50,0.493303571
1.3,multiclass,Random Forest,400,200,4,20,100,0.491815476
1.3,multiclass,Random Forest,400,100,2,50,50,0.490341753
1.3,multiclass,Random Forest,400,100,4,50,50,0.487369985
1.3,multiclass,Random Forest,200,100,4,20,800,0.485863095
1.3,multiclass,Random Forest,200,100,4,20,400,0.482886905
1.3,multiclass,Random Forest,100,100,4,20,50,0.481577968
1.3,multiclass,Random Forest,400,100,4,40,100,0.479940565
1.3,multiclass,Random Forest,100,10,1,20,400,0.474074074
1.3,multiclass,Random Forest,100,10,1,30,400,0.474074074
1.3,multiclass,Random Forest,100,10,1,40,400,0.474074074
1.3,multiclass,Random Forest,100,10,1,50,400,0.474074074
1.3,multiclass,Random Forest,400,100,4,30,200,0.472511144
1.3,multiclass,Random Forest,100,10,1,20,800,0.47037037
1.3,multiclass,Random Forest,100,10,1,30,800,0.47037037
1.3,multiclass,Random Forest,100,10,1,40,800,0.47037037
1.3,multiclass,Random Forest,100,10,1,50,800,0.47037037
1.3,multiclass,Random Forest,200,100,4,20,200,0.46875
1.3,multiclass,Random Forest,400,100,4,30,100,0.468053492
1.3,multiclass,Random Forest,200,1,1,20,400,0.466666667
1.3,multiclass,Random Forest,200,1,1,30,400,0.466666667
1.3,multiclass,Random Forest,200,1,1,40,400,0.466666667
1.3,multiclass,Random Forest,200,1,1,50,400,0.466666667
1.3,multiclass,Random Forest,400,100,4,40,50,0.46359584
1.3,multiclass,Random Forest,200,100,4,20,100,0.462797619
1.3,multiclass,Random Forest,100,10,1,20,200,0.459259259
1.3,multiclass,Random Forest,100,10,1,30,200,0.459259259
1.3,multiclass,Random Forest,100,10,1,40,200,0.459259259
1.3,multiclass,Random Forest,100,10,1,50,200,0.459259259
1.3,multiclass,Random Forest,200,100,4,20,50,0.458333333
1.3,multiclass,Random Forest,400,100,4,30,50,0.451708767
1.3,multiclass,Random Forest,400,100,4,20,400,0.450222883
1.3,multiclass,Random Forest,400,100,4,20,800,0.450222883
1.3,multiclass,Random Forest,100,10,2,40,800,0.437037037
1.3,multiclass,Random Forest,400,100,4,20,200,0.427934621
1.3,multiclass,Random Forest,100,10,2,40,400,0.425925926
1.3,multiclass,Random Forest,100,10,1,20,100,0.418518519
1.3,multiclass,Random Forest,100,10,1,30,100,0.418518519
1.3,multiclass,Random Forest,100,10,1,40,100,0.418518519
1.3,multiclass,Random Forest,100,10,1,50,100,0.418518519
1.3,multiclass,Random Forest,100,10,2,50,800,0.418518519
1.3,multiclass,Random Forest,400,100,4,20,50,0.414561664
1.3,multiclass,Random Forest,400,100,4,20,100,0.411589896
1.3,multiclass,Random Forest,100,10,2,30,200,0.411111111
1.3,multiclass,Random Forest,100,10,2,30,800,0.407407407
1.3,multiclass,Random Forest,200,10,4,30,800,0.407407407
1.3,multiclass,Random Forest,200,1,1,20,50,0.4
1.3,multiclass,Random Forest,200,1,1,20,200,0.4
1.3,multiclass,Random Forest,200,1,1,30,50,0.4
1.3,multiclass,Random Forest,200,1,1,30,200,0.4
1.3,multiclass,Random Forest,200,1,1,40,50,0.4
1.3,multiclass,Random Forest,200,1,1,40,200,0.4
1.3,multiclass,Random Forest,200,1,1,50,50,0.4
1.3,multiclass,Random Forest,200,1,1,50,200,0.4
1.3,multiclass,Random Forest,200,1,2,20,400,0.4
1.3,multiclass,Random Forest,200,1,2,30,400,0.4
1.3,multiclass,Random Forest,200,1,2,40,400,0.4
1.3,multiclass,Random Forest,200,1,2,50,400,0.4
1.3,multiclass,Random Forest,200,10,1,20,50,0.4
1.3,multiclass,Random Forest,200,10,1,30,50,0.4
1.3,multiclass,Random Forest,200,10,1,40,50,0.4
1.3,multiclass,Random Forest,200,10,1,50,50,0.4
1.3,multiclass,Random Forest,200,10,4,40,800,0.4
1.3,multiclass,Random Forest,400,10,1,20,800,0.397058824
1.3,multiclass,Random Forest,400,10,1,30,800,0.397058824
1.3,multiclass,Random Forest,400,10,1,40,800,0.397058824
1.3,multiclass,Random Forest,400,10,1,50,800,0.397058824
1.3,multiclass,Random Forest,100,10,2,30,400,0.396296296
1.3,multiclass,Random Forest,100,10,2,20,400,0.392592593
1.3,multiclass,Random Forest,200,10,2,30,800,0.392592593
1.3,multiclass,Random Forest,100,10,2,20,800,0.388888889
1.3,multiclass,Random Forest,100,10,2,40,200,0.388888889
1.3,multiclass,Random Forest,100,10,2,50,400,0.388888889
1.3,multiclass,Random Forest,100,10,1,20,50,0.385185185
1.3,multiclass,Random Forest,100,10,1,30,50,0.385185185
1.3,multiclass,Random Forest,100,10,1,40,50,0.385185185
1.3,multiclass,Random Forest,100,10,1,50,50,0.385185185
1.3,multiclass,Random Forest,200,10,2,30,400,0.385185185
1.3,multiclass,Random Forest,200,10,4,40,200,0.385185185
1.3,multiclass,Random Forest,200,10,4,50,400,0.385185185
1.3,multiclass,Random Forest,400,10,1,20,200,0.382352941
1.3,multiclass,Random Forest,400,10,1,30,200,0.382352941
1.3,multiclass,Random Forest,400,10,1,40,200,0.382352941
1.3,multiclass,Random Forest,400,10,1,50,200,0.382352941
1.3,multiclass,Random Forest,100,10,2,20,200,0.381481481
1.3,multiclass,Random Forest,100,10,2,30,50,0.377777778
1.3,multiclass,Random Forest,200,10,1,20,100,0.377777778
1.3,multiclass,Random Forest,200,10,1,30,100,0.377777778
1.3,multiclass,Random Forest,200,10,1,40,100,0.377777778
1.3,multiclass,Random Forest,200,10,1,50,100,0.377777778
1.3,multiclass,Random Forest,200,10,2,20,800,0.377777778
1.3,multiclass,Random Forest,200,10,2,40,800,0.377777778
1.3,multiclass,Random Forest,200,10,2,50,800,0.377777778
1.3,multiclass,Random Forest,200,10,4,40,400,0.377777778
1.3,multiclass,Random Forest,200,10,4,50,200,0.377777778
1.3,multiclass,Random Forest,200,10,4,50,800,0.377777778
1.3,multiclass,Random Forest,100,10,2,50,200,0.374074074
1.3,multiclass,Random Forest,100,10,2,30,100,0.37037037
1.3,multiclass,Random Forest,100,10,2,40,100,0.37037037
1.3,multiclass,Random Forest,200,10,2,30,100,0.37037037
1.3,multiclass,Random Forest,200,10,2,40,100,0.37037037
1.3,multiclass,Random Forest,200,10,2,50,100,0.37037037
1.3,multiclass,Random Forest,200,10,4,30,50,0.37037037
1.3,multiclass,Random Forest,200,10,4,30,200,0.37037037
1.3,multiclass,Random Forest,200,10,4,50,100,0.37037037
1.3,multiclass,Random Forest,400,10,1,20,400,0.367647059
1.3,multiclass,Random Forest,400,10,1,30,400,0.367647059
1.3,multiclass,Random Forest,400,10,1,40,400,0.367647059
1.3,multiclass,Random Forest,400,10,1,50,400,0.367647059
1.3,multiclass,Random Forest,400,10,2,30,800,0.367647059
