experiment,category,classifier,training shape,sample_length,coverage,k,max_depth,n_estimators,score,score type
1.02,multiclass,Random Forest,(undefined),200,100,3,12,200,0.506696429,accuracy
1.02,multiclass,Random Forest,(undefined),400,200,3,10,250,0.506696429,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,3,18,500,0.506686478,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,1,12,50,0.506686478,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,1,10,50,0.505200594,accuracy
1.02,multiclass,Random Forest,(undefined),400,200,3,10,300,0.504464286,accuracy
1.02,multiclass,Random Forest,(undefined),200,100,3,12,100,0.503720238,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,3,14,350,0.50371471,accuracy
1.02,multiclass,Random Forest,(undefined),200,100,3,14,50,0.50297619,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,3,18,200,0.502228826,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,3,18,400,0.502228826,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,3,16,150,0.500742942,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,3,16,300,0.500742942,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,3,16,350,0.500742942,accuracy
1.02,multiclass,Random Forest,(undefined),400,10,1,8,300,0.5,accuracy
1.02,multiclass,Random Forest,(undefined),400,200,3,10,100,0.5,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,3,16,400,0.499257058,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,3,16,500,0.499257058,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,3,16,200,0.497771174,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,3,14,200,0.49628529,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,3,18,450,0.49628529,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,3,16,50,0.49628529,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,1,16,50,0.494799406,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,1,18,50,0.493313522,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,3,18,50,0.493313522,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,3,14,100,0.491827637,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,3,14,150,0.491827637,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,3,14,300,0.491827637,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,3,16,100,0.491827637,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,3,16,450,0.491827637,accuracy
1.02,multiclass,Random Forest,(undefined),400,200,3,10,50,0.491815476,accuracy
1.02,multiclass,Random Forest,(undefined),200,200,3,10,450,0.491626349,accuracy
1.02,multiclass,Random Forest,(undefined),200,200,3,10,400,0.491254187,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,3,14,250,0.490341753,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,3,18,100,0.490341753,accuracy
1.02,multiclass,Random Forest,(undefined),200,100,3,10,500,0.489583333,accuracy
1.02,multiclass,Random Forest,(undefined),200,200,3,10,500,0.489393376,accuracy
1.02,multiclass,Random Forest,(undefined),200,200,3,10,250,0.485671753,accuracy
1.02,multiclass,Random Forest,(undefined),200,200,3,10,350,0.485299591,accuracy
1.02,multiclass,Random Forest,(undefined),400,10,1,8,400,0.485294118,accuracy
1.02,multiclass,Random Forest,(undefined),400,10,1,8,450,0.485294118,accuracy
1.02,multiclass,Random Forest,(undefined),400,10,1,8,500,0.485294118,accuracy
1.02,multiclass,Random Forest,(undefined),200,100,3,10,350,0.485119048,accuracy
1.02,multiclass,Random Forest,(undefined),200,100,3,10,400,0.485119048,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,3,12,350,0.484398217,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,3,12,500,0.484398217,accuracy
1.02,multiclass,Random Forest,(undefined),200,200,3,10,300,0.483810942,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,3,12,250,0.482912333,accuracy
1.02,multiclass,Random Forest,(undefined),200,100,3,10,250,0.482886905,accuracy
1.02,multiclass,Random Forest,(undefined),200,200,3,10,200,0.482694455,accuracy
1.02,multiclass,Random Forest,(undefined),200,100,3,10,300,0.482142857,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,3,12,400,0.481426449,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,3,12,450,0.481426449,accuracy
1.02,multiclass,Random Forest,(undefined),200,200,3,10,150,0.480089319,accuracy
1.02,multiclass,Random Forest,(undefined),200,100,3,10,200,0.478422619,accuracy
1.02,multiclass,Random Forest,(undefined),200,100,3,10,450,0.478422619,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,3,12,200,0.476968796,accuracy
1.02,multiclass,Random Forest,(undefined),200,100,3,12,50,0.476934524,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,3,12,150,0.475482912,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,3,12,300,0.475482912,accuracy
1.02,multiclass,Random Forest,(undefined),200,100,3,10,150,0.473958333,accuracy
1.02,multiclass,Random Forest,(undefined),200,200,3,10,100,0.47376256,accuracy
1.02,multiclass,Random Forest,(undefined),400,10,1,8,200,0.470588235,accuracy
1.02,multiclass,Random Forest,(undefined),400,10,1,8,250,0.470588235,accuracy
1.02,multiclass,Random Forest,(undefined),200,100,3,10,100,0.470238095,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,3,12,100,0.469539376,accuracy
1.02,multiclass,Random Forest,(undefined),200,200,3,10,50,0.468180127,accuracy
1.02,multiclass,Random Forest,(undefined),400,200,3,8,450,0.468005952,accuracy
1.02,multiclass,Random Forest,(undefined),400,200,3,8,500,0.468005952,accuracy
1.02,multiclass,Random Forest,(undefined),200,1,1,8,400,0.466666667,accuracy
1.02,multiclass,Random Forest,(undefined),200,1,1,10,400,0.466666667,accuracy
1.02,multiclass,Random Forest,(undefined),200,1,1,12,400,0.466666667,accuracy
1.02,multiclass,Random Forest,(undefined),200,1,1,14,400,0.466666667,accuracy
1.02,multiclass,Random Forest,(undefined),200,1,1,16,400,0.466666667,accuracy
1.02,multiclass,Random Forest,(undefined),200,1,1,18,400,0.466666667,accuracy
1.02,multiclass,Random Forest,(undefined),400,200,3,8,400,0.464285714,accuracy
1.02,multiclass,Random Forest,(undefined),400,200,3,8,200,0.463541667,accuracy
1.02,multiclass,Random Forest,(undefined),400,200,3,8,350,0.462797619,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,3,10,250,0.462109955,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,3,14,50,0.459138187,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,3,10,350,0.457652303,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,3,10,500,0.457652303,accuracy
1.02,multiclass,Random Forest,(undefined),400,200,3,8,300,0.456845238,accuracy
1.02,multiclass,Random Forest,(undefined),400,200,3,8,250,0.45610119,accuracy
1.02,multiclass,Random Forest,(undefined),400,10,1,8,150,0.455882353,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,3,10,200,0.454680535,accuracy
1.02,multiclass,Random Forest,(undefined),400,200,3,8,150,0.453125,accuracy
1.02,multiclass,Random Forest,(undefined),400,200,3,8,100,0.452380952,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,3,10,300,0.451708767,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,3,10,400,0.451708767,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,3,10,450,0.451708767,accuracy
1.02,multiclass,Random Forest,(undefined),200,200,3,8,200,0.447711202,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,3,10,150,0.447251114,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,3,12,50,0.447251114,accuracy
1.02,multiclass,Random Forest,(undefined),400,200,3,8,50,0.447172619,accuracy
1.02,multiclass,Random Forest,(undefined),200,100,3,10,50,0.444940476,accuracy
1.02,multiclass,Random Forest,(undefined),200,200,3,8,300,0.444733904,accuracy
1.02,multiclass,Random Forest,(undefined),200,200,3,8,450,0.443989579,accuracy
1.02,multiclass,Random Forest,(undefined),200,200,3,8,500,0.441756606,accuracy
1.02,multiclass,Random Forest,(undefined),200,200,3,8,250,0.441384444,accuracy
1.02,multiclass,Random Forest,(undefined),200,200,3,8,400,0.441012281,accuracy
1.02,multiclass,Random Forest,(undefined),200,100,3,8,150,0.44047619,accuracy
1.02,multiclass,Random Forest,(undefined),200,200,3,8,350,0.439523632,accuracy
1.02,multiclass,Random Forest,(undefined),200,200,3,8,150,0.43915147,accuracy
1.02,multiclass,Random Forest,(undefined),200,100,3,8,200,0.438988095,accuracy
1.02,multiclass,Random Forest,(undefined),200,200,3,8,100,0.438779308,accuracy
1.02,multiclass,Random Forest,(undefined),200,100,3,8,100,0.438244048,accuracy
1.02,multiclass,Random Forest,(undefined),200,100,3,8,350,0.4375,accuracy
1.02,multiclass,Random Forest,(undefined),200,100,3,8,500,0.4375,accuracy
1.02,multiclass,Random Forest,(undefined),200,100,3,8,450,0.436755952,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,3,8,250,0.435364042,accuracy
1.02,multiclass,Random Forest,(undefined),200,100,3,8,250,0.435267857,accuracy
1.02,multiclass,Random Forest,(undefined),200,100,3,8,400,0.43452381,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,3,8,200,0.433878158,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,3,10,100,0.433878158,accuracy
1.02,multiclass,Random Forest,(undefined),200,100,3,8,300,0.433779762,accuracy
1.02,multiclass,Random Forest,(undefined),400,200,3,6,450,0.433035714,accuracy
1.02,multiclass,Random Forest,(undefined),400,200,3,6,500,0.432291667,accuracy
1.02,multiclass,Random Forest,(undefined),400,200,3,6,200,0.431547619,accuracy
1.02,multiclass,Random Forest,(undefined),400,200,3,6,250,0.430803571,accuracy
1.02,multiclass,Random Forest,(undefined),400,200,3,6,300,0.430803571,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,3,8,300,0.429420505,accuracy
1.02,multiclass,Random Forest,(undefined),400,200,3,6,350,0.429315476,accuracy
1.02,multiclass,Random Forest,(undefined),400,200,3,6,400,0.429315476,accuracy
1.02,multiclass,Random Forest,(undefined),400,200,3,6,150,0.428571429,accuracy
1.02,multiclass,Random Forest,(undefined),400,10,1,6,350,0.426470588,accuracy
1.02,multiclass,Random Forest,(undefined),400,10,1,6,400,0.426470588,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,3,8,350,0.426448737,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,3,8,450,0.426448737,accuracy
1.02,multiclass,Random Forest,(undefined),200,100,3,8,50,0.426339286,accuracy
1.02,multiclass,Random Forest,(undefined),200,200,3,8,50,0.425753629,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,3,8,500,0.424962853,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,3,10,50,0.421991085,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,3,8,400,0.419019316,accuracy
1.02,multiclass,Random Forest,(undefined),200,100,3,6,450,0.416666667,accuracy
1.02,multiclass,Random Forest,(undefined),200,100,3,6,500,0.415922619,accuracy
1.02,multiclass,Random Forest,(undefined),200,200,5,18,200,0.413844436,accuracy
1.02,multiclass,Random Forest,(undefined),400,200,3,6,100,0.413690476,accuracy
1.02,multiclass,Random Forest,(undefined),200,200,3,6,450,0.413100112,accuracy
1.02,multiclass,Random Forest,(undefined),200,200,5,18,450,0.412355787,accuracy
1.02,multiclass,Random Forest,(undefined),200,200,5,18,500,0.412355787,accuracy
1.02,multiclass,Random Forest,(undefined),400,10,1,6,250,0.411764706,accuracy
1.02,multiclass,Random Forest,(undefined),400,10,1,6,450,0.411764706,accuracy
1.02,multiclass,Random Forest,(undefined),400,10,1,6,500,0.411764706,accuracy
1.02,multiclass,Random Forest,(undefined),400,10,1,12,200,0.411764706,accuracy
1.02,multiclass,Random Forest,(undefined),400,10,1,12,500,0.411764706,accuracy
1.02,multiclass,Random Forest,(undefined),200,200,3,6,400,0.411611463,accuracy
1.02,multiclass,Random Forest,(undefined),200,100,3,6,150,0.411458333,accuracy
1.02,multiclass,Random Forest,(undefined),200,200,5,18,350,0.410867138,accuracy
1.02,multiclass,Random Forest,(undefined),200,200,5,18,400,0.410867138,accuracy
1.02,multiclass,Random Forest,(undefined),400,200,3,6,50,0.410714286,accuracy
1.02,multiclass,Random Forest,(undefined),200,200,3,6,500,0.410122814,accuracy
1.02,multiclass,Random Forest,(undefined),200,200,3,6,300,0.408634164,accuracy
1.02,multiclass,Random Forest,(undefined),200,200,5,18,250,0.408634164,accuracy
1.02,multiclass,Random Forest,(undefined),200,200,5,18,300,0.408634164,accuracy
1.02,multiclass,Random Forest,(undefined),200,100,3,6,350,0.408482143,accuracy
1.02,multiclass,Random Forest,(undefined),200,200,3,6,200,0.408262002,accuracy
1.02,multiclass,Random Forest,(undefined),200,200,5,18,150,0.40788984,accuracy
1.02,multiclass,Random Forest,(undefined),200,100,3,6,400,0.407738095,accuracy
1.02,multiclass,Random Forest,(undefined),200,200,3,6,150,0.407145515,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,3,8,100,0.407132244,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,3,8,150,0.407132244,accuracy
1.02,multiclass,Random Forest,(undefined),200,100,3,6,300,0.406994048,accuracy
1.02,multiclass,Random Forest,(undefined),200,200,3,6,350,0.406401191,accuracy
1.02,multiclass,Random Forest,(undefined),200,100,5,18,200,0.405505952,accuracy
1.02,multiclass,Random Forest,(undefined),200,200,5,18,100,0.40454038,accuracy
1.02,multiclass,Random Forest,(undefined),400,200,5,18,450,0.404017857,accuracy
1.02,multiclass,Random Forest,(undefined),200,200,3,6,250,0.403423893,accuracy
1.02,multiclass,Random Forest,(undefined),200,200,5,16,100,0.403423893,accuracy
1.02,multiclass,Random Forest,(undefined),200,200,5,16,50,0.402679568,accuracy
1.02,multiclass,Random Forest,(undefined),200,100,3,6,250,0.402529762,accuracy
1.02,multiclass,Random Forest,(undefined),200,100,3,6,100,0.401785714,accuracy
1.02,multiclass,Random Forest,(undefined),400,200,5,18,200,0.401785714,accuracy
1.02,multiclass,Random Forest,(undefined),200,200,5,16,200,0.401563082,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,3,6,500,0.401188707,accuracy
1.02,multiclass,Random Forest,(undefined),200,200,5,16,150,0.400818757,accuracy
1.02,multiclass,Random Forest,(undefined),200,200,5,18,50,0.400818757,accuracy
1.02,multiclass,Random Forest,(undefined),200,1,1,6,400,0.4,accuracy
1.02,multiclass,Random Forest,(undefined),200,1,1,8,200,0.4,accuracy
1.02,multiclass,Random Forest,(undefined),200,1,1,10,200,0.4,accuracy
1.02,multiclass,Random Forest,(undefined),200,1,1,12,200,0.4,accuracy
1.02,multiclass,Random Forest,(undefined),200,1,1,14,200,0.4,accuracy
1.02,multiclass,Random Forest,(undefined),200,1,1,16,200,0.4,accuracy
1.02,multiclass,Random Forest,(undefined),200,1,1,18,200,0.4,accuracy
1.02,multiclass,Random Forest,(undefined),200,1,1,18,50,0.4,accuracy
1.02,multiclass,Random Forest,(undefined),200,10,1,18,50,0.4,accuracy
1.02,multiclass,Random Forest,(undefined),200,1,1,16,50,0.4,accuracy
1.02,multiclass,Random Forest,(undefined),200,10,1,16,50,0.4,accuracy
1.02,multiclass,Random Forest,(undefined),200,1,1,14,50,0.4,accuracy
1.02,multiclass,Random Forest,(undefined),200,1,1,12,50,0.4,accuracy
1.02,multiclass,Random Forest,(undefined),200,1,1,10,50,0.4,accuracy
1.02,multiclass,Random Forest,(undefined),200,1,3,10,50,0.4,accuracy
1.02,multiclass,Random Forest,(undefined),200,1,1,8,50,0.4,accuracy
1.02,multiclass,Random Forest,(undefined),200,1,1,6,50,0.4,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,3,6,450,0.399702823,accuracy
1.02,multiclass,Random Forest,(undefined),200,200,5,16,300,0.39970227,accuracy
1.02,multiclass,Random Forest,(undefined),400,200,5,18,500,0.399553571,accuracy
1.02,multiclass,Random Forest,(undefined),200,200,5,16,350,0.399330108,accuracy
1.02,multiclass,Random Forest,(undefined),400,200,5,18,350,0.398809524,accuracy
1.02,multiclass,Random Forest,(undefined),400,200,5,18,400,0.398809524,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,3,6,400,0.398216939,accuracy
1.02,multiclass,Random Forest,(undefined),200,100,5,18,300,0.398065476,accuracy
1.02,multiclass,Random Forest,(undefined),200,200,5,16,400,0.397841459,accuracy
1.02,multiclass,Random Forest,(undefined),200,100,3,6,200,0.397321429,accuracy
1.02,multiclass,Random Forest,(undefined),200,100,5,18,400,0.397321429,accuracy
1.02,multiclass,Random Forest,(undefined),200,100,5,18,450,0.397321429,accuracy
1.02,multiclass,Random Forest,(undefined),400,10,1,6,200,0.397058824,accuracy
1.02,multiclass,Random Forest,(undefined),400,10,1,6,300,0.397058824,accuracy
1.02,multiclass,Random Forest,(undefined),400,10,1,10,300,0.397058824,accuracy
1.02,multiclass,Random Forest,(undefined),400,10,1,12,250,0.397058824,accuracy
1.02,multiclass,Random Forest,(undefined),400,10,1,12,450,0.397058824,accuracy
1.02,multiclass,Random Forest,(undefined),200,200,3,6,100,0.39635281,accuracy
1.02,multiclass,Random Forest,(undefined),200,200,5,16,450,0.39635281,accuracy
1.02,multiclass,Random Forest,(undefined),200,100,5,18,350,0.395833333,accuracy
1.02,multiclass,Random Forest,(undefined),200,200,5,16,250,0.395608485,accuracy
1.02,multiclass,Random Forest,(undefined),200,200,5,16,500,0.395236323,accuracy
1.02,multiclass,Random Forest,(undefined),400,200,5,18,300,0.395089286,accuracy
1.02,multiclass,Random Forest,(undefined),200,200,3,6,50,0.394864161,accuracy
1.02,multiclass,Random Forest,(undefined),400,200,5,18,250,0.39360119,accuracy
1.02,multiclass,Random Forest,(undefined),200,100,3,6,50,0.39360119,accuracy
1.02,multiclass,Random Forest,(undefined),200,100,5,18,150,0.392857143,accuracy
1.02,multiclass,Random Forest,(undefined),200,10,1,14,50,0.392592593,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,3,6,200,0.392273403,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,3,6,250,0.392273403,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,3,8,50,0.392273403,accuracy
1.02,multiclass,Random Forest,(undefined),200,100,5,18,100,0.392113095,accuracy
1.02,multiclass,Random Forest,(undefined),200,100,5,18,500,0.392113095,accuracy
1.02,multiclass,Random Forest,(undefined),200,100,5,18,250,0.391369048,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,3,6,350,0.390787519,accuracy
1.02,multiclass,Random Forest,(undefined),400,200,5,16,500,0.389136905,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,3,6,300,0.38781575,accuracy
1.02,multiclass,Random Forest,(undefined),200,100,5,16,200,0.38764881,accuracy
1.02,multiclass,Random Forest,(undefined),200,200,5,14,50,0.387048753,accuracy
1.02,multiclass,Random Forest,(undefined),400,200,5,16,250,0.386904762,accuracy
1.02,multiclass,Random Forest,(undefined),400,200,5,16,350,0.386904762,accuracy
1.02,multiclass,Random Forest,(undefined),400,200,5,18,150,0.386904762,accuracy
1.02,multiclass,Random Forest,(undefined),200,200,5,14,300,0.385187942,accuracy
1.02,multiclass,Random Forest,(undefined),200,10,1,8,200,0.385185185,accuracy
1.02,multiclass,Random Forest,(undefined),200,200,5,14,150,0.384071455,accuracy
1.02,multiclass,Random Forest,(undefined),200,200,5,14,100,0.383699293,accuracy
1.02,multiclass,Random Forest,(undefined),400,200,5,16,200,0.383184524,accuracy
1.02,multiclass,Random Forest,(undefined),400,200,5,16,300,0.383184524,accuracy
1.02,multiclass,Random Forest,(undefined),400,200,5,18,100,0.383184524,accuracy
1.02,multiclass,Random Forest,(undefined),400,10,1,6,100,0.382352941,accuracy
1.02,multiclass,Random Forest,(undefined),400,10,1,10,200,0.382352941,accuracy
1.02,multiclass,Random Forest,(undefined),400,10,1,10,450,0.382352941,accuracy
1.02,multiclass,Random Forest,(undefined),400,10,1,10,500,0.382352941,accuracy
1.02,multiclass,Random Forest,(undefined),400,10,1,12,100,0.382352941,accuracy
1.02,multiclass,Random Forest,(undefined),400,10,1,12,300,0.382352941,accuracy
1.02,multiclass,Random Forest,(undefined),400,10,1,14,200,0.382352941,accuracy
1.02,multiclass,Random Forest,(undefined),400,10,1,14,250,0.382352941,accuracy
1.02,multiclass,Random Forest,(undefined),400,10,1,14,300,0.382352941,accuracy
1.02,multiclass,Random Forest,(undefined),400,10,1,14,450,0.382352941,accuracy
1.02,multiclass,Random Forest,(undefined),400,10,1,14,500,0.382352941,accuracy
1.02,multiclass,Random Forest,(undefined),400,10,1,16,200,0.382352941,accuracy
1.02,multiclass,Random Forest,(undefined),400,10,1,16,250,0.382352941,accuracy
1.02,multiclass,Random Forest,(undefined),400,10,1,16,300,0.382352941,accuracy
1.02,multiclass,Random Forest,(undefined),400,10,1,16,450,0.382352941,accuracy
1.02,multiclass,Random Forest,(undefined),400,10,1,16,500,0.382352941,accuracy
1.02,multiclass,Random Forest,(undefined),400,10,1,18,200,0.382352941,accuracy
1.02,multiclass,Random Forest,(undefined),400,10,1,18,250,0.382352941,accuracy
1.02,multiclass,Random Forest,(undefined),400,10,1,18,300,0.382352941,accuracy
1.02,multiclass,Random Forest,(undefined),400,10,1,18,450,0.382352941,accuracy
1.02,multiclass,Random Forest,(undefined),400,10,1,18,500,0.382352941,accuracy
1.02,multiclass,Random Forest,(undefined),400,10,1,10,50,0.382352941,accuracy
1.02,multiclass,Random Forest,(undefined),400,10,1,8,50,0.382352941,accuracy
1.02,multiclass,Random Forest,(undefined),200,200,5,14,200,0.382210644,accuracy
1.02,multiclass,Random Forest,(undefined),200,200,5,14,250,0.382210644,accuracy
1.02,multiclass,Random Forest,(undefined),200,100,5,16,350,0.381696429,accuracy
1.02,multiclass,Random Forest,(undefined),200,100,5,16,450,0.380952381,accuracy
1.02,multiclass,Random Forest,(undefined),200,200,5,14,500,0.380721995,accuracy
1.02,multiclass,Random Forest,(undefined),200,100,5,16,400,0.380208333,accuracy
1.02,multiclass,Random Forest,(undefined),400,200,5,16,400,0.380208333,accuracy
1.02,multiclass,Random Forest,(undefined),400,200,5,16,450,0.380208333,accuracy
1.02,multiclass,Random Forest,(undefined),200,200,5,14,350,0.379605508,accuracy
1.02,multiclass,Random Forest,(undefined),200,200,5,14,450,0.379605508,accuracy
1.02,multiclass,Random Forest,(undefined),200,100,5,16,500,0.379464286,accuracy
1.02,multiclass,Random Forest,(undefined),400,200,5,14,250,0.378720238,accuracy
1.02,multiclass,Random Forest,(undefined),200,10,1,8,300,0.377777778,accuracy
1.02,multiclass,Random Forest,(undefined),200,10,1,12,100,0.377777778,accuracy
1.02,multiclass,Random Forest,(undefined),200,10,1,16,100,0.377777778,accuracy
1.02,multiclass,Random Forest,(undefined),200,10,1,18,100,0.377777778,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,3,6,150,0.377414562,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,5,18,500,0.377414562,accuracy
1.02,multiclass,Random Forest,(undefined),400,200,5,14,500,0.377232143,accuracy
1.02,multiclass,Random Forest,(undefined),400,200,5,14,350,0.376488095,accuracy
1.02,multiclass,Random Forest,(undefined),400,200,5,16,150,0.376488095,accuracy
1.02,multiclass,Random Forest,(undefined),400,200,5,14,150,0.375744048,accuracy
1.02,multiclass,Random Forest,(undefined),400,200,5,14,200,0.375744048,accuracy
1.02,multiclass,Random Forest,(undefined),400,200,5,16,100,0.375744048,accuracy
1.02,multiclass,Random Forest,(undefined),200,200,5,14,400,0.375139561,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,5,18,300,0.374442793,accuracy
1.02,multiclass,Random Forest,(undefined),400,200,5,14,300,0.374255952,accuracy
1.02,multiclass,Random Forest,(undefined),400,200,5,18,50,0.374255952,accuracy
1.02,multiclass,Random Forest,(undefined),200,200,5,12,50,0.372534425,accuracy
1.02,multiclass,Random Forest,(undefined),200,100,5,14,200,0.37202381,accuracy
1.02,multiclass,Random Forest,(undefined),200,100,5,16,250,0.37202381,accuracy
1.02,multiclass,Random Forest,(undefined),200,100,5,16,50,0.37202381,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,5,18,250,0.371471025,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,5,18,350,0.371471025,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,3,6,50,0.371471025,accuracy
1.02,multiclass,Random Forest,(undefined),400,200,5,16,50,0.371279762,accuracy
1.02,multiclass,Random Forest,(undefined),200,100,5,16,300,0.370535714,accuracy
1.02,multiclass,Random Forest,(undefined),200,10,1,8,250,0.37037037,accuracy
1.02,multiclass,Random Forest,(undefined),200,10,1,8,350,0.37037037,accuracy
1.02,multiclass,Random Forest,(undefined),200,10,1,8,400,0.37037037,accuracy
1.02,multiclass,Random Forest,(undefined),200,10,1,8,500,0.37037037,accuracy
1.02,multiclass,Random Forest,(undefined),200,10,1,14,100,0.37037037,accuracy
1.02,multiclass,Random Forest,(undefined),200,10,1,14,300,0.37037037,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,5,16,200,0.369985141,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,5,18,450,0.369985141,accuracy
1.02,multiclass,Random Forest,(undefined),200,100,5,16,100,0.369791667,accuracy
1.02,multiclass,Random Forest,(undefined),200,100,5,16,150,0.369047619,accuracy
1.02,multiclass,Random Forest,(undefined),400,200,5,14,100,0.369047619,accuracy
1.02,multiclass,Random Forest,(undefined),200,100,5,18,50,0.369047619,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,5,16,350,0.368499257,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,5,16,450,0.368499257,accuracy
1.02,multiclass,Random Forest,(undefined),200,200,5,12,150,0.36844064,accuracy
1.02,multiclass,Random Forest,(undefined),400,10,1,8,100,0.367647059,accuracy
1.02,multiclass,Random Forest,(undefined),400,10,1,10,250,0.367647059,accuracy
1.02,multiclass,Random Forest,(undefined),400,10,1,10,350,0.367647059,accuracy
1.02,multiclass,Random Forest,(undefined),400,10,1,10,400,0.367647059,accuracy
1.02,multiclass,Random Forest,(undefined),400,10,1,12,350,0.367647059,accuracy
1.02,multiclass,Random Forest,(undefined),400,10,1,12,400,0.367647059,accuracy
1.02,multiclass,Random Forest,(undefined),400,10,1,14,350,0.367647059,accuracy
1.02,multiclass,Random Forest,(undefined),400,10,1,14,400,0.367647059,accuracy
1.02,multiclass,Random Forest,(undefined),400,10,1,16,350,0.367647059,accuracy
1.02,multiclass,Random Forest,(undefined),400,10,1,16,400,0.367647059,accuracy
1.02,multiclass,Random Forest,(undefined),400,10,1,18,350,0.367647059,accuracy
1.02,multiclass,Random Forest,(undefined),400,10,1,18,400,0.367647059,accuracy
1.02,multiclass,Random Forest,(undefined),400,10,1,6,50,0.367647059,accuracy
1.02,multiclass,Random Forest,(undefined),200,100,5,14,350,0.367559524,accuracy
1.02,multiclass,Random Forest,(undefined),400,200,5,12,150,0.367559524,accuracy
1.02,multiclass,Random Forest,(undefined),400,200,5,14,450,0.367559524,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,5,14,250,0.367013373,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,5,16,300,0.367013373,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,5,18,200,0.367013373,accuracy
1.02,multiclass,Random Forest,(undefined),400,200,5,14,400,0.366815476,accuracy
1.02,multiclass,Random Forest,(undefined),200,200,5,12,200,0.366579829,accuracy
1.02,multiclass,Random Forest,(undefined),200,100,5,14,150,0.366071429,accuracy
1.02,multiclass,Random Forest,(undefined),400,100,3,6,100,0.365527489,accuracy
