experiment,category,classifier,sample_length,coverage,k,max_depth,n_estimators,score
1.01,multiclass,Random Forest,400,2,5,14,60,0.2
1.01,multiclass,Random Forest,400,2,5,14,100,0.2
1.01,multiclass,Random Forest,400,2,5,14,140,0.2
1.01,multiclass,Random Forest,400,2,5,14,180,0.2
1.01,multiclass,Random Forest,400,2,5,18,20,0.2
1.01,multiclass,Random Forest,400,2,5,18,60,0.2
1.01,multiclass,Random Forest,400,2,5,18,100,0.2
1.01,multiclass,Random Forest,400,2,5,18,140,0.2
1.01,multiclass,Random Forest,400,2,5,18,180,0.2
1.01,multiclass,Random Forest,400,2,7,2,20,0.2
1.01,multiclass,Random Forest,400,2,7,2,60,0.2
1.01,multiclass,Random Forest,400,2,7,2,100,0.2
1.01,multiclass,Random Forest,400,2,7,2,140,0.2
1.01,multiclass,Random Forest,400,2,7,2,180,0.2
1.01,multiclass,Random Forest,400,2,7,6,20,0.2
1.01,multiclass,Random Forest,400,2,7,6,60,0.2
1.01,multiclass,Random Forest,400,2,7,6,100,0.2
1.01,multiclass,Random Forest,400,2,7,6,140,0.2
1.01,multiclass,Random Forest,400,2,7,6,180,0.2
1.01,multiclass,Random Forest,400,2,7,10,20,0.2
1.01,multiclass,Random Forest,400,2,7,10,60,0.2
1.01,multiclass,Random Forest,400,2,7,10,100,0.2
1.01,multiclass,Random Forest,400,2,7,10,140,0.2
1.01,multiclass,Random Forest,400,2,7,10,180,0.2
1.01,multiclass,Random Forest,400,2,7,14,20,0.2
1.01,multiclass,Random Forest,400,2,7,14,60,0.2
1.01,multiclass,Random Forest,400,2,7,14,100,0.2
1.01,multiclass,Random Forest,400,2,7,14,140,0.2
1.01,multiclass,Random Forest,400,2,7,14,180,0.2
1.01,multiclass,Random Forest,400,2,7,18,20,0.2
1.01,multiclass,Random Forest,400,2,7,18,60,0.2
1.01,multiclass,Random Forest,400,2,7,18,100,0.2
1.01,multiclass,Random Forest,400,2,7,18,140,0.2
1.01,multiclass,Random Forest,400,2,7,18,180,0.2
1.01,multiclass,Random Forest,400,2,9,2,20,0.2
1.01,multiclass,Random Forest,400,2,9,2,60,0.2
1.01,multiclass,Random Forest,400,2,9,2,100,0.2
1.01,multiclass,Random Forest,400,2,9,2,140,0.2
1.01,multiclass,Random Forest,400,2,9,2,180,0.2
1.01,multiclass,Random Forest,400,2,9,6,20,0.2
1.01,multiclass,Random Forest,400,2,9,6,60,0.2
1.01,multiclass,Random Forest,400,2,9,6,100,0.2
1.01,multiclass,Random Forest,400,2,9,6,140,0.2
1.01,multiclass,Random Forest,400,2,9,6,180,0.2
1.01,multiclass,Random Forest,400,2,9,10,20,0.2
1.01,multiclass,Random Forest,400,2,9,10,60,0.2
1.01,multiclass,Random Forest,400,2,9,10,100,0.2
1.01,multiclass,Random Forest,400,2,9,10,140,0.2
1.01,multiclass,Random Forest,400,2,9,10,180,0.2
1.01,multiclass,Random Forest,400,2,9,14,20,0.2
1.01,multiclass,Random Forest,400,2,9,14,60,0.2
1.01,multiclass,Random Forest,400,2,9,14,100,0.2
1.01,multiclass,Random Forest,400,2,9,14,140,0.2
1.01,multiclass,Random Forest,400,2,9,14,180,0.2
1.01,multiclass,Random Forest,400,2,9,18,20,0.2
1.01,multiclass,Random Forest,400,2,9,18,60,0.2
1.01,multiclass,Random Forest,400,2,9,18,100,0.2
1.01,multiclass,Random Forest,400,2,9,18,140,0.2
1.01,multiclass,Random Forest,400,2,9,18,180,0.2
1.01,multiclass,Random Forest,200,10,3,2,180,0.192592593
1.01,multiclass,Random Forest,200,10,5,2,60,0.192592593
1.01,multiclass,Random Forest,200,10,5,6,100,0.192592593
1.01,multiclass,Random Forest,200,10,5,6,140,0.192592593
1.01,multiclass,Random Forest,200,10,5,6,180,0.192592593
1.01,multiclass,Random Forest,200,10,7,2,20,0.192592593
1.01,multiclass,Random Forest,200,10,7,6,60,0.192592593
1.01,multiclass,Random Forest,200,10,7,6,100,0.192592593
1.01,multiclass,Random Forest,200,10,7,10,60,0.192592593
1.01,multiclass,Random Forest,200,10,7,10,180,0.192592593
1.01,multiclass,Random Forest,200,10,7,14,60,0.192592593
1.01,multiclass,Random Forest,200,10,7,18,20,0.192592593
1.01,multiclass,Random Forest,200,10,9,14,20,0.192592593
1.01,multiclass,Random Forest,200,10,9,14,60,0.192592593
1.01,multiclass,Random Forest,200,10,9,14,100,0.192592593
1.01,multiclass,Random Forest,200,10,9,14,140,0.192592593
1.01,multiclass,Random Forest,200,10,9,14,180,0.192592593
1.01,multiclass,Random Forest,200,10,5,2,20,0.185185185
1.01,multiclass,Random Forest,200,10,5,2,100,0.185185185
1.01,multiclass,Random Forest,200,10,5,2,140,0.185185185
1.01,multiclass,Random Forest,200,10,5,2,180,0.185185185
1.01,multiclass,Random Forest,200,10,7,2,100,0.185185185
1.01,multiclass,Random Forest,200,10,7,2,140,0.185185185
1.01,multiclass,Random Forest,200,10,7,2,180,0.185185185
1.01,multiclass,Random Forest,200,10,7,6,20,0.185185185
1.01,multiclass,Random Forest,200,10,7,6,140,0.185185185
1.01,multiclass,Random Forest,200,10,7,6,180,0.185185185
1.01,multiclass,Random Forest,200,10,7,10,20,0.185185185
1.01,multiclass,Random Forest,200,10,7,10,140,0.185185185
1.01,multiclass,Random Forest,200,10,7,14,20,0.185185185
1.01,multiclass,Random Forest,200,10,9,2,20,0.185185185
1.01,multiclass,Random Forest,200,10,9,2,60,0.185185185
1.01,multiclass,Random Forest,200,10,9,2,100,0.185185185
1.01,multiclass,Random Forest,200,10,9,2,140,0.185185185
1.01,multiclass,Random Forest,200,10,9,2,180,0.185185185
1.01,multiclass,Random Forest,200,10,9,6,20,0.185185185
1.01,multiclass,Random Forest,200,10,9,6,60,0.185185185
1.01,multiclass,Random Forest,200,10,9,6,100,0.185185185
1.01,multiclass,Random Forest,200,10,9,6,140,0.185185185
1.01,multiclass,Random Forest,200,10,9,6,180,0.185185185
1.01,multiclass,Random Forest,200,10,9,10,20,0.185185185
1.01,multiclass,Random Forest,200,10,9,10,60,0.185185185
1.01,multiclass,Random Forest,200,10,9,10,100,0.185185185
1.01,multiclass,Random Forest,200,10,9,10,140,0.185185185
1.01,multiclass,Random Forest,200,10,9,10,180,0.185185185
1.01,multiclass,Random Forest,100,2,1,2,20,0.181818182
1.01,multiclass,Random Forest,100,2,3,10,20,0.181818182
1.01,multiclass,Random Forest,100,2,3,14,20,0.181818182
1.01,multiclass,Random Forest,100,2,3,14,140,0.181818182
1.01,multiclass,Random Forest,100,2,3,18,20,0.181818182
1.01,multiclass,Random Forest,100,1,1,6,20,0.172413793
1.01,multiclass,Random Forest,100,1,3,2,60,0.172413793
1.01,multiclass,Random Forest,100,1,3,6,60,0.172413793
1.01,multiclass,Random Forest,200,2,3,2,20,0.172413793
1.01,multiclass,Random Forest,100,2,1,6,20,0.163636364
1.01,multiclass,Random Forest,100,2,1,6,100,0.163636364
1.01,multiclass,Random Forest,100,2,1,10,60,0.163636364
1.01,multiclass,Random Forest,100,2,3,6,60,0.163636364
1.01,multiclass,Random Forest,100,2,3,10,60,0.163636364
1.01,multiclass,Random Forest,100,2,3,18,60,0.163636364
1.01,multiclass,Random Forest,100,2,9,18,20,0.163636364
1.01,multiclass,Random Forest,200,10,3,2,20,0.162962963
1.01,multiclass,Random Forest,100,2,1,10,20,0.145454545
1.01,multiclass,Random Forest,100,2,1,14,60,0.145454545
1.01,multiclass,Random Forest,100,2,1,18,60,0.145454545
1.01,multiclass,Random Forest,100,1,1,10,20,0.137931034
1.01,multiclass,Random Forest,100,1,1,10,60,0.137931034
1.01,multiclass,Random Forest,100,1,1,10,100,0.137931034
1.01,multiclass,Random Forest,100,1,1,14,20,0.137931034
1.01,multiclass,Random Forest,100,1,1,14,60,0.137931034
1.01,multiclass,Random Forest,100,1,1,14,100,0.137931034
1.01,multiclass,Random Forest,100,1,1,18,20,0.137931034
1.01,multiclass,Random Forest,100,1,1,18,60,0.137931034
1.01,multiclass,Random Forest,100,1,1,18,100,0.137931034
1.01,multiclass,Random Forest,200,2,5,18,20,0.137931034
1.01,multiclass,Random Forest,200,1,1,2,20,0.133333333
1.01,multiclass,Random Forest,200,1,1,2,180,0.133333333
1.01,multiclass,Random Forest,200,1,3,2,20,0.133333333
1.01,multiclass,Random Forest,200,1,3,2,100,0.133333333
1.01,multiclass,Random Forest,200,1,3,6,100,0.133333333
1.01,multiclass,Random Forest,200,1,3,14,20,0.133333333
1.01,multiclass,Random Forest,200,1,3,18,20,0.133333333
1.01,multiclass,Random Forest,200,1,7,18,100,0.133333333
1.01,multiclass,Random Forest,100,2,3,14,60,0.127272727
1.01,multiclass,Random Forest,400,1,1,2,60,0.125
1.01,multiclass,Random Forest,400,1,1,2,180,0.125
1.01,multiclass,Random Forest,400,1,1,6,60,0.125
1.01,multiclass,Random Forest,400,1,1,6,140,0.125
1.01,multiclass,Random Forest,400,1,1,10,60,0.125
1.01,multiclass,Random Forest,400,1,1,10,140,0.125
1.01,multiclass,Random Forest,400,1,1,14,60,0.125
1.01,multiclass,Random Forest,400,1,1,14,140,0.125
1.01,multiclass,Random Forest,400,1,1,18,60,0.125
1.01,multiclass,Random Forest,400,1,1,18,140,0.125
1.01,multiclass,Random Forest,400,1,3,2,20,0.125
1.01,multiclass,Random Forest,400,1,3,2,60,0.125
1.01,multiclass,Random Forest,400,1,3,2,100,0.125
1.01,multiclass,Random Forest,400,1,3,2,140,0.125
1.01,multiclass,Random Forest,400,1,3,2,180,0.125
1.01,multiclass,Random Forest,400,1,3,6,20,0.125
1.01,multiclass,Random Forest,400,1,3,6,60,0.125
1.01,multiclass,Random Forest,400,1,3,6,100,0.125
1.01,multiclass,Random Forest,400,1,3,6,140,0.125
1.01,multiclass,Random Forest,400,1,3,6,180,0.125
1.01,multiclass,Random Forest,400,1,3,10,20,0.125
1.01,multiclass,Random Forest,400,1,3,10,60,0.125
1.01,multiclass,Random Forest,400,1,3,10,100,0.125
1.01,multiclass,Random Forest,400,1,3,10,140,0.125
1.01,multiclass,Random Forest,400,1,3,10,180,0.125
1.01,multiclass,Random Forest,400,1,3,14,20,0.125
1.01,multiclass,Random Forest,400,1,3,14,60,0.125
1.01,multiclass,Random Forest,400,1,3,14,100,0.125
1.01,multiclass,Random Forest,400,1,3,14,140,0.125
1.01,multiclass,Random Forest,400,1,3,14,180,0.125
1.01,multiclass,Random Forest,400,1,3,18,20,0.125
1.01,multiclass,Random Forest,400,1,3,18,60,0.125
1.01,multiclass,Random Forest,400,1,3,18,100,0.125
1.01,multiclass,Random Forest,400,1,3,18,140,0.125
1.01,multiclass,Random Forest,400,1,3,18,180,0.125
1.01,multiclass,Random Forest,400,1,5,2,20,0.125
1.01,multiclass,Random Forest,400,1,5,6,20,0.125
1.01,multiclass,Random Forest,400,1,5,6,60,0.125
1.01,multiclass,Random Forest,400,1,5,10,20,0.125
1.01,multiclass,Random Forest,400,1,5,10,60,0.125
1.01,multiclass,Random Forest,400,1,5,10,100,0.125
1.01,multiclass,Random Forest,400,1,5,14,20,0.125
1.01,multiclass,Random Forest,400,1,5,14,60,0.125
1.01,multiclass,Random Forest,400,1,5,14,100,0.125
1.01,multiclass,Random Forest,400,1,5,18,20,0.125
1.01,multiclass,Random Forest,400,1,5,18,60,0.125
1.01,multiclass,Random Forest,400,1,5,18,100,0.125
1.01,multiclass,Random Forest,400,1,7,6,60,0.125
1.01,multiclass,Random Forest,400,1,7,10,60,0.125
1.01,multiclass,Random Forest,400,1,7,14,60,0.125
1.01,multiclass,Random Forest,400,1,7,18,60,0.125
1.01,multiclass,Random Forest,400,1,9,2,20,0.125
1.01,multiclass,Random Forest,400,1,9,6,20,0.125
1.01,multiclass,Random Forest,400,1,9,6,60,0.125
1.01,multiclass,Random Forest,400,1,9,10,20,0.125
1.01,multiclass,Random Forest,400,1,9,10,60,0.125
1.01,multiclass,Random Forest,400,1,9,14,20,0.125
1.01,multiclass,Random Forest,400,1,9,14,60,0.125
1.01,multiclass,Random Forest,400,1,9,18,20,0.125
1.01,multiclass,Random Forest,400,1,9,18,60,0.125
1.01,multiclass,Random Forest,100,2,1,6,60,0.090909091
1.01,multiclass,Random Forest,200,1,1,2,60,0.066666667
1.01,multiclass,Random Forest,200,1,1,2,140,0.066666667
1.01,multiclass,Random Forest,200,1,3,6,20,0.066666667
1.01,multiclass,Random Forest,100,0.1,1,2,20,0
1.01,multiclass,Random Forest,100,0.1,1,2,60,0
1.01,multiclass,Random Forest,100,0.1,1,2,100,0
1.01,multiclass,Random Forest,100,0.1,1,2,140,0
1.01,multiclass,Random Forest,100,0.1,1,2,180,0
1.01,multiclass,Random Forest,100,0.1,1,6,20,0
1.01,multiclass,Random Forest,100,0.1,1,6,100,0
1.01,multiclass,Random Forest,100,0.1,1,6,140,0
1.01,multiclass,Random Forest,100,0.1,1,6,180,0
1.01,multiclass,Random Forest,100,0.1,1,10,20,0
1.01,multiclass,Random Forest,100,0.1,1,10,100,0
1.01,multiclass,Random Forest,100,0.1,1,10,140,0
1.01,multiclass,Random Forest,100,0.1,1,10,180,0
1.01,multiclass,Random Forest,100,0.1,1,14,20,0
1.01,multiclass,Random Forest,100,0.1,1,14,100,0
1.01,multiclass,Random Forest,100,0.1,1,14,140,0
1.01,multiclass,Random Forest,100,0.1,1,14,180,0
1.01,multiclass,Random Forest,100,0.1,1,18,20,0
1.01,multiclass,Random Forest,100,0.1,1,18,100,0
1.01,multiclass,Random Forest,100,0.1,1,18,140,0
1.01,multiclass,Random Forest,100,0.1,1,18,180,0
1.01,multiclass,Random Forest,100,0.1,3,2,20,0
1.01,multiclass,Random Forest,100,0.1,3,2,60,0
1.01,multiclass,Random Forest,100,0.1,3,2,100,0
1.01,multiclass,Random Forest,100,0.1,3,2,140,0
1.01,multiclass,Random Forest,100,0.1,3,2,180,0
1.01,multiclass,Random Forest,100,0.1,3,6,20,0
1.01,multiclass,Random Forest,100,0.1,3,6,60,0
1.01,multiclass,Random Forest,100,0.1,3,6,100,0
1.01,multiclass,Random Forest,100,0.1,3,6,140,0
1.01,multiclass,Random Forest,100,0.1,3,6,180,0
1.01,multiclass,Random Forest,100,0.1,3,10,20,0
1.01,multiclass,Random Forest,100,0.1,3,10,60,0
1.01,multiclass,Random Forest,100,0.1,3,10,100,0
1.01,multiclass,Random Forest,100,0.1,3,10,140,0
1.01,multiclass,Random Forest,100,0.1,3,10,180,0
1.01,multiclass,Random Forest,100,0.1,3,14,20,0
1.01,multiclass,Random Forest,100,0.1,3,14,60,0
1.01,multiclass,Random Forest,100,0.1,3,14,100,0
1.01,multiclass,Random Forest,100,0.1,3,14,140,0
1.01,multiclass,Random Forest,100,0.1,3,14,180,0
1.01,multiclass,Random Forest,100,0.1,3,18,20,0
1.01,multiclass,Random Forest,100,0.1,3,18,60,0
1.01,multiclass,Random Forest,100,0.1,3,18,100,0
1.01,multiclass,Random Forest,100,0.1,3,18,140,0
1.01,multiclass,Random Forest,100,0.1,3,18,180,0
1.01,multiclass,Random Forest,100,0.1,5,2,20,0
1.01,multiclass,Random Forest,100,0.1,5,2,60,0
1.01,multiclass,Random Forest,100,0.1,5,2,100,0
1.01,multiclass,Random Forest,100,0.1,5,2,140,0
1.01,multiclass,Random Forest,100,0.1,5,2,180,0
1.01,multiclass,Random Forest,100,0.1,5,6,20,0
1.01,multiclass,Random Forest,100,0.1,5,6,60,0
1.01,multiclass,Random Forest,100,0.1,5,6,100,0
1.01,multiclass,Random Forest,100,0.1,5,6,140,0
1.01,multiclass,Random Forest,100,0.1,5,6,180,0
1.01,multiclass,Random Forest,100,0.1,5,10,20,0
1.01,multiclass,Random Forest,100,0.1,5,10,60,0
1.01,multiclass,Random Forest,100,0.1,5,10,100,0
1.01,multiclass,Random Forest,100,0.1,5,10,140,0
1.01,multiclass,Random Forest,100,0.1,5,10,180,0
1.01,multiclass,Random Forest,100,0.1,5,14,20,0
1.01,multiclass,Random Forest,100,0.1,5,14,60,0
1.01,multiclass,Random Forest,100,0.1,5,14,100,0
1.01,multiclass,Random Forest,100,0.1,5,14,140,0
1.01,multiclass,Random Forest,100,0.1,5,14,180,0
1.01,multiclass,Random Forest,100,0.1,5,18,20,0
1.01,multiclass,Random Forest,100,0.1,5,18,60,0
1.01,multiclass,Random Forest,100,0.1,5,18,100,0
1.01,multiclass,Random Forest,100,0.1,5,18,140,0
1.01,multiclass,Random Forest,100,0.1,5,18,180,0
1.01,multiclass,Random Forest,100,0.1,7,2,20,0
1.01,multiclass,Random Forest,100,0.1,7,2,60,0
1.01,multiclass,Random Forest,100,0.1,7,2,100,0
1.01,multiclass,Random Forest,100,0.1,7,2,140,0
1.01,multiclass,Random Forest,100,0.1,7,2,180,0
1.01,multiclass,Random Forest,100,0.1,7,6,20,0
1.01,multiclass,Random Forest,100,0.1,7,6,60,0
1.01,multiclass,Random Forest,100,0.1,7,6,100,0
1.01,multiclass,Random Forest,100,0.1,7,6,140,0
1.01,multiclass,Random Forest,100,0.1,7,6,180,0
1.01,multiclass,Random Forest,100,0.1,7,10,20,0
1.01,multiclass,Random Forest,100,0.1,7,10,60,0
1.01,multiclass,Random Forest,100,0.1,7,10,100,0
1.01,multiclass,Random Forest,100,0.1,7,10,140,0
1.01,multiclass,Random Forest,100,0.1,7,10,180,0
1.01,multiclass,Random Forest,100,0.1,7,14,20,0
1.01,multiclass,Random Forest,100,0.1,7,14,60,0
1.01,multiclass,Random Forest,100,0.1,7,14,100,0
1.01,multiclass,Random Forest,100,0.1,7,14,140,0
1.01,multiclass,Random Forest,100,0.1,7,14,180,0
1.01,multiclass,Random Forest,100,0.1,7,18,20,0
1.01,multiclass,Random Forest,100,0.1,7,18,60,0
1.01,multiclass,Random Forest,100,0.1,7,18,100,0
1.01,multiclass,Random Forest,100,0.1,7,18,140,0
1.01,multiclass,Random Forest,100,0.1,7,18,180,0
1.01,multiclass,Random Forest,100,0.1,9,2,20,0
1.01,multiclass,Random Forest,100,0.1,9,2,60,0
1.01,multiclass,Random Forest,100,0.1,9,2,100,0
1.01,multiclass,Random Forest,100,0.1,9,2,140,0
1.01,multiclass,Random Forest,100,0.1,9,2,180,0
1.01,multiclass,Random Forest,100,0.1,9,6,20,0
1.01,multiclass,Random Forest,100,0.1,9,6,60,0
1.01,multiclass,Random Forest,100,0.1,9,6,100,0
1.01,multiclass,Random Forest,100,0.1,9,6,140,0
1.01,multiclass,Random Forest,100,0.1,9,6,180,0
1.01,multiclass,Random Forest,100,0.1,9,10,20,0
1.01,multiclass,Random Forest,100,0.1,9,10,60,0
1.01,multiclass,Random Forest,100,0.1,9,10,100,0
1.01,multiclass,Random Forest,100,0.1,9,10,140,0
1.01,multiclass,Random Forest,100,0.1,9,10,180,0
1.01,multiclass,Random Forest,100,0.1,9,14,20,0
1.01,multiclass,Random Forest,100,0.1,9,14,60,0
1.01,multiclass,Random Forest,100,0.1,9,14,100,0
1.01,multiclass,Random Forest,100,0.1,9,14,140,0
1.01,multiclass,Random Forest,100,0.1,9,14,180,0
1.01,multiclass,Random Forest,100,0.1,9,18,20,0
1.01,multiclass,Random Forest,100,0.1,9,18,60,0
1.01,multiclass,Random Forest,100,0.1,9,18,100,0
1.01,multiclass,Random Forest,100,0.1,9,18,140,0
1.01,multiclass,Random Forest,100,0.1,9,18,180,0
1.01,multiclass,Random Forest,200,0.1,1,2,20,0
1.01,multiclass,Random Forest,200,0.1,1,2,60,0
1.01,multiclass,Random Forest,200,0.1,1,2,100,0
1.01,multiclass,Random Forest,200,0.1,1,2,140,0
1.01,multiclass,Random Forest,200,0.1,1,2,180,0
1.01,multiclass,Random Forest,200,0.1,1,6,20,0
1.01,multiclass,Random Forest,200,0.1,1,6,60,0
1.01,multiclass,Random Forest,200,0.1,1,6,100,0
1.01,multiclass,Random Forest,200,0.1,1,6,140,0
1.01,multiclass,Random Forest,200,0.1,1,6,180,0
1.01,multiclass,Random Forest,200,0.1,1,10,20,0
1.01,multiclass,Random Forest,200,0.1,1,10,60,0
1.01,multiclass,Random Forest,200,0.1,1,10,100,0
1.01,multiclass,Random Forest,200,0.1,1,10,140,0
1.01,multiclass,Random Forest,200,0.1,1,10,180,0
1.01,multiclass,Random Forest,200,0.1,1,14,20,0
1.01,multiclass,Random Forest,200,0.1,1,14,60,0
1.01,multiclass,Random Forest,200,0.1,1,14,100,0
1.01,multiclass,Random Forest,200,0.1,1,14,140,0
1.01,multiclass,Random Forest,200,0.1,1,14,180,0
1.01,multiclass,Random Forest,200,0.1,1,18,20,0
1.01,multiclass,Random Forest,200,0.1,1,18,60,0
1.01,multiclass,Random Forest,200,0.1,1,18,100,0
1.01,multiclass,Random Forest,200,0.1,1,18,140,0
1.01,multiclass,Random Forest,200,0.1,1,18,180,0
1.01,multiclass,Random Forest,200,0.1,3,2,20,0
1.01,multiclass,Random Forest,200,0.1,3,2,60,0
1.01,multiclass,Random Forest,200,0.1,3,2,100,0
1.01,multiclass,Random Forest,200,0.1,3,2,140,0
1.01,multiclass,Random Forest,200,0.1,3,2,180,0
1.01,multiclass,Random Forest,200,0.1,3,6,20,0
1.01,multiclass,Random Forest,200,0.1,3,6,60,0
1.01,multiclass,Random Forest,200,0.1,3,6,100,0
1.01,multiclass,Random Forest,200,0.1,3,6,140,0
1.01,multiclass,Random Forest,200,0.1,3,6,180,0
1.01,multiclass,Random Forest,200,0.1,3,10,20,0
1.01,multiclass,Random Forest,200,0.1,3,10,60,0
1.01,multiclass,Random Forest,200,0.1,3,10,100,0
1.01,multiclass,Random Forest,200,0.1,3,10,140,0
1.01,multiclass,Random Forest,200,0.1,3,10,180,0
1.01,multiclass,Random Forest,200,0.1,3,14,20,0
1.01,multiclass,Random Forest,200,0.1,3,14,60,0
1.01,multiclass,Random Forest,200,0.1,3,14,100,0
1.01,multiclass,Random Forest,200,0.1,3,14,140,0
1.01,multiclass,Random Forest,200,0.1,3,14,180,0
1.01,multiclass,Random Forest,200,0.1,3,18,20,0
1.01,multiclass,Random Forest,200,0.1,3,18,60,0
1.01,multiclass,Random Forest,200,0.1,3,18,100,0
1.01,multiclass,Random Forest,200,0.1,3,18,140,0
1.01,multiclass,Random Forest,200,0.1,3,18,180,0
1.01,multiclass,Random Forest,200,0.1,5,2,20,0
1.01,multiclass,Random Forest,200,0.1,5,2,60,0
1.01,multiclass,Random Forest,200,0.1,5,2,100,0
1.01,multiclass,Random Forest,200,0.1,5,2,140,0
1.01,multiclass,Random Forest,200,0.1,5,2,180,0
1.01,multiclass,Random Forest,200,0.1,5,6,20,0
1.01,multiclass,Random Forest,200,0.1,5,6,60,0
1.01,multiclass,Random Forest,200,0.1,5,6,100,0
1.01,multiclass,Random Forest,200,0.1,5,6,140,0
1.01,multiclass,Random Forest,200,0.1,5,6,180,0
1.01,multiclass,Random Forest,200,0.1,5,10,20,0
1.01,multiclass,Random Forest,200,0.1,5,10,60,0
1.01,multiclass,Random Forest,200,0.1,5,10,100,0
1.01,multiclass,Random Forest,200,0.1,5,10,140,0
1.01,multiclass,Random Forest,200,0.1,5,10,180,0
1.01,multiclass,Random Forest,200,0.1,5,14,20,0
1.01,multiclass,Random Forest,200,0.1,5,14,60,0
1.01,multiclass,Random Forest,200,0.1,5,14,100,0
1.01,multiclass,Random Forest,200,0.1,5,14,140,0
1.01,multiclass,Random Forest,200,0.1,5,14,180,0
1.01,multiclass,Random Forest,200,0.1,5,18,20,0
1.01,multiclass,Random Forest,200,0.1,5,18,60,0
1.01,multiclass,Random Forest,200,0.1,5,18,100,0
1.01,multiclass,Random Forest,200,0.1,5,18,140,0
1.01,multiclass,Random Forest,200,0.1,5,18,180,0
1.01,multiclass,Random Forest,200,0.1,7,2,20,0
1.01,multiclass,Random Forest,200,0.1,7,2,60,0
1.01,multiclass,Random Forest,200,0.1,7,2,100,0
1.01,multiclass,Random Forest,200,0.1,7,2,140,0
1.01,multiclass,Random Forest,200,0.1,7,2,180,0
1.01,multiclass,Random Forest,200,0.1,7,6,20,0
1.01,multiclass,Random Forest,200,0.1,7,6,60,0
1.01,multiclass,Random Forest,200,0.1,7,6,100,0
1.01,multiclass,Random Forest,200,0.1,7,6,140,0
1.01,multiclass,Random Forest,200,0.1,7,6,180,0
1.01,multiclass,Random Forest,200,0.1,7,10,20,0
1.01,multiclass,Random Forest,200,0.1,7,10,60,0
1.01,multiclass,Random Forest,200,0.1,7,10,100,0
1.01,multiclass,Random Forest,200,0.1,7,10,140,0
1.01,multiclass,Random Forest,200,0.1,7,10,180,0
1.01,multiclass,Random Forest,200,0.1,7,14,20,0
1.01,multiclass,Random Forest,200,0.1,7,14,60,0
1.01,multiclass,Random Forest,200,0.1,7,14,100,0
1.01,multiclass,Random Forest,200,0.1,7,14,140,0
1.01,multiclass,Random Forest,200,0.1,7,14,180,0
1.01,multiclass,Random Forest,200,0.1,7,18,20,0
1.01,multiclass,Random Forest,200,0.1,7,18,60,0
1.01,multiclass,Random Forest,200,0.1,7,18,100,0
1.01,multiclass,Random Forest,200,0.1,7,18,140,0
1.01,multiclass,Random Forest,200,0.1,7,18,180,0
1.01,multiclass,Random Forest,200,0.1,9,2,20,0
1.01,multiclass,Random Forest,200,0.1,9,2,60,0
1.01,multiclass,Random Forest,200,0.1,9,2,100,0
1.01,multiclass,Random Forest,200,0.1,9,2,140,0
1.01,multiclass,Random Forest,200,0.1,9,2,180,0
1.01,multiclass,Random Forest,200,0.1,9,6,20,0
1.01,multiclass,Random Forest,200,0.1,9,6,60,0
1.01,multiclass,Random Forest,200,0.1,9,6,100,0
1.01,multiclass,Random Forest,200,0.1,9,6,140,0
1.01,multiclass,Random Forest,200,0.1,9,6,180,0
1.01,multiclass,Random Forest,200,0.1,9,10,20,0
1.01,multiclass,Random Forest,200,0.1,9,10,60,0
1.01,multiclass,Random Forest,200,0.1,9,10,100,0
1.01,multiclass,Random Forest,200,0.1,9,10,140,0
1.01,multiclass,Random Forest,200,0.1,9,10,180,0
1.01,multiclass,Random Forest,200,0.1,9,14,20,0
1.01,multiclass,Random Forest,200,0.1,9,14,60,0
1.01,multiclass,Random Forest,200,0.1,9,14,100,0
1.01,multiclass,Random Forest,200,0.1,9,14,140,0
1.01,multiclass,Random Forest,200,0.1,9,14,180,0
1.01,multiclass,Random Forest,200,0.1,9,18,20,0
1.01,multiclass,Random Forest,200,0.1,9,18,60,0
1.01,multiclass,Random Forest,200,0.1,9,18,100,0
1.01,multiclass,Random Forest,200,0.1,9,18,140,0
1.01,multiclass,Random Forest,200,0.1,9,18,180,0
1.01,multiclass,Random Forest,400,0.1,1,2,20,0
1.01,multiclass,Random Forest,400,0.1,1,2,60,0
1.01,multiclass,Random Forest,400,0.1,1,2,100,0
1.01,multiclass,Random Forest,400,0.1,1,2,140,0
1.01,multiclass,Random Forest,400,0.1,1,2,180,0
1.01,multiclass,Random Forest,400,0.1,1,6,20,0
1.01,multiclass,Random Forest,400,0.1,1,6,60,0
1.01,multiclass,Random Forest,400,0.1,1,6,100,0
1.01,multiclass,Random Forest,400,0.1,1,6,140,0
1.01,multiclass,Random Forest,400,0.1,1,6,180,0
1.01,multiclass,Random Forest,400,0.1,1,10,20,0
1.01,multiclass,Random Forest,400,0.1,1,10,60,0
1.01,multiclass,Random Forest,400,0.1,1,10,100,0
1.01,multiclass,Random Forest,400,0.1,1,10,140,0
1.01,multiclass,Random Forest,400,0.1,1,10,180,0
1.01,multiclass,Random Forest,400,0.1,1,14,20,0
1.01,multiclass,Random Forest,400,0.1,1,14,60,0
1.01,multiclass,Random Forest,400,0.1,1,14,100,0
1.01,multiclass,Random Forest,400,0.1,1,14,140,0
1.01,multiclass,Random Forest,400,0.1,1,14,180,0
1.01,multiclass,Random Forest,400,0.1,1,18,20,0
1.01,multiclass,Random Forest,400,0.1,1,18,60,0
