experiment,category,classifier,training shape,sample_length,coverage,k,eta,epsilon,penalty,l2_lambda,max_iter,score,score type
15.01,multiclass,Logistic Regression,"(160, 800)",200,1,1,0.05,0.01,,0,200,0.225,species_recall
15.01,multiclass,Logistic Regression,"(160, 1600)",200,1,2,0.05,0.01,,0,200,0.375,species_recall
15.01,multiclass,Logistic Regression,"(160, 6879)",200,1,4,0.05,0.01,,0,200,0.2375,species_recall
15.01,multiclass,Logistic Regression,"(160, 7152)",200,1,6,0.05,0.01,,0,200,0.2125,species_recall
15.01,multiclass,Logistic Regression,"(1541, 800)",200,10,1,0.05,0.01,,0,200,0.25691699604743085,species_recall
15.01,multiclass,Logistic Regression,"(1541, 1600)",200,10,2,0.05,0.01,,0,200,0.3214756258234519,species_recall
15.01,multiclass,Logistic Regression,"(1541, 12719)",200,10,4,0.05,0.01,,0,200,0.34914361001317523,species_recall
15.01,multiclass,Logistic Regression,"(1541, 48664)",200,10,6,0.05,0.01,,0,200,0.31752305665349145,species_recall
15.01,multiclass,Logistic Regression,"(15341, 800)",200,100,1,0.05,0.01,,0,200,0.2682281328569538,species_recall
15.01,multiclass,Logistic Regression,"(15341, 1600)",200,100,2,0.05,0.01,,0,200,0.2723302897975387,species_recall
15.01,multiclass,Logistic Regression,"(15341, 12800)",200,100,4,0.05,0.01,,0,200,0.5705967976710334,species_recall
