experiment,category,classifier,training shape,sample_length,coverage,k,eta,epsilon,penalty,l2_lambda,max_iter,score,score type
16.01,multiclass,Logistic Regression,"(84, 1600)",400,1,1,0.1,0.01,,0,200,0.2619047619047619,species_recall
16.01,multiclass,Logistic Regression,"(84, 3192)",400,1,2,0.1,0.01,,0,200,0.30952380952380953,species_recall
16.01,multiclass,Logistic Regression,"(84, 8862)",400,1,4,0.1,0.01,,0,200,0.21428571428571427,species_recall
16.01,multiclass,Logistic Regression,"(84, 7679)",400,1,6,0.1,0.01,,0,200,0.16666666666666666,species_recall
16.01,multiclass,Logistic Regression,"(84, 5983)",400,1,8,0.1,0.01,,0,200,0.19047619047619047,species_recall
16.01,multiclass,Logistic Regression,"(84, 4801)",400,1,10,0.1,0.01,,0,200,0.30952380952380953,species_recall
16.01,multiclass,Logistic Regression,"(84, 3961)",400,1,12,0.1,0.01,,0,200,0.16666666666666666,species_recall
16.01,multiclass,Logistic Regression,"(773, 1600)",400,10,1,0.1,0.01,,0,200,0.09973753280839895,species_recall
16.01,multiclass,Logistic Regression,"(773, 3200)",400,10,2,0.1,0.01,,0,200,0.3674540682414698,species_recall
16.01,multiclass,Logistic Regression,"(773, 24276)",400,10,4,0.1,0.01,,0,200,0.2572178477690289,species_recall
16.01,multiclass,Logistic Regression,"(773, 58012)",400,10,6,0.1,0.01,,0,200,0.2230971128608924,species_recall
16.01,multiclass,Logistic Regression,"(773, 53390)",400,10,8,0.1,0.01,,0,200,0.32545931758530183,species_recall
16.01,multiclass,Logistic Regression,"(773, 43599)",400,10,10,0.1,0.01,,0,200,0.23622047244094488,species_recall
16.01,multiclass,Logistic Regression,"(773, 36046)",400,10,12,0.1,0.01,,0,200,0.25984251968503935,species_recall
16.01,multiclass,Logistic Regression,"(7675, 1600)",400,100,1,0.1,0.01,,0,200,0.26712509918011107,species_recall
16.01,multiclass,Logistic Regression,"(7675, 3200)",400,100,2,0.1,0.01,,0,200,0.07114519968262364,species_recall
16.01,multiclass,Logistic Regression,"(7675, 25600)",400,100,4,0.1,0.01,,0,200,0.4985453583708014,species_recall
16.01,multiclass,Logistic Regression,"(7675, 211355)",400,100,6,0.1,0.01,,0,200,0.48902406770695583,species_recall
16.01,multiclass,Logistic Regression,"(7675, 394149)",400,100,8,0.1,0.01,,0,200,0.4173499074318963,species_recall
16.01,multiclass,Logistic Regression,"(7675, 361228)",400,100,10,0.1,0.01,,0,200,0.3684210526315789,species_recall
16.01,multiclass,Logistic Regression,"(7675, 302434)",400,100,12,0.1,0.01,,0,200,0.26500925681036763,species_recall
16.01,multiclass,Logistic Regression,"(15341, 1600)",400,200,1,0.1,0.01,,0,200,0.26452295884610294,species_recall
16.01,multiclass,Logistic Regression,"(15341, 3200)",400,200,2,0.1,0.01,,0,200,0.2642583035596136,species_recall
16.01,multiclass,Logistic Regression,"(15341, 25600)",400,200,4,0.1,0.01,,0,200,0.45401614397247586,species_recall
16.01,multiclass,Logistic Regression,"(15341, 243257)",400,200,6,0.1,0.01,,0,200,0.5503506682545984,species_recall
16.01,multiclass,Logistic Regression,"(15341, 625124)",400,200,8,0.1,0.01,,0,200,0.4053195712584359,species_recall
16.01,multiclass,Logistic Regression,"(15341, 618400)",400,200,10,0.1,0.01,,0,200,0.4795553791186979,species_recall
16.01,multiclass,Logistic Regression,"(15341, 522831)",400,200,12,0.1,0.01,,0,200,0.4779674473997618,species_recall
16.01,multiclass,Logistic Regression,"(30676, 1600)",400,400,1,0.1,0.01,,0,200,0.2610853739245533,species_recall
16.01,multiclass,Logistic Regression,"(30676, 3200)",400,400,2,0.1,0.01,,0,200,0.2627399073461284,species_recall
16.01,multiclass,Logistic Regression,"(30676, 25600)",400,400,4,0.1,0.01,,0,200,0.2912640635340834,species_recall
16.01,multiclass,Logistic Regression,"(30676, 257707)",400,400,6,0.1,0.01,,0,200,0.3400397088021178,species_recall
16.01,multiclass,Logistic Regression,"(30676, 861197)",400,400,8,0.1,0.01,,0,200,0.3131039046988749,species_recall
16.01,multiclass,Logistic Regression,"(30676, 920837)",400,400,10,0.1,0.01,,0,200,0.46168100595632033,species_recall
16.01,multiclass,Logistic Regression,"(30676, 787293)",400,400,12,0.1,0.01,,0,200,0.4874255459960291,species_recall
