experiment,classifier,training_shape,sample_length,coverage,k,C,score,score_type
1.03,SVC,"(314, 400)",100,1,1,0.01,0.23225806451612904,species_recall
1.03,SVC,"(314, 400)",100,1,1,0.1,0.23225806451612904,species_recall
1.03,SVC,"(314, 400)",100,1,1,1,0.24516129032258063,species_recall
1.03,SVC,"(314, 400)",100,1,1,10,0.2838709677419355,species_recall
1.03,SVC,"(314, 400)",100,1,1,100,0.2838709677419355,species_recall
1.03,SVC,"(314, 800)",100,1,2,0.01,0.2967741935483871,species_recall
1.03,SVC,"(314, 800)",100,1,2,0.1,0.2967741935483871,species_recall
1.03,SVC,"(314, 800)",100,1,2,1,0.3419354838709677,species_recall
1.03,SVC,"(314, 800)",100,1,2,10,0.3032258064516129,species_recall
1.03,SVC,"(314, 800)",100,1,2,100,0.3032258064516129,species_recall
1.03,SVC,"(314, 4932)",100,1,4,0.01,0.3096774193548387,species_recall
1.03,SVC,"(314, 4932)",100,1,4,0.1,0.3096774193548387,species_recall
1.03,SVC,"(314, 4932)",100,1,4,1,0.3225806451612903,species_recall
1.03,SVC,"(314, 4932)",100,1,4,10,0.3419354838709677,species_recall
1.03,SVC,"(314, 4932)",100,1,4,100,0.3419354838709677,species_recall
1.03,SVC,"(314, 6682)",100,1,6,0.01,0.24516129032258063,species_recall
1.03,SVC,"(314, 6682)",100,1,6,0.1,0.24516129032258063,species_recall
1.03,SVC,"(314, 6682)",100,1,6,1,0.25806451612903225,species_recall
1.03,SVC,"(314, 6682)",100,1,6,10,0.25806451612903225,species_recall
1.03,SVC,"(314, 6682)",100,1,6,100,0.25806451612903225,species_recall
1.03,SVC,"(314, 5515)",100,1,8,0.01,0.25806451612903225,species_recall
1.03,SVC,"(314, 5515)",100,1,8,0.1,0.25806451612903225,species_recall
1.03,SVC,"(314, 5515)",100,1,8,1,0.2645161290322581,species_recall
1.03,SVC,"(314, 5515)",100,1,8,10,0.2645161290322581,species_recall
1.03,SVC,"(314, 5515)",100,1,8,100,0.2645161290322581,species_recall
1.03,SVC,"(314, 4634)",100,1,10,0.01,0.2645161290322581,species_recall
1.03,SVC,"(314, 4634)",100,1,10,0.1,0.2645161290322581,species_recall
1.03,SVC,"(314, 4634)",100,1,10,1,0.2709677419354839,species_recall
1.03,SVC,"(314, 4634)",100,1,10,10,0.2709677419354839,species_recall
1.03,SVC,"(314, 4634)",100,1,10,100,0.2709677419354839,species_recall
1.03,SVC,"(314, 3711)",100,1,12,0.01,0.27741935483870966,species_recall
1.03,SVC,"(314, 3711)",100,1,12,0.1,0.27741935483870966,species_recall
1.03,SVC,"(314, 3711)",100,1,12,1,0.2903225806451613,species_recall
1.03,SVC,"(314, 3711)",100,1,12,10,0.2903225806451613,species_recall
1.03,SVC,"(314, 3711)",100,1,12,100,0.2903225806451613,species_recall
