experiment,category,classifier,training shape,sample_length,coverage,k,eta,epsilon,penalty,l2_lambda,max_iter,score,score type
14.01,multiclass,Logistic Regression,"(314, 400)",100,1,1,0.05,0.01,,0,200,0.232258065,species_recall
14.01,multiclass,Logistic Regression,"(314, 800)",100,1,2,0.05,0.01,,0,200,0.225806452,species_recall
14.01,multiclass,Logistic Regression,"(314, 4820)",100,1,4,0.05,0.01,,0,200,0.238709677,species_recall
14.01,multiclass,Logistic Regression,"(314, 6499)",100,1,6,0.05,0.01,,0,200,0.24516129,species_recall
14.01,multiclass,Logistic Regression,"(314, 5341)",100,1,8,0.05,0.01,,0,200,0.238709677,species_recall
14.01,multiclass,Logistic Regression,"(314, 4476)",100,1,10,0.05,0.01,,0,200,0.225806452,species_recall
14.01,multiclass,Logistic Regression,"(314, 3586)",100,1,12,0.05,0.01,,0,200,0.232258065,species_recall
14.01,multiclass,Logistic Regression,"(3073, 400)",100,10,1,0.05,0.01,,0,200,0.252805281,species_recall
14.01,multiclass,Logistic Regression,"(3073, 800)",100,10,2,0.05,0.01,,0,200,0.217161716,species_recall
14.01,multiclass,Logistic Regression,"(3073, 6399)",100,10,4,0.05,0.01,,0,200,0.371617162,species_recall
14.01,multiclass,Logistic Regression,"(3073, 35739)",100,10,6,0.05,0.01,,0,200,0.319471947,species_recall
14.01,multiclass,Logistic Regression,"(3073, 46025)",100,10,8,0.05,0.01,,0,200,0.351815182,species_recall
14.01,multiclass,Logistic Regression,"(3073, 40967)",100,10,10,0.05,0.01,,0,200,0.329372937,species_recall
14.01,multiclass,Logistic Regression,"(3073, 33010)",100,10,12,0.05,0.01,,0,200,0.320792079,species_recall
14.01,multiclass,Logistic Regression,"(30676, 400)",100,100,1,0.05,0.01,,0,200,0.263732627,species_recall
14.01,multiclass,Logistic Regression,"(30676, 800)",100,100,2,0.05,0.01,,0,200,0.266512244,species_recall
14.01,multiclass,Logistic Regression,"(30676, 6400)",100,100,4,0.05,0.01,,0,200,0.264923891,species_recall
14.01,multiclass,Logistic Regression,"(61353, 400)",100,200,1,0.05,0.01,,0,200,0.264039181,species_recall
14.01,multiclass,Logistic Regression,"(61353, 800)",100,200,2,0.05,0.01,,0,200,0.260597637,species_recall
14.01,multiclass,Logistic Regression,"(61353, 6400)",100,200,4,0.05,0.01,,0,200,0.264899566,species_recall
