experiment,category,classifier,training shape,sample_length,coverage,k,eta,epsilon,penalty,l2_lambda,max_iter,score,score type
16.03,multiclass,Logistic Regression,"(314, 400)",100,1,1,0.1,0.01,,0,500,0.22580645161290322,species_recall
16.03,multiclass,Logistic Regression,"(314, 800)",100,1,2,0.1,0.01,,0,500,0.2064516129032258,species_recall
16.03,multiclass,Logistic Regression,"(314, 4820)",100,1,4,0.1,0.01,,0,500,0.23870967741935484,species_recall
16.03,multiclass,Logistic Regression,"(314, 6499)",100,1,6,0.1,0.01,,0,500,0.24516129032258063,species_recall
16.03,multiclass,Logistic Regression,"(314, 5341)",100,1,8,0.1,0.01,,0,500,0.23870967741935484,species_recall
16.03,multiclass,Logistic Regression,"(314, 4476)",100,1,10,0.1,0.01,,0,500,0.22580645161290322,species_recall
16.03,multiclass,Logistic Regression,"(314, 3586)",100,1,12,0.1,0.01,,0,500,0.23225806451612904,species_recall
16.03,multiclass,Logistic Regression,"(3073, 400)",100,10,1,0.1,0.01,,0,500,0.11023102310231023,species_recall
16.03,multiclass,Logistic Regression,"(3073, 800)",100,10,2,0.1,0.01,,0,500,0.21716171617161717,species_recall
16.03,multiclass,Logistic Regression,"(3073, 6399)",100,10,4,0.1,0.01,,0,500,0.3557755775577558,species_recall
16.03,multiclass,Logistic Regression,"(3073, 35739)",100,10,6,0.1,0.01,,0,500,0.29042904290429045,species_recall
16.03,multiclass,Logistic Regression,"(3073, 46025)",100,10,8,0.1,0.01,,0,500,0.27920792079207923,species_recall
16.03,multiclass,Logistic Regression,"(3073, 40967)",100,10,10,0.1,0.01,,0,500,0.32937293729372935,species_recall
16.03,multiclass,Logistic Regression,"(3073, 33010)",100,10,12,0.1,0.01,,0,500,0.31683168316831684,species_recall
16.03,multiclass,Logistic Regression,"(30676, 400)",100,100,1,0.1,0.01,,0,500,0.26373262739907344,species_recall
16.03,multiclass,Logistic Regression,"(30676, 800)",100,100,2,0.1,0.01,,0,500,0.2684976836532098,species_recall
16.03,multiclass,Logistic Regression,"(30676, 6400)",100,100,4,0.1,0.01,,0,500,0.24751819986763732,species_recall
