experiment,category,classifier,training shape,sample_length,coverage,k,penalty,multi_class,class_weight,solver,score,score type
17.03,multiclass,Logistic Regression (sklearn),"(1541, 12732)",200,10,4,l2,auto,balanced,lbfgs,0.37417654808959155,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(1541, 50486)",200,10,6,l2,auto,balanced,lbfgs,0.31488801054018445,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(1541, 53616)",200,10,8,l2,auto,balanced,lbfgs,0.3346508563899868,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(1541, 44496)",200,10,10,l2,auto,balanced,lbfgs,0.2924901185770751,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(1541, 35724)",200,10,12,l2,auto,balanced,lbfgs,0.308300395256917,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(15341, 800)",200,100,1,l2,auto,balanced,lbfgs,0.3193066031493979,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(15341, 1600)",200,100,2,l2,auto,balanced,lbfgs,0.41908164615588195,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(15341, 12800)",200,100,4,l2,auto,balanced,lbfgs,0.5904459441577345,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(15341, 123620)",200,100,6,l2,auto,balanced,lbfgs,0.6005028450443297,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(15341, 330725)",200,100,8,l2,auto,balanced,lbfgs,0.555379118697896,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(15341, 329670)",200,100,10,l2,auto,balanced,lbfgs,0.5376472145031097,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(15341, 270486)",200,100,12,l2,auto,balanced,lbfgs,0.5256053989678444,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(30676, 800)",200,200,1,l2,auto,balanced,lbfgs,0.3414956982131039,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(30676, 1600)",200,200,2,l2,auto,balanced,lbfgs,0.4544672402382528,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(30676, 12800)",200,200,4,l2,auto,balanced,lbfgs,0.7178689609530112,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(30676, 130157)",200,200,6,l2,auto,balanced,lbfgs,0.7292521508934481,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(30676, 459735)",200,200,8,l2,auto,balanced,lbfgs,0.6953011250827267,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(30676, 499165)",200,200,10,l2,auto,balanced,lbfgs,0.6789543348775645,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(30676, 414673)",200,200,12,l2,auto,balanced,lbfgs,0.6707478491065519,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(61353, 800)",200,400,1,l2,auto,balanced,lbfgs,0.3594427347033323,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(61353, 1600)",200,400,2,l2,auto,balanced,lbfgs,0.46262285317184554,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(61353, 12800)",200,400,4,l2,auto,balanced,lbfgs,0.8493332009662795,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(61353, 132422)",200,400,6,l2,auto,balanced,lbfgs,0.860154207617724,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(61353, 556960)",200,400,8,l2,auto,balanced,lbfgs,0.8435752341242265,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(61353, 646752)",200,400,10,l2,auto,balanced,lbfgs,0.836725239087991,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(61353, 543007)",200,400,12,l2,auto,balanced,lbfgs,0.8356663026572686,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(84, 1600)",400,1,1,l2,auto,balanced,lbfgs,0.2619047619047619,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(84, 3190)",400,1,2,l2,auto,balanced,lbfgs,0.30952380952380953,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(84, 9315)",400,1,4,l2,auto,balanced,lbfgs,0.2619047619047619,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(84, 8092)",400,1,6,l2,auto,balanced,lbfgs,0.19047619047619047,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(84, 6289)",400,1,8,l2,auto,balanced,lbfgs,0.2619047619047619,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(84, 5039)",400,1,10,l2,auto,balanced,lbfgs,0.23809523809523808,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(84, 4158)",400,1,12,l2,auto,balanced,lbfgs,0.21428571428571427,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(773, 1600)",400,10,1,l2,auto,balanced,lbfgs,0.35958005249343833,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(773, 3200)",400,10,2,l2,auto,balanced,lbfgs,0.3858267716535433,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(773, 24420)",400,10,4,l2,auto,balanced,lbfgs,0.38320209973753283,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(773, 60241)",400,10,6,l2,auto,balanced,lbfgs,0.3464566929133858,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(773, 55429)",400,10,8,l2,auto,balanced,lbfgs,0.32020997375328086,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(773, 45196)",400,10,10,l2,auto,balanced,lbfgs,0.3228346456692913,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(773, 37365)",400,10,12,l2,auto,balanced,lbfgs,0.2755905511811024,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(7675, 1600)",400,100,1,l2,auto,balanced,lbfgs,0.4067706955831791,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(7675, 3200)",400,100,2,l2,auto,balanced,lbfgs,0.5019836022216345,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(7675, 25600)",400,100,4,l2,auto,balanced,lbfgs,0.5720708807193864,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(7675, 215233)",400,100,6,l2,auto,balanced,lbfgs,0.5178524199947104,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(7675, 412104)",400,100,8,l2,auto,balanced,lbfgs,0.4623115577889447,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(7675, 378431)",400,100,10,l2,auto,balanced,lbfgs,0.4329542449087543,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(7675, 316772)",400,100,12,l2,auto,balanced,lbfgs,0.4371859296482412,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(15341, 1600)",400,200,1,l2,auto,balanced,lbfgs,0.4336376869127961,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(15341, 3200)",400,200,2,l2,auto,balanced,lbfgs,0.585020510784703,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(15341, 25600)",400,200,4,l2,auto,balanced,lbfgs,0.6683869260288474,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(15341, 245265)",400,200,6,l2,auto,balanced,lbfgs,0.647876141325923,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(15341, 644621)",400,200,8,l2,auto,balanced,lbfgs,0.5695381765250761,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(15341, 639545)",400,200,10,l2,auto,balanced,lbfgs,0.5503506682545984,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(15341, 540790)",400,200,12,l2,auto,balanced,lbfgs,0.5483657536059283,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(30676, 1600)",400,400,1,l2,auto,balanced,lbfgs,0.456849768365321,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(30676, 3200)",400,400,2,l2,auto,balanced,lbfgs,0.6489080079417604,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(30676, 25600)",400,400,4,l2,auto,balanced,lbfgs,0.7806750496360026,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(30676, 258832)",400,400,6,l2,auto,balanced,lbfgs,0.7766379880873594,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(30676, 886397)",400,400,8,l2,auto,balanced,lbfgs,0.7366644606221046,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(30676, 954406)",400,400,10,l2,auto,balanced,lbfgs,0.714228987425546,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(30676, 816551)",400,400,12,l2,auto,balanced,lbfgs,0.7011250827266711,species_recall
