experiment,category,classifier,training shape,sample_length,coverage,k,eta,epsilon,penalty,l2_lambda,max_iter,score,score type
16.02,multiclass,Logistic Regression,"(314, 400)",100,1,1,0.1,0.01,l2,1,200,0.290322581,species_recall
16.02,multiclass,Logistic Regression,"(314, 800)",100,1,2,0.1,0.01,l2,1,200,0.096774194,species_recall
16.02,multiclass,Logistic Regression,"(314, 4820)",100,1,4,0.1,0.01,l2,1,200,0.219354839,species_recall
16.02,multiclass,Logistic Regression,"(314, 6499)",100,1,6,0.1,0.01,l2,1,200,0.24516129,species_recall
16.02,multiclass,Logistic Regression,"(314, 5341)",100,1,8,0.1,0.01,l2,1,200,0.2,species_recall
16.02,multiclass,Logistic Regression,"(314, 4476)",100,1,10,0.1,0.01,l2,1,200,0.225806452,species_recall
16.02,multiclass,Logistic Regression,"(314, 3586)",100,1,12,0.1,0.01,l2,1,200,0.232258065,species_recall
16.02,multiclass,Logistic Regression,"(3073, 400)",100,10,1,0.1,0.01,l2,1,200,0.074587459,species_recall
16.02,multiclass,Logistic Regression,"(3073, 800)",100,10,2,0.1,0.01,l2,1,200,0.034983498,species_recall
16.02,multiclass,Logistic Regression,"(3073, 6399)",100,10,4,0.1,0.01,l2,1,200,0.271947195,species_recall
16.02,multiclass,Logistic Regression,"(3073, 35739)",100,10,6,0.1,0.01,l2,1,200,0.275247525,species_recall
16.02,multiclass,Logistic Regression,"(3073, 46025)",100,10,8,0.1,0.01,l2,1,200,0.045544554,species_recall
16.02,multiclass,Logistic Regression,"(3073, 40967)",100,10,10,0.1,0.01,l2,1,200,0.056765677,species_recall
16.02,multiclass,Logistic Regression,"(3073, 33010)",100,10,12,0.1,0.01,l2,1,200,0.092409241,species_recall
16.02,multiclass,Logistic Regression,"(30676, 400)",100,100,1,0.1,0.01,l2,1,200,0.263732627,species_recall
16.02,multiclass,Logistic Regression,"(30676, 800)",100,100,2,0.1,0.01,l2,1,200,0.291396426,species_recall
16.02,multiclass,Logistic Regression,"(30676, 6400)",100,100,4,0.1,0.01,l2,1,200,0.049834547,species_recall
16.02,multiclass,Logistic Regression,"(30676, 63114)",100,100,6,0.1,0.01,l2,1,200,0.046988749,species_recall
16.02,multiclass,Logistic Regression,"(30676, 219526)",100,100,8,0.1,0.01,l2,1,200,0.047716744,species_recall
16.02,multiclass,Logistic Regression,"(30676, 248138)",100,100,10,0.1,0.01,l2,1,200,0.05446724,species_recall
16.02,multiclass,Logistic Regression,"(30676, 206319)",100,100,12,0.1,0.01,l2,1,200,0.048444739,species_recall
16.02,multiclass,Logistic Regression,"(61353, 400)",100,200,1,0.1,0.01,l2,1,200,0.264039181,species_recall
16.02,multiclass,Logistic Regression,"(61353, 800)",100,200,2,0.1,0.01,l2,1,200,0.260597637,species_recall
