experiment,category,classifier,training shape,sample_length,coverage,k,penalty,multi_class,class_weight,solver,score,score type
17.04,multiclass,Logistic Regression (sklearn),"(30676, 63303)",100,100,6,l2,auto,none,lbfgs,0.69205824,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(30676, 224608)",100,100,8,l2,auto,none,lbfgs,0.66783587,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(30676, 255229)",100,100,10,l2,auto,none,lbfgs,0.656783587,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(30676, 212188)",100,100,12,l2,auto,none,lbfgs,0.650231635,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(61353, 400)",100,200,1,l2,auto,none,lbfgs,0.411098977,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(61353, 800)",100,200,2,l2,auto,none,lbfgs,0.452629141,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(61353, 6400)",100,200,4,l2,auto,none,lbfgs,0.73973328,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(61353, 64337)",100,200,6,l2,auto,none,lbfgs,0.833515338,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(61353, 274203)",100,200,8,l2,auto,none,lbfgs,0.82511003,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(61353, 334821)",100,200,10,l2,auto,none,lbfgs,0.82117211,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(61353, 281690)",100,200,12,l2,auto,none,lbfgs,0.818690228,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(122706, 400)",100,400,1,l2,auto,none,lbfgs,0.416906582,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(122706, 800)",100,400,2,l2,auto,none,lbfgs,0.45656706,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(122706, 6400)",100,400,4,l2,auto,none,lbfgs,0.800638671,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(122706, 64569)",100,400,6,l2,auto,none,lbfgs,0.933634468,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(122706, 293762)",100,400,8,l2,auto,none,lbfgs,0.929928191,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(122706, 369266)",100,400,10,l2,auto,none,lbfgs,0.929315993,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(122706, 312195)",100,400,12,l2,auto,none,lbfgs,0.928108144,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(160, 800)",200,1,1,l2,auto,none,lbfgs,0.2125,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(160, 1600)",200,1,2,l2,auto,none,lbfgs,0.325,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(160, 7159)",200,1,4,l2,auto,none,lbfgs,0.3,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(160, 7514)",200,1,6,l2,auto,none,lbfgs,0.2125,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(160, 5979)",200,1,8,l2,auto,none,lbfgs,0.2375,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(160, 4799)",200,1,10,l2,auto,none,lbfgs,0.2875,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(160, 3840)",200,1,12,l2,auto,none,lbfgs,0.175,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(1541, 800)",200,10,1,l2,auto,none,lbfgs,0.314888011,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(1541, 1600)",200,10,2,l2,auto,none,lbfgs,0.36627141,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(1541, 12734)",200,10,4,l2,auto,none,lbfgs,0.375494071,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(1541, 50293)",200,10,6,l2,auto,none,lbfgs,0.295125165,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(1541, 53326)",200,10,8,l2,auto,none,lbfgs,0.291172596,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(1541, 44311)",200,10,10,l2,auto,none,lbfgs,0.317523057,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(1541, 35572)",200,10,12,l2,auto,none,lbfgs,0.293807642,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(15341, 800)",200,100,1,l2,auto,none,lbfgs,0.417890697,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(15341, 1600)",200,100,2,l2,auto,none,lbfgs,0.483657536,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(15341, 12800)",200,100,4,l2,auto,none,lbfgs,0.598253275,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(15341, 123735)",200,100,6,l2,auto,none,lbfgs,0.57774249,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(15341, 331846)",200,100,8,l2,auto,none,lbfgs,0.547307132,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(15341, 330973)",200,100,10,l2,auto,none,lbfgs,0.521503242,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(15341, 271594)",200,100,12,l2,auto,none,lbfgs,0.512240307,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(30676, 800)",200,200,1,l2,auto,none,lbfgs,0.445797485,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(30676, 1600)",200,200,2,l2,auto,none,lbfgs,0.512640635,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(30676, 12800)",200,200,4,l2,auto,none,lbfgs,0.725612177,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(30676, 130147)",200,200,6,l2,auto,none,lbfgs,0.726538716,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(30676, 458318)",200,200,8,l2,auto,none,lbfgs,0.691131701,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(30676, 497958)",200,200,10,l2,auto,none,lbfgs,0.684116479,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(30676, 413655)",200,200,12,l2,auto,none,lbfgs,0.67524818,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(61353, 800)",200,400,1,l2,auto,none,lbfgs,0.462722128,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(61353, 1600)",200,400,2,l2,auto,none,lbfgs,0.535590192,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(61353, 12800)",200,400,4,l2,auto,none,lbfgs,0.85138489,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(61353, 132417)",200,400,6,l2,auto,none,lbfgs,0.861709521,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(61353, 557171)",200,400,8,l2,auto,none,lbfgs,0.839074754,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(61353, 647213)",200,400,10,l2,auto,none,lbfgs,0.835203018,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(61353, 543389)",200,400,12,l2,auto,none,lbfgs,0.834938284,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(84, 1600)",400,1,1,l2,auto,none,lbfgs,0.285714286,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(84, 3190)",400,1,2,l2,auto,none,lbfgs,0.333333333,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(84, 9283)",400,1,4,l2,auto,none,lbfgs,0.19047619,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(84, 8103)",400,1,6,l2,auto,none,lbfgs,0.261904762,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(84, 6287)",400,1,8,l2,auto,none,lbfgs,0.19047619,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(84, 5039)",400,1,10,l2,auto,none,lbfgs,0.261904762,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(84, 4158)",400,1,12,l2,auto,none,lbfgs,0.214285714,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(773, 1600)",400,10,1,l2,auto,none,lbfgs,0.320209974,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(773, 3200)",400,10,2,l2,auto,none,lbfgs,0.3832021,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(773, 24417)",400,10,4,l2,auto,none,lbfgs,0.346456693,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(773, 60185)",400,10,6,l2,auto,none,lbfgs,0.299212598,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(773, 55173)",400,10,8,l2,auto,none,lbfgs,0.291338583,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(773, 44997)",400,10,10,l2,auto,none,lbfgs,0.280839895,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(773, 37196)",400,10,12,l2,auto,none,lbfgs,0.293963255,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(7675, 1600)",400,100,1,l2,auto,none,lbfgs,0.448029622,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(7675, 3200)",400,100,2,l2,auto,none,lbfgs,0.506744248,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(7675, 25600)",400,100,4,l2,auto,none,lbfgs,0.574451203,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(7675, 215854)",400,100,6,l2,auto,none,lbfgs,0.490610949,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(7675, 412987)",400,100,8,l2,auto,none,lbfgs,0.448029622,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(7675, 379890)",400,100,10,l2,auto,none,lbfgs,0.430044962,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(7675, 318122)",400,100,12,l2,auto,none,lbfgs,0.41920127,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(15341, 1600)",400,200,1,l2,auto,none,lbfgs,0.494243748,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(15341, 3200)",400,200,2,l2,auto,none,lbfgs,0.595871378,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(15341, 25600)",400,200,4,l2,auto,none,lbfgs,0.673944687,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(15341, 245214)",400,200,6,l2,auto,none,lbfgs,0.638877862,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(15341, 644201)",400,200,8,l2,auto,none,lbfgs,0.576286886,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(15341, 638766)",400,200,10,l2,auto,none,lbfgs,0.545851528,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(15341, 540098)",400,200,12,l2,auto,none,lbfgs,0.552203255,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(30676, 1600)",400,400,1,l2,auto,none,lbfgs,0.530046327,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(30676, 3200)",400,400,2,l2,auto,none,lbfgs,0.68219722,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(30676, 25600)",400,400,4,l2,auto,none,lbfgs,0.77868961,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(30676, 258792)",400,400,6,l2,auto,none,lbfgs,0.771211118,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(30676, 885248)",400,400,8,l2,auto,none,lbfgs,0.729450695,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(30676, 952374)",400,400,10,l2,auto,none,lbfgs,0.719589676,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(30676, 814789)",400,400,12,l2,auto,none,lbfgs,0.70397088,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(314, 400)",100,1,1,l2,auto,none,lbfgs,0.335483871,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(314, 800)",100,1,2,l2,auto,none,lbfgs,0.348387097,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(314, 4879)",100,1,4,l2,auto,none,lbfgs,0.322580645,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(314, 6749)",100,1,6,l2,auto,none,lbfgs,0.251612903,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(314, 5543)",100,1,8,l2,auto,none,lbfgs,0.258064516,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(314, 4651)",100,1,10,l2,auto,none,lbfgs,0.258064516,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(314, 3724)",100,1,12,l2,auto,none,lbfgs,0.270967742,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(3073, 400)",100,10,1,l2,auto,none,lbfgs,0.293069307,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(3073, 800)",100,10,2,l2,auto,none,lbfgs,0.321452145,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(3073, 6397)",100,10,4,l2,auto,none,lbfgs,0.36369637,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(3073, 37079)",100,10,6,l2,auto,none,lbfgs,0.320792079,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(3073, 48342)",100,10,8,l2,auto,none,lbfgs,0.308250825,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(3073, 42999)",100,10,10,l2,auto,none,lbfgs,0.311551155,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(3073, 34611)",100,10,12,l2,auto,none,lbfgs,0.309570957,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(30676, 400)",100,100,1,l2,auto,none,lbfgs,0.398610192,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(30676, 800)",100,100,2,l2,auto,none,lbfgs,0.433752482,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(30676, 6400)",100,100,4,l2,auto,none,lbfgs,0.661548643,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(30676, 63349)",100,100,6,l2,auto,none,lbfgs,0.686697551,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(30676, 225398)",100,100,8,l2,auto,none,lbfgs,0.659033752,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(30676, 256195)",100,100,10,l2,auto,none,lbfgs,0.664262078,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(30676, 212998)",100,100,12,l2,auto,none,lbfgs,0.650363997,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(61353, 400)",100,200,1,l2,auto,none,lbfgs,0.414441246,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(61353, 800)",100,200,2,l2,auto,none,lbfgs,0.458420199,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(61353, 6400)",100,200,4,l2,auto,none,lbfgs,0.750554287,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(61353, 64293)",100,200,6,l2,auto,none,lbfgs,0.835500844,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(61353, 273678)",100,200,8,l2,auto,none,lbfgs,0.82623515,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(61353, 333931)",100,200,10,l2,auto,none,lbfgs,0.81816076,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(61353, 280826)",100,200,12,l2,auto,none,lbfgs,0.818260035,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(122706, 400)",100,400,1,l2,auto,none,lbfgs,0.41780006,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(122706, 800)",100,400,2,l2,auto,none,lbfgs,0.455690129,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(122706, 6400)",100,400,4,l2,auto,none,lbfgs,0.80080413,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(122706, 64561)",100,400,6,l2,auto,none,lbfgs,0.932873358,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(122706, 294030)",100,400,8,l2,auto,none,lbfgs,0.927065753,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(122706, 369568)",100,400,10,l2,auto,none,lbfgs,0.927330487,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(122706, 312415)",100,400,12,l2,auto,none,lbfgs,0.927049207,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(160, 800)",200,1,1,l2,auto,none,lbfgs,0.3,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(160, 1600)",200,1,2,l2,auto,none,lbfgs,0.3125,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(160, 7169)",200,1,4,l2,auto,none,lbfgs,0.2625,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(160, 7548)",200,1,6,l2,auto,none,lbfgs,0.175,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(160, 5973)",200,1,8,l2,auto,none,lbfgs,0.2,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(160, 4799)",200,1,10,l2,auto,none,lbfgs,0.2,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(160, 3840)",200,1,12,l2,auto,none,lbfgs,0.175,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(1541, 800)",200,10,1,l2,auto,none,lbfgs,0.263504611,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(1541, 1600)",200,10,2,l2,auto,none,lbfgs,0.388669302,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(1541, 12740)",200,10,4,l2,auto,none,lbfgs,0.364953887,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(1541, 50227)",200,10,6,l2,auto,none,lbfgs,0.321475626,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(1541, 53393)",200,10,8,l2,auto,none,lbfgs,0.310935441,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(1541, 44337)",200,10,10,l2,auto,none,lbfgs,0.293807642,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(1541, 35596)",200,10,12,l2,auto,none,lbfgs,0.293807642,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(15341, 800)",200,100,1,l2,auto,none,lbfgs,0.423977769,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(15341, 1600)",200,100,2,l2,auto,none,lbfgs,0.487230382,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(15341, 12800)",200,100,4,l2,auto,none,lbfgs,0.61201535,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(15341, 123334)",200,100,6,l2,auto,none,lbfgs,0.597326982,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(15341, 329235)",200,100,8,l2,auto,none,lbfgs,0.551012306,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(15341, 328318)",200,100,10,l2,auto,none,lbfgs,0.528781262,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(15341, 269263)",200,100,12,l2,auto,none,lbfgs,0.533015747,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(30676, 800)",200,200,1,l2,auto,none,lbfgs,0.450893448,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(30676, 1600)",200,200,2,l2,auto,none,lbfgs,0.519986764,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(30676, 12800)",200,200,4,l2,auto,none,lbfgs,0.721707478,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(30676, 130278)",200,200,6,l2,auto,none,lbfgs,0.727928524,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(30676, 460724)",200,200,8,l2,auto,none,lbfgs,0.69106552,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(30676, 500948)",200,200,10,l2,auto,none,lbfgs,0.679616148,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(30676, 416191)",200,200,12,l2,auto,none,lbfgs,0.665453342,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(61353, 800)",200,400,1,l2,auto,none,lbfgs,0.46106754,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(61353, 1600)",200,400,2,l2,auto,none,lbfgs,0.534398888,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(61353, 12800)",200,400,4,l2,auto,none,lbfgs,0.852013634,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(61353, 132431)",200,400,6,l2,auto,none,lbfgs,0.858764354,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(61353, 556792)",200,400,8,l2,auto,none,lbfgs,0.843145041,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(61353, 646423)",200,400,10,l2,auto,none,lbfgs,0.839438764,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(61353, 542796)",200,400,12,l2,auto,none,lbfgs,0.834508091,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(84, 1600)",400,1,1,l2,auto,none,lbfgs,0.19047619,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(84, 3190)",400,1,2,l2,auto,none,lbfgs,0.261904762,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(84, 9202)",400,1,4,l2,auto,none,lbfgs,0.285714286,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(84, 8028)",400,1,6,l2,auto,none,lbfgs,0.238095238,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(84, 6239)",400,1,8,l2,auto,none,lbfgs,0.19047619,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(84, 4998)",400,1,10,l2,auto,none,lbfgs,0.142857143,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(84, 4124)",400,1,12,l2,auto,none,lbfgs,0.261904762,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(773, 1600)",400,10,1,l2,auto,none,lbfgs,0.335958005,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(773, 3200)",400,10,2,l2,auto,none,lbfgs,0.422572178,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(773, 24382)",400,10,4,l2,auto,none,lbfgs,0.364829396,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(773, 60111)",400,10,6,l2,auto,none,lbfgs,0.359580052,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(773, 55388)",400,10,8,l2,auto,none,lbfgs,0.265091864,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(773, 45173)",400,10,10,l2,auto,none,lbfgs,0.286089239,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(773, 37320)",400,10,12,l2,auto,none,lbfgs,0.312335958,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(7675, 1600)",400,100,1,l2,auto,none,lbfgs,0.426342238,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(7675, 3200)",400,100,2,l2,auto,none,lbfgs,0.503306004,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(7675, 25600)",400,100,4,l2,auto,none,lbfgs,0.564929913,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(7675, 215790)",400,100,6,l2,auto,none,lbfgs,0.501190161,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(7675, 413175)",400,100,8,l2,auto,none,lbfgs,0.453319228,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(7675, 380104)",400,100,10,l2,auto,none,lbfgs,0.437979371,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(7675, 318297)",400,100,12,l2,auto,none,lbfgs,0.423432954,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(15341, 1600)",400,200,1,l2,auto,none,lbfgs,0.493185126,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(15341, 3200)",400,200,2,l2,auto,none,lbfgs,0.605795951,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(15341, 25600)",400,200,4,l2,auto,none,lbfgs,0.666005028,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(15341, 245362)",400,200,6,l2,auto,none,lbfgs,0.63504036,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(15341, 645500)",400,200,8,l2,auto,none,lbfgs,0.570861453,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(15341, 640625)",400,200,10,l2,auto,none,lbfgs,0.545454545,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(15341, 541689)",400,200,12,l2,auto,none,lbfgs,0.539235146,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(30676, 1600)",400,400,1,l2,auto,none,lbfgs,0.534679021,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(30676, 3200)",400,400,2,l2,auto,none,lbfgs,0.690271343,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(30676, 25600)",400,400,4,l2,auto,none,lbfgs,0.79159497,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(30676, 258597)",400,400,6,l2,auto,none,lbfgs,0.777365983,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(30676, 882144)",400,400,8,l2,auto,none,lbfgs,0.731303772,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(30676, 948375)",400,400,10,l2,auto,none,lbfgs,0.716280609,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(30676, 811362)",400,400,12,l2,auto,none,lbfgs,0.702117803,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(314, 400)",100,1,1,l2,auto,none,lbfgs,0.251612903,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(314, 800)",100,1,2,l2,auto,none,lbfgs,0.283870968,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(314, 4947)",100,1,4,l2,auto,none,lbfgs,0.212903226,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(314, 6789)",100,1,6,l2,auto,none,lbfgs,0.219354839,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(314, 5579)",100,1,8,l2,auto,none,lbfgs,0.309677419,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(314, 4678)",100,1,10,l2,auto,none,lbfgs,0.270967742,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(314, 3744)",100,1,12,l2,auto,none,lbfgs,0.290322581,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(3073, 400)",100,10,1,l2,auto,none,lbfgs,0.300990099,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(3073, 800)",100,10,2,l2,auto,none,lbfgs,0.337953795,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(3073, 6399)",100,10,4,l2,auto,none,lbfgs,0.380858086,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(3073, 36870)",100,10,6,l2,auto,none,lbfgs,0.328712871,species_recall
17.04,multiclass,Logistic Regression (sklearn),"(3073, 48142)",100,10,8,l2,auto,none,lbfgs,0.343234323,species_recall
