experiment,category,classifier,training shape,sample_length,coverage,k,penalty,multi_class,class_weight,solver,score,score type
17.05,multiclass,Logistic Regression (sklearn),"(56, 400)",100,1,1,l2,ovr,,liblinear,0.3103448275862069,species_recall
17.05,multiclass,Logistic Regression (sklearn),"(56, 788)",100,1,2,l2,ovr,,liblinear,0.13793103448275862,species_recall
17.05,multiclass,Logistic Regression (sklearn),"(56, 1688)",100,1,4,l2,ovr,,liblinear,0.27586206896551724,species_recall
17.05,multiclass,Logistic Regression (sklearn),"(56, 1327)",100,1,6,l2,ovr,,liblinear,0.1724137931034483,species_recall
17.05,multiclass,Logistic Regression (sklearn),"(56, 1019)",100,1,8,l2,ovr,,liblinear,0.10344827586206896,species_recall
17.05,multiclass,Logistic Regression (sklearn),"(56, 850)",100,1,10,l2,ovr,,liblinear,0.1724137931034483,species_recall
17.05,multiclass,Logistic Regression (sklearn),"(56, 680)",100,1,12,l2,ovr,,liblinear,0.034482758620689655,species_recall
17.05,multiclass,Logistic Regression (sklearn),"(546, 400)",100,10,1,l2,ovr,,liblinear,0.4111111111111111,species_recall
17.05,multiclass,Logistic Regression (sklearn),"(546, 800)",100,10,2,l2,ovr,,liblinear,0.3962962962962963,species_recall
17.05,multiclass,Logistic Regression (sklearn),"(546, 5644)",100,10,4,l2,ovr,,liblinear,0.3925925925925926,species_recall
17.05,multiclass,Logistic Regression (sklearn),"(546, 10383)",100,10,6,l2,ovr,,liblinear,0.32592592592592595,species_recall
17.05,multiclass,Logistic Regression (sklearn),"(546, 9063)",100,10,8,l2,ovr,,liblinear,0.2777777777777778,species_recall
17.05,multiclass,Logistic Regression (sklearn),"(546, 7665)",100,10,10,l2,ovr,,liblinear,0.28888888888888886,species_recall
17.05,multiclass,Logistic Regression (sklearn),"(546, 6150)",100,10,12,l2,ovr,,liblinear,0.2814814814814815,species_recall
17.05,multiclass,Logistic Regression (sklearn),"(5454, 400)",100,100,1,l2,ovr,,liblinear,0.47934499441756606,species_recall
17.05,multiclass,Logistic Regression (sklearn),"(5454, 800)",100,100,2,l2,ovr,,liblinear,0.5682917752139933,species_recall
17.05,multiclass,Logistic Regression (sklearn),"(5454, 6400)",100,100,4,l2,ovr,,liblinear,0.7428358764421288,species_recall
17.05,multiclass,Logistic Regression (sklearn),"(5454, 38961)",100,100,6,l2,ovr,,liblinear,0.6825455898771865,species_recall
17.05,multiclass,Logistic Regression (sklearn),"(5454, 54688)",100,100,8,l2,ovr,,liblinear,0.6531447711202084,species_recall
17.05,multiclass,Logistic Regression (sklearn),"(5454, 49832)",100,100,10,l2,ovr,,liblinear,0.6397469296613323,species_recall
17.05,multiclass,Logistic Regression (sklearn),"(5454, 40307)",100,100,12,l2,ovr,,liblinear,0.6092296241161146,species_recall
17.05,multiclass,Logistic Regression (sklearn),"(10908, 400)",100,200,1,l2,ovr,,liblinear,0.4957201339784146,species_recall
17.05,multiclass,Logistic Regression (sklearn),"(10908, 800)",100,200,2,l2,ovr,,liblinear,0.6118347599553405,species_recall
17.05,multiclass,Logistic Regression (sklearn),"(10908, 6400)",100,200,4,l2,ovr,,liblinear,0.8693710457759584,species_recall
17.05,multiclass,Logistic Regression (sklearn),"(10908, 44591)",100,200,6,l2,ovr,,liblinear,0.8615556382582806,species_recall
17.05,multiclass,Logistic Regression (sklearn),"(10908, 70474)",100,200,8,l2,ovr,,liblinear,0.8343877930777819,species_recall
17.05,multiclass,Logistic Regression (sklearn),"(10908, 65888)",100,200,10,l2,ovr,,liblinear,0.830480089318943,species_recall
17.05,multiclass,Logistic Regression (sklearn),"(10908, 53448)",100,200,12,l2,ovr,,liblinear,0.8224786006698921,species_recall
17.05,multiclass,Logistic Regression (sklearn),"(21817, 400)",100,400,1,l2,ovr,,liblinear,0.5016283614031822,species_recall
17.05,multiclass,Logistic Regression (sklearn),"(21817, 800)",100,400,2,l2,ovr,,liblinear,0.6294779938587513,species_recall
17.05,multiclass,Logistic Regression (sklearn),"(21817, 6400)",100,400,4,l2,ovr,,liblinear,0.9724574299804597,species_recall
17.05,multiclass,Logistic Regression (sklearn),"(21817, 46728)",100,400,6,l2,ovr,,liblinear,0.9636177537917558,species_recall
17.05,multiclass,Logistic Regression (sklearn),"(21817, 77870)",100,400,8,l2,ovr,,liblinear,0.9583139480785335,species_recall
17.05,multiclass,Logistic Regression (sklearn),"(21817, 73627)",100,400,10,l2,ovr,,liblinear,0.9554294221643249,species_recall
17.05,multiclass,Logistic Regression (sklearn),"(21817, 59800)",100,400,12,l2,ovr,,liblinear,0.9610123755466642,species_recall
17.05,multiclass,Logistic Regression (sklearn),"(29, 800)",200,1,1,l2,ovr,,liblinear,0.2,species_recall
17.05,multiclass,Logistic Regression (sklearn),"(29, 1444)",200,1,2,l2,ovr,,liblinear,0.3333333333333333,species_recall
17.05,multiclass,Logistic Regression (sklearn),"(29, 1941)",200,1,4,l2,ovr,,liblinear,0.2,species_recall
17.05,multiclass,Logistic Regression (sklearn),"(29, 1403)",200,1,6,l2,ovr,,liblinear,0.26666666666666666,species_recall
17.05,multiclass,Logistic Regression (sklearn),"(29, 1074)",200,1,8,l2,ovr,,liblinear,0.06666666666666667,species_recall
17.05,multiclass,Logistic Regression (sklearn),"(29, 860)",200,1,10,l2,ovr,,liblinear,0.2,species_recall
17.05,multiclass,Logistic Regression (sklearn),"(29, 688)",200,1,12,l2,ovr,,liblinear,0.06666666666666667,species_recall
17.05,multiclass,Logistic Regression (sklearn),"(274, 800)",200,10,1,l2,ovr,,liblinear,0.42962962962962964,species_recall
17.05,multiclass,Logistic Regression (sklearn),"(274, 1600)",200,10,2,l2,ovr,,liblinear,0.3851851851851852,species_recall
17.05,multiclass,Logistic Regression (sklearn),"(274, 9035)",200,10,4,l2,ovr,,liblinear,0.2962962962962963,species_recall
17.05,multiclass,Logistic Regression (sklearn),"(274, 11955)",200,10,6,l2,ovr,,liblinear,0.35555555555555557,species_recall
17.05,multiclass,Logistic Regression (sklearn),"(274, 9818)",200,10,8,l2,ovr,,liblinear,0.26666666666666666,species_recall
17.05,multiclass,Logistic Regression (sklearn),"(274, 7909)",200,10,10,l2,ovr,,liblinear,0.24444444444444444,species_recall
17.05,multiclass,Logistic Regression (sklearn),"(274, 6331)",200,10,12,l2,ovr,,liblinear,0.24444444444444444,species_recall
17.05,multiclass,Logistic Regression (sklearn),"(2727, 800)",200,100,1,l2,ovr,,liblinear,0.5714285714285714,species_recall
17.05,multiclass,Logistic Regression (sklearn),"(2727, 1600)",200,100,2,l2,ovr,,liblinear,0.6577380952380952,species_recall
17.05,multiclass,Logistic Regression (sklearn),"(2727, 12763)",200,100,4,l2,ovr,,liblinear,0.671875,species_recall
17.05,multiclass,Logistic Regression (sklearn),"(2727, 61021)",200,100,6,l2,ovr,,liblinear,0.6108630952380952,species_recall
17.05,multiclass,Logistic Regression (sklearn),"(2727, 72079)",200,100,8,l2,ovr,,liblinear,0.5193452380952381,species_recall
17.05,multiclass,Logistic Regression (sklearn),"(2727, 61137)",200,100,10,l2,ovr,,liblinear,0.5208333333333334,species_recall
17.05,multiclass,Logistic Regression (sklearn),"(2727, 49221)",200,100,12,l2,ovr,,liblinear,0.48288690476190477,species_recall
17.05,multiclass,Logistic Regression (sklearn),"(5454, 800)",200,200,1,l2,ovr,,liblinear,0.5846669147748418,species_recall
17.05,multiclass,Logistic Regression (sklearn),"(5454, 1600)",200,200,2,l2,ovr,,liblinear,0.7339039821362114,species_recall
17.05,multiclass,Logistic Regression (sklearn),"(5454, 12795)",200,200,4,l2,ovr,,liblinear,0.8016375139560848,species_recall
17.05,multiclass,Logistic Regression (sklearn),"(5454, 78703)",200,200,6,l2,ovr,,liblinear,0.7391142538146632,species_recall
17.05,multiclass,Logistic Regression (sklearn),"(5454, 109674)",200,200,8,l2,ovr,,liblinear,0.6795682917752139,species_recall
17.05,multiclass,Logistic Regression (sklearn),"(5454, 95621)",200,200,10,l2,ovr,,liblinear,0.6613323409006326,species_recall
17.05,multiclass,Logistic Regression (sklearn),"(5454, 77269)",200,200,12,l2,ovr,,liblinear,0.6579828805359137,species_recall
