experiment,category,classifier,training shape,sample_length,coverage,k,penalty,multi_class,class_weight,score,score type
7.04,multiclass,Logistic Regression (sklearn),"(2727, 138154)",400,200,8,l2,ovr,,0.5386904761904762,species_recall
7.04,multiclass,Logistic Regression (sklearn),"(2727, 116996)",400,200,10,l2,ovr,,0.53125,species_recall
7.04,multiclass,Logistic Regression (sklearn),"(2727, 97172)",400,200,12,l2,ovr,,0.5290178571428571,species_recall
7.04,multiclass,Logistic Regression (sklearn),"(5454, 1600)",400,400,1,l2,ovr,,0.7647934499441756,species_recall
7.04,multiclass,Logistic Regression (sklearn),"(5454, 3200)",400,400,2,l2,ovr,,0.8247115742463714,species_recall
7.04,multiclass,Logistic Regression (sklearn),"(5454, 25588)",400,400,4,l2,ovr,,0.8946780796427243,species_recall
7.04,multiclass,Logistic Regression (sklearn),"(5454, 148288)",400,400,6,l2,ovr,,0.8168961667286937,species_recall
7.04,multiclass,Logistic Regression (sklearn),"(5454, 200257)",400,400,8,l2,ovr,,0.7294380349832527,species_recall
7.04,multiclass,Logistic Regression (sklearn),"(5454, 174176)",400,400,10,l2,ovr,,0.708969110532192,species_recall
7.04,multiclass,Logistic Regression (sklearn),"(5454, 145094)",400,400,12,l2,ovr,,0.7149237067361369,species_recall
