experiment,category,classifier,training shape,sample_length,coverage,k,max_depth,n_estimators,score,score type
11.02,multiclass,Random Forest,"(137, 12779)",400,10,6,30,50,0.25,species_recall
11.02,multiclass,Random Forest,"(137, 10123)",400,10,8,30,50,0.17647058823529413,species_recall
11.02,multiclass,Random Forest,"(137, 8140)",400,10,10,30,50,0.19117647058823528,species_recall
11.02,multiclass,Random Forest,"(137, 6718)",400,10,12,30,50,0.20588235294117646,species_recall
11.02,multiclass,Random Forest,"(1364, 1600)",400,100,1,30,50,0.524517087667162,species_recall
11.02,multiclass,Random Forest,"(1364, 3200)",400,100,2,30,50,0.49925705794947994,species_recall
11.02,multiclass,Random Forest,"(1364, 25088)",400,100,4,30,50,0.4591381872213967,species_recall
11.02,multiclass,Random Forest,"(1364, 82246)",400,100,6,30,50,0.27934621099554235,species_recall
11.02,multiclass,Random Forest,"(1364, 83649)",400,100,8,30,50,0.2763744427934621,species_recall
11.02,multiclass,Random Forest,"(1364, 69239)",400,100,10,30,50,0.2511144130757801,species_recall
11.02,multiclass,Random Forest,"(1364, 57379)",400,100,12,30,50,0.2555720653789004,species_recall
11.02,multiclass,Random Forest,"(2727, 1600)",400,200,1,30,50,0.6138392857142857,species_recall
11.02,multiclass,Random Forest,"(2727, 3200)",400,200,2,30,50,0.6175595238095238,species_recall
11.02,multiclass,Random Forest,"(2727, 25520)",400,200,4,30,50,0.5223214285714286,species_recall
11.02,multiclass,Random Forest,"(2727, 117789)",400,200,6,30,50,0.3020833333333333,species_recall
11.02,multiclass,Random Forest,"(2727, 138518)",400,200,8,30,50,0.29836309523809523,species_recall
11.02,multiclass,Random Forest,"(2727, 117403)",400,200,10,30,50,0.28720238095238093,species_recall
11.02,multiclass,Random Forest,"(2727, 97525)",400,200,12,30,50,0.2805059523809524,species_recall
11.02,multiclass,Random Forest,"(5454, 1600)",400,400,1,30,50,0.7554893933755117,species_recall
11.02,multiclass,Random Forest,"(5454, 3200)",400,400,2,30,50,0.7540007443245255,species_recall
11.02,multiclass,Random Forest,"(5454, 25589)",400,400,4,30,50,0.621510978786751,species_recall
11.02,multiclass,Random Forest,"(5454, 150448)",400,400,6,30,50,0.42947525120952734,species_recall
11.02,multiclass,Random Forest,"(5454, 205197)",400,400,8,30,50,0.2999627837737253,species_recall
11.02,multiclass,Random Forest,"(5454, 178701)",400,400,10,30,50,0.2802381838481578,species_recall
11.02,multiclass,Random Forest,"(5454, 148852)",400,400,12,30,50,0.2761443989579457,species_recall
11.02,multiclass,Random Forest,"(56, 400)",100,1,1,30,50,0.1724137931034483,species_recall
11.02,multiclass,Random Forest,"(56, 789)",100,1,2,30,50,0.2413793103448276,species_recall
11.02,multiclass,Random Forest,"(56, 1679)",100,1,4,30,50,0.20689655172413793,species_recall
11.02,multiclass,Random Forest,"(56, 1324)",100,1,6,30,50,0.06896551724137931,species_recall
11.02,multiclass,Random Forest,"(56, 1020)",100,1,8,30,50,0.1724137931034483,species_recall
11.02,multiclass,Random Forest,"(56, 850)",100,1,10,30,50,0.13793103448275862,species_recall
11.02,multiclass,Random Forest,"(56, 680)",100,1,12,30,50,0.20689655172413793,species_recall
11.02,multiclass,Random Forest,"(546, 400)",100,10,1,30,50,0.37777777777777777,species_recall
11.02,multiclass,Random Forest,"(546, 800)",100,10,2,30,50,0.3962962962962963,species_recall
11.02,multiclass,Random Forest,"(546, 5639)",100,10,4,30,50,0.3111111111111111,species_recall
11.02,multiclass,Random Forest,"(546, 10468)",100,10,6,30,50,0.22592592592592592,species_recall
11.02,multiclass,Random Forest,"(546, 9167)",100,10,8,30,50,0.2222222222222222,species_recall
11.02,multiclass,Random Forest,"(546, 7759)",100,10,10,30,50,0.23703703703703705,species_recall
11.02,multiclass,Random Forest,"(546, 6219)",100,10,12,30,50,0.22962962962962963,species_recall
11.02,multiclass,Random Forest,"(5454, 400)",100,100,1,30,50,0.6899888351321176,species_recall
11.02,multiclass,Random Forest,"(5454, 800)",100,100,2,30,50,0.6881280238183848,species_recall
11.02,multiclass,Random Forest,"(5454, 6397)",100,100,4,30,50,0.5452177149237067,species_recall
11.02,multiclass,Random Forest,"(5454, 38681)",100,100,6,30,50,0.32601414216598434,species_recall
11.02,multiclass,Random Forest,"(5454, 53825)",100,100,8,30,50,0.30256791961295126,species_recall
11.02,multiclass,Random Forest,"(5454, 49082)",100,100,10,30,50,0.26163007071082994,species_recall
11.02,multiclass,Random Forest,"(5454, 39695)",100,100,12,30,50,0.28470413100111647,species_recall
11.02,multiclass,Random Forest,"(10908, 400)",100,200,1,30,50,0.8453665798288054,species_recall
11.02,multiclass,Random Forest,"(10908, 800)",100,200,2,30,50,0.8472273911425382,species_recall
11.02,multiclass,Random Forest,"(10908, 6400)",100,200,4,30,50,0.6369557126907331,species_recall
11.02,multiclass,Random Forest,"(10908, 44562)",100,200,6,30,50,0.40174916263490884,species_recall
11.02,multiclass,Random Forest,"(10908, 70584)",100,200,8,30,50,0.2856345366579829,species_recall
11.02,multiclass,Random Forest,"(10908, 66039)",100,200,10,30,50,0.2740975065128396,species_recall
11.02,multiclass,Random Forest,"(10908, 53546)",100,200,12,30,50,0.26628209899516186,species_recall
11.02,multiclass,Random Forest,"(21817, 400)",100,400,1,30,50,0.9673397227133154,species_recall
11.02,multiclass,Random Forest,"(21817, 800)",100,400,2,30,50,0.9669675258211594,species_recall
11.02,multiclass,Random Forest,"(21817, 6400)",100,400,4,30,50,0.713780589932074,species_recall
11.02,multiclass,Random Forest,"(21817, 46692)",100,400,6,30,50,0.44468223690332187,species_recall
11.02,multiclass,Random Forest,"(21817, 77762)",100,400,8,30,50,0.30120033497720294,species_recall
11.02,multiclass,Random Forest,"(21817, 73498)",100,400,10,30,50,0.270680189820415,species_recall
11.02,multiclass,Random Forest,"(21817, 59690)",100,400,12,30,50,0.263050153531218,species_recall
11.02,multiclass,Random Forest,"(29, 800)",200,1,1,30,50,0.13333333333333333,species_recall
11.02,multiclass,Random Forest,"(29, 1454)",200,1,2,30,50,0.2,species_recall
11.02,multiclass,Random Forest,"(29, 1943)",200,1,4,30,50,0.13333333333333333,species_recall
11.02,multiclass,Random Forest,"(29, 1435)",200,1,6,30,50,0.13333333333333333,species_recall
11.02,multiclass,Random Forest,"(29, 1099)",200,1,8,30,50,0.2,species_recall
11.02,multiclass,Random Forest,"(29, 880)",200,1,10,30,50,0.13333333333333333,species_recall
11.02,multiclass,Random Forest,"(29, 704)",200,1,12,30,50,0.13333333333333333,species_recall
11.02,multiclass,Random Forest,"(274, 800)",200,10,1,30,50,0.32592592592592595,species_recall
11.02,multiclass,Random Forest,"(274, 1600)",200,10,2,30,50,0.34814814814814815,species_recall
11.02,multiclass,Random Forest,"(274, 9102)",200,10,4,30,50,0.28888888888888886,species_recall
11.02,multiclass,Random Forest,"(274, 11983)",200,10,6,30,50,0.31851851851851853,species_recall
11.02,multiclass,Random Forest,"(274, 9827)",200,10,8,30,50,0.18518518518518517,species_recall
11.02,multiclass,Random Forest,"(274, 7923)",200,10,10,30,50,0.22962962962962963,species_recall
11.02,multiclass,Random Forest,"(274, 6341)",200,10,12,30,50,0.22962962962962963,species_recall
11.02,multiclass,Random Forest,"(2727, 800)",200,100,1,30,50,0.5825892857142857,species_recall
11.02,multiclass,Random Forest,"(2727, 1600)",200,100,2,30,50,0.5877976190476191,species_recall
11.02,multiclass,Random Forest,"(2727, 12764)",200,100,4,30,50,0.49255952380952384,species_recall
11.02,multiclass,Random Forest,"(2727, 61205)",200,100,6,30,50,0.35193452380952384,species_recall
11.02,multiclass,Random Forest,"(2727, 72625)",200,100,8,30,50,0.28422619047619047,species_recall
11.02,multiclass,Random Forest,"(2727, 61508)",200,100,10,30,50,0.27455357142857145,species_recall
11.02,multiclass,Random Forest,"(2727, 49547)",200,100,12,30,50,0.23883928571428573,species_recall
11.02,multiclass,Random Forest,"(5454, 800)",200,200,1,30,50,0.7134350576851507,species_recall
11.02,multiclass,Random Forest,"(5454, 1600)",200,200,2,30,50,0.7145515444733904,species_recall
11.02,multiclass,Random Forest,"(5454, 12799)",200,200,4,30,50,0.5824339411983624,species_recall
11.02,multiclass,Random Forest,"(5454, 78260)",200,200,6,30,50,0.3855601042054336,species_recall
11.02,multiclass,Random Forest,"(5454, 109372)",200,200,8,30,50,0.278377372534425,species_recall
11.02,multiclass,Random Forest,"(5454, 95514)",200,200,10,30,50,0.2757722366951991,species_recall
11.02,multiclass,Random Forest,"(5454, 77223)",200,200,12,30,50,0.2478600669892073,species_recall
11.02,multiclass,Random Forest,"(10908, 800)",200,400,1,30,50,0.8703014514328247,species_recall
11.02,multiclass,Random Forest,"(10908, 1600)",200,400,2,30,50,0.8689988835132118,species_recall
11.02,multiclass,Random Forest,"(10908, 12800)",200,400,4,30,50,0.6661704503163379,species_recall
11.02,multiclass,Random Forest,"(10908, 89540)",200,400,6,30,50,0.4378489021213249,species_recall
11.02,multiclass,Random Forest,"(10908, 140046)",200,400,8,30,50,0.2999627837737253,species_recall
11.02,multiclass,Random Forest,"(10908, 125214)",200,400,10,30,50,0.2731671008559732,species_recall
11.02,multiclass,Random Forest,"(10908, 101488)",200,400,12,30,50,0.27391142538146634,species_recall
11.02,multiclass,Random Forest,"(15, 1593)",400,1,1,30,50,0.125,species_recall
11.02,multiclass,Random Forest,"(15, 2335)",400,1,2,30,50,0.0,species_recall
11.02,multiclass,Random Forest,"(15, 2155)",400,1,4,30,50,0.125,species_recall
11.02,multiclass,Random Forest,"(15, 1508)",400,1,6,30,50,0.125,species_recall
11.02,multiclass,Random Forest,"(15, 1150)",400,1,8,30,50,0.125,species_recall
11.02,multiclass,Random Forest,"(15, 920)",400,1,10,30,50,0.125,species_recall
11.02,multiclass,Random Forest,"(15, 759)",400,1,12,30,50,0.125,species_recall
11.02,multiclass,Random Forest,"(137, 1600)",400,10,1,30,50,0.36764705882352944,species_recall
11.02,multiclass,Random Forest,"(137, 3200)",400,10,2,30,50,0.39705882352941174,species_recall
11.02,multiclass,Random Forest,"(137, 12554)",400,10,4,30,50,0.22058823529411764,species_recall
11.02,multiclass,Random Forest,"(137, 12571)",400,10,6,30,50,0.2647058823529412,species_recall
11.02,multiclass,Random Forest,"(137, 9969)",400,10,8,30,50,0.2647058823529412,species_recall
11.02,multiclass,Random Forest,"(137, 8020)",400,10,10,30,50,0.22058823529411764,species_recall
11.02,multiclass,Random Forest,"(137, 6620)",400,10,12,30,50,0.20588235294117646,species_recall
11.02,multiclass,Random Forest,"(1364, 1600)",400,100,1,30,50,0.462109955423477,species_recall
11.02,multiclass,Random Forest,"(1364, 3200)",400,100,2,30,50,0.5156017830609212,species_recall
11.02,multiclass,Random Forest,"(1364, 25124)",400,100,4,30,50,0.4160475482912333,species_recall
11.02,multiclass,Random Forest,"(1364, 81684)",400,100,6,30,50,0.274888558692422,species_recall
11.02,multiclass,Random Forest,"(1364, 82980)",400,100,8,30,50,0.2659732540861813,species_recall
11.02,multiclass,Random Forest,"(1364, 68793)",400,100,10,30,50,0.2867756315007429,species_recall
11.02,multiclass,Random Forest,"(1364, 56992)",400,100,12,30,50,0.25705794947994054,species_recall
11.02,multiclass,Random Forest,"(2727, 1600)",400,200,1,30,50,0.6153273809523809,species_recall
11.02,multiclass,Random Forest,"(2727, 3200)",400,200,2,30,50,0.6011904761904762,species_recall
11.02,multiclass,Random Forest,"(2727, 25531)",400,200,4,30,50,0.5550595238095238,species_recall
11.02,multiclass,Random Forest,"(2727, 117697)",400,200,6,30,50,0.3482142857142857,species_recall
11.02,multiclass,Random Forest,"(2727, 137876)",400,200,8,30,50,0.26785714285714285,species_recall
11.02,multiclass,Random Forest,"(2727, 116836)",400,200,10,30,50,0.2544642857142857,species_recall
11.02,multiclass,Random Forest,"(2727, 97030)",400,200,12,30,50,0.25669642857142855,species_recall
11.02,multiclass,Random Forest,"(5454, 1600)",400,400,1,30,50,0.7517677707480461,species_recall
11.02,multiclass,Random Forest,"(5454, 3200)",400,400,2,30,50,0.7718645329363603,species_recall
11.02,multiclass,Random Forest,"(5454, 25589)",400,400,4,30,50,0.6442128768142911,species_recall
11.02,multiclass,Random Forest,"(5454, 148978)",400,400,6,30,50,0.3613695571269073,species_recall
11.02,multiclass,Random Forest,"(5454, 202156)",400,400,8,30,50,0.3033122441384444,species_recall
11.02,multiclass,Random Forest,"(5454, 175860)",400,400,10,30,50,0.27800521027167846,species_recall
11.02,multiclass,Random Forest,"(5454, 146524)",400,400,12,30,50,0.2906587272050614,species_recall
11.02,multiclass,Random Forest,"(56, 400)",100,1,1,30,50,0.27586206896551724,species_recall
11.02,multiclass,Random Forest,"(56, 792)",100,1,2,30,50,0.034482758620689655,species_recall
11.02,multiclass,Random Forest,"(56, 1724)",100,1,4,30,50,0.1724137931034483,species_recall
11.02,multiclass,Random Forest,"(56, 1330)",100,1,6,30,50,0.10344827586206896,species_recall
11.02,multiclass,Random Forest,"(56, 1018)",100,1,8,30,50,0.2413793103448276,species_recall
11.02,multiclass,Random Forest,"(56, 850)",100,1,10,30,50,0.1724137931034483,species_recall
11.02,multiclass,Random Forest,"(56, 680)",100,1,12,30,50,0.20689655172413793,species_recall
11.02,multiclass,Random Forest,"(546, 400)",100,10,1,30,50,0.37037037037037035,species_recall
11.02,multiclass,Random Forest,"(546, 800)",100,10,2,30,50,0.4185185185185185,species_recall
11.02,multiclass,Random Forest,"(546, 5682)",100,10,4,30,50,0.32592592592592595,species_recall
11.02,multiclass,Random Forest,"(546, 10619)",100,10,6,30,50,0.23703703703703705,species_recall
11.02,multiclass,Random Forest,"(546, 9222)",100,10,8,30,50,0.25555555555555554,species_recall
11.02,multiclass,Random Forest,"(546, 7794)",100,10,10,30,50,0.22962962962962963,species_recall
11.02,multiclass,Random Forest,"(546, 6251)",100,10,12,30,50,0.24444444444444444,species_recall
11.02,multiclass,Random Forest,"(5454, 400)",100,100,1,30,50,0.6803126163007072,species_recall
11.02,multiclass,Random Forest,"(5454, 800)",100,100,2,30,50,0.7041310011164867,species_recall
11.02,multiclass,Random Forest,"(5454, 6399)",100,100,4,30,50,0.5589877186453294,species_recall
11.02,multiclass,Random Forest,"(5454, 38757)",100,100,6,30,50,0.31187197618161516,species_recall
11.02,multiclass,Random Forest,"(5454, 54023)",100,100,8,30,50,0.2843319687383699,species_recall
11.02,multiclass,Random Forest,"(5454, 49179)",100,100,10,30,50,0.2694454782285076,species_recall
11.02,multiclass,Random Forest,"(5454, 39762)",100,100,12,30,50,0.26572385560104206,species_recall
11.02,multiclass,Random Forest,"(10908, 400)",100,200,1,30,50,0.8490882024562709,species_recall
11.02,multiclass,Random Forest,"(10908, 800)",100,200,2,30,50,0.8585783401563082,species_recall
11.02,multiclass,Random Forest,"(10908, 6400)",100,200,4,30,50,0.6289542240416822,species_recall
11.02,multiclass,Random Forest,"(10908, 44572)",100,200,6,30,50,0.3913286192780052,species_recall
11.02,multiclass,Random Forest,"(10908, 70424)",100,200,8,30,50,0.29270561965016745,species_recall
11.02,multiclass,Random Forest,"(10908, 65790)",100,200,10,30,50,0.27018980275400073,species_recall
11.02,multiclass,Random Forest,"(10908, 53357)",100,200,12,30,50,0.2713062895422404,species_recall
11.02,multiclass,Random Forest,"(21817, 400)",100,400,1,30,50,0.9616637201079371,species_recall
11.02,multiclass,Random Forest,"(21817, 800)",100,400,2,30,50,0.9649204429143017,species_recall
11.02,multiclass,Random Forest,"(21817, 6400)",100,400,4,30,50,0.7099655717874755,species_recall
11.02,multiclass,Random Forest,"(21817, 46679)",100,400,6,30,50,0.4450544337954778,species_recall
11.02,multiclass,Random Forest,"(21817, 77761)",100,400,8,30,50,0.3030613194379827,species_recall
11.02,multiclass,Random Forest,"(21817, 73474)",100,400,10,30,50,0.27021494370522003,species_recall
11.02,multiclass,Random Forest,"(21817, 59678)",100,400,12,30,50,0.26574858099934867,species_recall
11.02,multiclass,Random Forest,"(29, 800)",200,1,1,30,50,0.2,species_recall
11.02,multiclass,Random Forest,"(29, 1458)",200,1,2,30,50,0.13333333333333333,species_recall
11.02,multiclass,Random Forest,"(29, 1960)",200,1,4,30,50,0.13333333333333333,species_recall
11.02,multiclass,Random Forest,"(29, 1437)",200,1,6,30,50,0.06666666666666667,species_recall
11.02,multiclass,Random Forest,"(29, 1099)",200,1,8,30,50,0.2,species_recall
11.02,multiclass,Random Forest,"(29, 880)",200,1,10,30,50,0.13333333333333333,species_recall
11.02,multiclass,Random Forest,"(29, 704)",200,1,12,30,50,0.06666666666666667,species_recall
11.02,multiclass,Random Forest,"(274, 800)",200,10,1,30,50,0.3925925925925926,species_recall
11.02,multiclass,Random Forest,"(274, 1600)",200,10,2,30,50,0.28888888888888886,species_recall
11.02,multiclass,Random Forest,"(274, 9110)",200,10,4,30,50,0.2518518518518518,species_recall
11.02,multiclass,Random Forest,"(274, 12097)",200,10,6,30,50,0.21481481481481482,species_recall
11.02,multiclass,Random Forest,"(274, 9920)",200,10,8,30,50,0.17037037037037037,species_recall
11.02,multiclass,Random Forest,"(274, 8005)",200,10,10,30,50,0.2518518518518518,species_recall
11.02,multiclass,Random Forest,"(274, 6408)",200,10,12,30,50,0.17777777777777778,species_recall
11.02,multiclass,Random Forest,"(2727, 800)",200,100,1,30,50,0.5855654761904762,species_recall
11.02,multiclass,Random Forest,"(2727, 1600)",200,100,2,30,50,0.5669642857142857,species_recall
11.02,multiclass,Random Forest,"(2727, 12770)",200,100,4,30,50,0.4895833333333333,species_recall
11.02,multiclass,Random Forest,"(2727, 60421)",200,100,6,30,50,0.31547619047619047,species_recall
11.02,multiclass,Random Forest,"(2727, 71237)",200,100,8,30,50,0.2961309523809524,species_recall
11.02,multiclass,Random Forest,"(2727, 60264)",200,100,10,30,50,0.2857142857142857,species_recall
11.02,multiclass,Random Forest,"(2727, 48533)",200,100,12,30,50,0.2760416666666667,species_recall
11.02,multiclass,Random Forest,"(5454, 800)",200,200,1,30,50,0.7205061406773353,species_recall
11.02,multiclass,Random Forest,"(5454, 1600)",200,200,2,30,50,0.71566803126163,species_recall
11.02,multiclass,Random Forest,"(5454, 12800)",200,200,4,30,50,0.6010420543356904,species_recall
11.02,multiclass,Random Forest,"(5454, 78150)",200,200,6,30,50,0.40379605508001487,species_recall
11.02,multiclass,Random Forest,"(5454, 108439)",200,200,8,30,50,0.2880535913658355,species_recall
11.02,multiclass,Random Forest,"(5454, 94709)",200,200,10,30,50,0.2672125046520283,species_recall
11.02,multiclass,Random Forest,"(5454, 76531)",200,200,12,30,50,0.26497953107554895,species_recall
11.02,multiclass,Random Forest,"(10908, 800)",200,400,1,30,50,0.8649050986229996,species_recall
11.02,multiclass,Random Forest,"(10908, 1600)",200,400,2,30,50,0.8825828061034611,species_recall
11.02,multiclass,Random Forest,"(10908, 12800)",200,400,4,30,50,0.6924078898399703,species_recall
11.02,multiclass,Random Forest,"(10908, 89391)",200,400,6,30,50,0.428544845552661,species_recall
11.02,multiclass,Random Forest,"(10908, 140043)",200,400,8,30,50,0.3075921101600298,species_recall
11.02,multiclass,Random Forest,"(10908, 125168)",200,400,10,30,50,0.278377372534425,species_recall
11.02,multiclass,Random Forest,"(10908, 101448)",200,400,12,30,50,0.26144398957945664,species_recall
11.02,multiclass,Random Forest,"(15, 1593)",400,1,1,30,50,0.25,species_recall
11.02,multiclass,Random Forest,"(15, 2340)",400,1,2,30,50,0.25,species_recall
11.02,multiclass,Random Forest,"(15, 2164)",400,1,4,30,50,0.25,species_recall
11.02,multiclass,Random Forest,"(15, 1512)",400,1,6,30,50,0.125,species_recall
11.02,multiclass,Random Forest,"(15, 1150)",400,1,8,30,50,0.125,species_recall
11.02,multiclass,Random Forest,"(15, 920)",400,1,10,30,50,0.125,species_recall
11.02,multiclass,Random Forest,"(15, 759)",400,1,12,30,50,0.125,species_recall
11.02,multiclass,Random Forest,"(137, 1600)",400,10,1,30,50,0.3235294117647059,species_recall
11.02,multiclass,Random Forest,"(137, 3197)",400,10,2,30,50,0.29411764705882354,species_recall
11.02,multiclass,Random Forest,"(137, 12512)",400,10,4,30,50,0.29411764705882354,species_recall
11.02,multiclass,Random Forest,"(137, 12526)",400,10,6,30,50,0.25,species_recall
11.02,multiclass,Random Forest,"(137, 9939)",400,10,8,30,50,0.22058823529411764,species_recall
11.02,multiclass,Random Forest,"(137, 7984)",400,10,10,30,50,0.17647058823529413,species_recall
11.02,multiclass,Random Forest,"(137, 6591)",400,10,12,30,50,0.20588235294117646,species_recall
11.02,multiclass,Random Forest,"(1364, 1600)",400,100,1,30,50,0.5066864784546805,species_recall
11.02,multiclass,Random Forest,"(1364, 3200)",400,100,2,30,50,0.5081723625557206,species_recall
11.02,multiclass,Random Forest,"(1364, 25068)",400,100,4,30,50,0.4413075780089153,species_recall
11.02,multiclass,Random Forest,"(1364, 81240)",400,100,6,30,50,0.3551263001485884,species_recall
11.02,multiclass,Random Forest,"(1364, 82009)",400,100,8,30,50,0.2540861812778603,species_recall
11.02,multiclass,Random Forest,"(1364, 67899)",400,100,10,30,50,0.22585438335809807,species_recall
11.02,multiclass,Random Forest,"(1364, 56236)",400,100,12,30,50,0.25705794947994054,species_recall
11.02,multiclass,Random Forest,"(2727, 1600)",400,200,1,30,50,0.6346726190476191,species_recall
11.02,multiclass,Random Forest,"(2727, 3200)",400,200,2,30,50,0.6116071428571429,species_recall
11.02,multiclass,Random Forest,"(2727, 25528)",400,200,4,30,50,0.5297619047619048,species_recall
11.02,multiclass,Random Forest,"(2727, 116894)",400,200,6,30,50,0.3392857142857143,species_recall
11.02,multiclass,Random Forest,"(2727, 136833)",400,200,8,30,50,0.28720238095238093,species_recall
11.02,multiclass,Random Forest,"(2727, 115912)",400,200,10,30,50,0.25892857142857145,species_recall
11.02,multiclass,Random Forest,"(2727, 96282)",400,200,12,30,50,0.28125,species_recall
11.02,multiclass,Random Forest,"(5454, 1600)",400,400,1,30,50,0.7662820989951619,species_recall
11.02,multiclass,Random Forest,"(5454, 3200)",400,400,2,30,50,0.757722366951991,species_recall
11.02,multiclass,Random Forest,"(5454, 25594)",400,400,4,30,50,0.627465574990696,species_recall
11.02,multiclass,Random Forest,"(5454, 150163)",400,400,6,30,50,0.41384443617417194,species_recall
11.02,multiclass,Random Forest,"(5454, 203848)",400,400,8,30,50,0.2992184592482322,species_recall
11.02,multiclass,Random Forest,"(5454, 177552)",400,400,10,30,50,0.2679568291775214,species_recall
11.02,multiclass,Random Forest,"(5454, 147882)",400,400,12,30,50,0.27540007443245257,species_recall
