experiment,category,classifier,training shape,sample_length,coverage,k,penalty,multi_class,class_weight,solver,score,score type
17.02,multiclass,Logistic Regression (sklearn),"(2727, 71222)",200,100,8,l2,auto,none,lbfgs,0.533482143,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(2727, 60438)",200,100,10,l2,auto,none,lbfgs,0.503720238,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(2727, 48680)",200,100,12,l2,auto,none,lbfgs,0.494047619,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(5454, 800)",200,200,1,l2,auto,none,lbfgs,0.619278005,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(5454, 1600)",200,200,2,l2,auto,none,lbfgs,0.775958318,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(5454, 12796)",200,200,4,l2,auto,none,lbfgs,0.794194269,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(5454, 78706)",200,200,6,l2,auto,none,lbfgs,0.74506885,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(5454, 109615)",200,200,8,l2,auto,none,lbfgs,0.686639375,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(5454, 95695)",200,200,10,l2,auto,none,lbfgs,0.664309639,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(5454, 77347)",200,200,12,l2,auto,none,lbfgs,0.640491254,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(10908, 800)",200,400,1,l2,auto,none,lbfgs,0.629512467,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(10908, 1600)",200,400,2,l2,auto,none,lbfgs,0.881094157,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(10908, 12800)",200,400,4,l2,auto,none,lbfgs,0.916263491,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(10908, 89527)",200,400,6,l2,auto,none,lbfgs,0.889467808,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(10908, 140241)",200,400,8,l2,auto,none,lbfgs,0.860997395,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(10908, 125462)",200,400,10,l2,auto,none,lbfgs,0.851135095,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(10908, 101676)",200,400,12,l2,auto,none,lbfgs,0.835876442,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(15, 1594)",400,1,1,l2,auto,none,lbfgs,0,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(15, 2329)",400,1,2,l2,auto,none,lbfgs,0.125,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(15, 2146)",400,1,4,l2,auto,none,lbfgs,0.125,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(15, 1510)",400,1,6,l2,auto,none,lbfgs,0.125,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(15, 1150)",400,1,8,l2,auto,none,lbfgs,0.125,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(15, 920)",400,1,10,l2,auto,none,lbfgs,0.125,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(15, 759)",400,1,12,l2,auto,none,lbfgs,0.125,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(137, 1600)",400,10,1,l2,auto,none,lbfgs,0.426470588,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(137, 3199)",400,10,2,l2,auto,none,lbfgs,0.426470588,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(137, 12670)",400,10,4,l2,auto,none,lbfgs,0.367647059,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(137, 12771)",400,10,6,l2,auto,none,lbfgs,0.338235294,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(137, 10127)",400,10,8,l2,auto,none,lbfgs,0.176470588,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(137, 8139)",400,10,10,l2,auto,none,lbfgs,0.25,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(137, 6719)",400,10,12,l2,auto,none,lbfgs,0.235294118,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(1364, 1600)",400,100,1,l2,auto,none,lbfgs,0.631500743,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(1364, 3200)",400,100,2,l2,auto,none,lbfgs,0.676077266,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(1364, 25078)",400,100,4,l2,auto,none,lbfgs,0.707280832,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(1364, 81423)",400,100,6,l2,auto,none,lbfgs,0.539375929,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(1364, 82639)",400,100,8,l2,auto,none,lbfgs,0.454680535,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(1364, 68466)",400,100,10,l2,auto,none,lbfgs,0.407132244,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(1364, 56712)",400,100,12,l2,auto,none,lbfgs,0.408618128,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(2727, 1600)",400,200,1,l2,auto,none,lbfgs,0.741071429,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(2727, 3200)",400,200,2,l2,auto,none,lbfgs,0.759672619,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(2727, 25523)",400,200,4,l2,auto,none,lbfgs,0.802827381,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(2727, 117687)",400,200,6,l2,auto,none,lbfgs,0.67485119,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(2727, 138124)",400,200,8,l2,auto,none,lbfgs,0.557291667,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(2727, 117127)",400,200,10,l2,auto,none,lbfgs,0.537946429,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(2727, 97277)",400,200,12,l2,auto,none,lbfgs,0.557291667,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(5454, 1600)",400,400,1,l2,auto,none,lbfgs,0.822478601,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(5454, 3200)",400,400,2,l2,auto,none,lbfgs,0.862299963,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(5454, 25594)",400,400,4,l2,auto,none,lbfgs,0.891700782,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(5454, 148437)",400,400,6,l2,auto,none,lbfgs,0.826200223,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(5454, 200442)",400,400,8,l2,auto,none,lbfgs,0.758094529,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(5454, 174374)",400,400,10,l2,auto,none,lbfgs,0.711946409,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(5454, 145281)",400,400,12,l2,auto,none,lbfgs,0.711946409,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(56, 400)",100,1,1,l2,auto,none,lbfgs,0.172413793,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(56, 789)",100,1,2,l2,auto,none,lbfgs,0.275862069,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(56, 1701)",100,1,4,l2,auto,none,lbfgs,0.172413793,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(56, 1333)",100,1,6,l2,auto,none,lbfgs,0.206896552,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(56, 1018)",100,1,8,l2,auto,none,lbfgs,0.172413793,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(56, 850)",100,1,10,l2,auto,none,lbfgs,0.206896552,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(56, 680)",100,1,12,l2,auto,none,lbfgs,0.172413793,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(546, 400)",100,10,1,l2,auto,none,lbfgs,0.385185185,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(546, 800)",100,10,2,l2,auto,none,lbfgs,0.42962963,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(546, 5645)",100,10,4,l2,auto,none,lbfgs,0.381481481,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(546, 10511)",100,10,6,l2,auto,none,lbfgs,0.333333333,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(546, 9131)",100,10,8,l2,auto,none,lbfgs,0.296296296,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(546, 7727)",100,10,10,l2,auto,none,lbfgs,0.292592593,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(546, 6196)",100,10,12,l2,auto,none,lbfgs,0.251851852,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(5454, 400)",100,100,1,l2,auto,none,lbfgs,0.48195013,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(5454, 800)",100,100,2,l2,auto,none,lbfgs,0.624116115,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(5454, 6400)",100,100,4,l2,auto,none,lbfgs,0.745813175,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(5454, 38994)",100,100,6,l2,auto,none,lbfgs,0.705247488,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(5454, 54204)",100,100,8,l2,auto,none,lbfgs,0.646073688,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(5454, 49353)",100,100,10,l2,auto,none,lbfgs,0.643468552,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(5454, 39873)",100,100,12,l2,auto,none,lbfgs,0.630070711,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(10908, 400)",100,200,1,l2,auto,none,lbfgs,0.507629326,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(10908, 800)",100,200,2,l2,auto,none,lbfgs,0.636955713,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(10908, 6400)",100,200,4,l2,auto,none,lbfgs,0.882396725,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(10908, 44466)",100,200,6,l2,auto,none,lbfgs,0.855973204,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(10908, 70265)",100,200,8,l2,auto,none,lbfgs,0.846296985,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(10908, 65673)",100,200,10,l2,auto,none,lbfgs,0.830107927,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(10908, 53256)",100,200,12,l2,auto,none,lbfgs,0.824525493,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(21817, 400)",100,400,1,l2,auto,none,lbfgs,0.513073416,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(21817, 800)",100,400,2,l2,auto,none,lbfgs,0.650693217,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(21817, 6400)",100,400,4,l2,auto,none,lbfgs,0.969665953,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(21817, 46681)",100,400,6,l2,auto,none,lbfgs,0.968270215,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(21817, 77752)",100,400,8,l2,auto,none,lbfgs,0.965199591,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(21817, 73513)",100,400,10,l2,auto,none,lbfgs,0.959151391,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(21817, 59712)",100,400,12,l2,auto,none,lbfgs,0.958779194,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(29, 799)",200,1,1,l2,auto,none,lbfgs,0.4,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(29, 1440)",200,1,2,l2,auto,none,lbfgs,0.2,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(29, 1931)",200,1,4,l2,auto,none,lbfgs,0.066666667,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(29, 1438)",200,1,6,l2,auto,none,lbfgs,0.066666667,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(29, 1100)",200,1,8,l2,auto,none,lbfgs,0.066666667,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(29, 880)",200,1,10,l2,auto,none,lbfgs,0.2,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(29, 704)",200,1,12,l2,auto,none,lbfgs,0.066666667,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(274, 800)",200,10,1,l2,auto,none,lbfgs,0.37037037,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(274, 1600)",200,10,2,l2,auto,none,lbfgs,0.444444444,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(274, 9024)",200,10,4,l2,auto,none,lbfgs,0.340740741,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(274, 12033)",200,10,6,l2,auto,none,lbfgs,0.274074074,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(274, 9910)",200,10,8,l2,auto,none,lbfgs,0.259259259,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(274, 7992)",200,10,10,l2,auto,none,lbfgs,0.266666667,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(274, 6397)",200,10,12,l2,auto,none,lbfgs,0.237037037,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(2727, 800)",200,100,1,l2,auto,none,lbfgs,0.610119048,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(2727, 1600)",200,100,2,l2,auto,none,lbfgs,0.631696429,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(2727, 12777)",200,100,4,l2,auto,none,lbfgs,0.694940476,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(2727, 60526)",200,100,6,l2,auto,none,lbfgs,0.59672619,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(2727, 71463)",200,100,8,l2,auto,none,lbfgs,0.53422619,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(2727, 60546)",200,100,10,l2,auto,none,lbfgs,0.516369048,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(2727, 48758)",200,100,12,l2,auto,none,lbfgs,0.511160714,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(5454, 800)",200,200,1,l2,auto,none,lbfgs,0.606996651,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(5454, 1600)",200,200,2,l2,auto,none,lbfgs,0.760699665,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(5454, 12797)",200,200,4,l2,auto,none,lbfgs,0.801265352,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(5454, 79014)",200,200,6,l2,auto,none,lbfgs,0.752139933,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(5454, 110107)",200,200,8,l2,auto,none,lbfgs,0.67770748,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(5454, 96207)",200,200,10,l2,auto,none,lbfgs,0.653889096,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(5454, 77786)",200,200,12,l2,auto,none,lbfgs,0.635280983,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(10908, 800)",200,400,1,l2,auto,none,lbfgs,0.617417194,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(10908, 1600)",200,400,2,l2,auto,none,lbfgs,0.880535914,species_recall
17.02,multiclass,Logistic Regression (sklearn),"(10908, 12800)",200,400,4,l2,auto,none,lbfgs,0.929661332,species_recall
