experiment,category,classifier,training shape,sample_length,coverage,k,penalty,multi_class,class_weight,solver,score,score type
17.06,multiclass,Logistic Regression (sklearn),"(15341, 800)",200,100,1,l2,ovr,,liblinear,0.4147148339288077,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(15341, 1600)",200,100,2,l2,ovr,,liblinear,0.4557364033346566,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(15341, 12800)",200,100,4,l2,ovr,,liblinear,0.6077808654227869,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(15341, 123636)",200,100,6,l2,ovr,,liblinear,0.5900489612280005,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(15341, 330608)",200,100,8,l2,ovr,,liblinear,0.537911869789599,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(15341, 329586)",200,100,10,l2,ovr,,liblinear,0.5299722111949187,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(15341, 270330)",200,100,12,l2,ovr,,liblinear,0.5166071192272066,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(30676, 800)",200,200,1,l2,ovr,,liblinear,0.4230311052283256,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(30676, 1600)",200,200,2,l2,ovr,,liblinear,0.48649900727994705,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(30676, 12800)",200,200,4,l2,ovr,,liblinear,0.7188616810059563,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(30676, 130184)",200,200,6,l2,ovr,,liblinear,0.7298477829252151,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(30676, 460671)",200,200,8,l2,ovr,,liblinear,0.6929847782925215,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(30676, 500977)",200,200,10,l2,ovr,,liblinear,0.6738583719391131,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(30676, 416305)",200,200,12,l2,ovr,,liblinear,0.6731965585704831,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(61353, 800)",200,400,1,l2,ovr,,liblinear,0.4413117575035574,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(61353, 1600)",200,400,2,l2,ovr,,liblinear,0.5086534961448096,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(61353, 12800)",200,400,4,l2,ovr,,liblinear,0.8385452860782951,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(61353, 132402)",200,400,6,l2,ovr,,liblinear,0.8574075912505378,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(61353, 555833)",200,400,8,l2,ovr,,liblinear,0.8382474602071545,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(61353, 645241)",200,400,10,l2,ovr,,liblinear,0.831000364009398,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(61353, 541746)",200,400,12,l2,ovr,,liblinear,0.8304708957940369,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(84, 1600)",400,1,1,l2,ovr,,liblinear,0.21428571428571427,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(84, 3194)",400,1,2,l2,ovr,,liblinear,0.16666666666666666,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(84, 9215)",400,1,4,l2,ovr,,liblinear,0.21428571428571427,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(84, 7994)",400,1,6,l2,ovr,,liblinear,0.21428571428571427,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(84, 6232)",400,1,8,l2,ovr,,liblinear,0.19047619047619047,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(84, 4997)",400,1,10,l2,ovr,,liblinear,0.14285714285714285,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(84, 4122)",400,1,12,l2,ovr,,liblinear,0.2619047619047619,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(773, 1600)",400,10,1,l2,ovr,,liblinear,0.3543307086614173,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(773, 3200)",400,10,2,l2,ovr,,liblinear,0.4094488188976378,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(773, 24447)",400,10,4,l2,ovr,,liblinear,0.32545931758530183,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(773, 60496)",400,10,6,l2,ovr,,liblinear,0.29133858267716534,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(773, 55593)",400,10,8,l2,ovr,,liblinear,0.29658792650918636,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(773, 45351)",400,10,10,l2,ovr,,liblinear,0.2782152230971129,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(773, 37489)",400,10,12,l2,ovr,,liblinear,0.2755905511811024,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(7675, 1600)",400,100,1,l2,ovr,,liblinear,0.36762761174292513,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(7675, 3200)",400,100,2,l2,ovr,,liblinear,0.47077492726791853,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(7675, 25600)",400,100,4,l2,ovr,,liblinear,0.5731288019042581,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(7675, 215832)",400,100,6,l2,ovr,,liblinear,0.5096535308119545,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(7675, 413586)",400,100,8,l2,ovr,,liblinear,0.4549061094948426,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(7675, 380583)",400,100,10,l2,ovr,,liblinear,0.4305739222427929,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(7675, 318627)",400,100,12,l2,ovr,,liblinear,0.4173499074318963,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(15341, 1600)",400,200,1,l2,ovr,,liblinear,0.4411803625777425,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(15341, 3200)",400,200,2,l2,ovr,,liblinear,0.5449252348815667,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(15341, 25600)",400,200,4,l2,ovr,,liblinear,0.6783114992721979,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(15341, 245180)",400,200,6,l2,ovr,,liblinear,0.6358343257906577,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(15341, 641174)",400,200,8,l2,ovr,,liblinear,0.5708614529575228,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(15341, 635914)",400,200,10,l2,ovr,,liblinear,0.5594812756384808,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(15341, 537590)",400,200,12,l2,ovr,,liblinear,0.5490273918221517,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(30676, 1600)",400,400,1,l2,ovr,,liblinear,0.4899404367968233,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(30676, 3200)",400,400,2,l2,ovr,,liblinear,0.6084712111184646,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(30676, 25600)",400,400,4,l2,ovr,,liblinear,0.7802779616148247,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(30676, 258774)",400,400,6,l2,ovr,,liblinear,0.771012574454004,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(30676, 884300)",400,400,8,l2,ovr,,liblinear,0.7315684976836532,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(30676, 950130)",400,400,10,l2,ovr,,liblinear,0.7121773659827928,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(30676, 812817)",400,400,12,l2,ovr,,liblinear,0.7146260754467241,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(314, 400)",100,1,1,l2,ovr,,liblinear,0.3032258064516129,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(314, 800)",100,1,2,l2,ovr,,liblinear,0.36774193548387096,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(314, 4931)",100,1,4,l2,ovr,,liblinear,0.27741935483870966,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(314, 6730)",100,1,6,l2,ovr,,liblinear,0.2709677419354839,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(314, 5558)",100,1,8,l2,ovr,,liblinear,0.22580645161290322,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(314, 4676)",100,1,10,l2,ovr,,liblinear,0.2967741935483871,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(314, 3743)",100,1,12,l2,ovr,,liblinear,0.24516129032258063,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(3073, 400)",100,10,1,l2,ovr,,liblinear,0.30627062706270625,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(3073, 800)",100,10,2,l2,ovr,,liblinear,0.3174917491749175,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(3073, 6399)",100,10,4,l2,ovr,,liblinear,0.38745874587458745,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(3073, 36903)",100,10,6,l2,ovr,,liblinear,0.3537953795379538,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(3073, 47959)",100,10,8,l2,ovr,,liblinear,0.3452145214521452,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(3073, 42862)",100,10,10,l2,ovr,,liblinear,0.3458745874587459,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(3073, 34505)",100,10,12,l2,ovr,,liblinear,0.31815181518151814,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(30676, 400)",100,100,1,l2,ovr,,liblinear,0.3945731303772336,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(30676, 800)",100,100,2,l2,ovr,,liblinear,0.4268696227663799,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(30676, 6400)",100,100,4,l2,ovr,,liblinear,0.6308405029781602,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(30676, 63307)",100,100,6,l2,ovr,,liblinear,0.68457974851092,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(30676, 225111)",100,100,8,l2,ovr,,liblinear,0.671277299801456,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(30676, 255623)",100,100,10,l2,ovr,,liblinear,0.6614162806088683,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(30676, 212553)",100,100,12,l2,ovr,,liblinear,0.6609530112508273,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(61353, 400)",100,200,1,l2,ovr,,liblinear,0.4018663754591482,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(61353, 800)",100,200,2,l2,ovr,,liblinear,0.4379694893940898,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(61353, 6400)",100,200,4,l2,ovr,,liblinear,0.6921804162943843,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(61353, 64332)",100,200,6,l2,ovr,,liblinear,0.8346404579900063,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(61353, 273252)",100,200,8,l2,ovr,,liblinear,0.8229259737251398,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(61353, 332783)",100,200,10,l2,ovr,,liblinear,0.8189880538733909,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(61353, 279869)",100,200,12,l2,ovr,,liblinear,0.8153148681293226,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(122706, 400)",100,400,1,l2,ovr,,liblinear,0.3988053873390913,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(122706, 800)",100,400,2,l2,ovr,,liblinear,0.44329726331116187,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(122706, 6400)",100,400,4,l2,ovr,,liblinear,0.7393527251067209,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(122706, 64564)",100,400,6,l2,ovr,,liblinear,0.9305900261424931,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(122706, 293647)",100,400,8,l2,ovr,,liblinear,0.9282570568185579,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(122706, 369121)",100,400,10,l2,ovr,,liblinear,0.9281412356464476,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(122706, 312042)",100,400,12,l2,ovr,,liblinear,0.9297296402925311,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(160, 800)",200,1,1,l2,ovr,,liblinear,0.3125,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(160, 1600)",200,1,2,l2,ovr,,liblinear,0.2875,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(160, 7169)",200,1,4,l2,ovr,,liblinear,0.2875,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(160, 7501)",200,1,6,l2,ovr,,liblinear,0.225,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(160, 5978)",200,1,8,l2,ovr,,liblinear,0.225,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(160, 4799)",200,1,10,l2,ovr,,liblinear,0.2875,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(160, 3839)",200,1,12,l2,ovr,,liblinear,0.2875,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(1541, 800)",200,10,1,l2,ovr,,liblinear,0.29117259552042163,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(1541, 1600)",200,10,2,l2,ovr,,liblinear,0.36363636363636365,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(1541, 12734)",200,10,4,l2,ovr,,liblinear,0.37549407114624506,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(1541, 50418)",200,10,6,l2,ovr,,liblinear,0.3333333333333333,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(1541, 53349)",200,10,8,l2,ovr,,liblinear,0.2977602108036891,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(1541, 44277)",200,10,10,l2,ovr,,liblinear,0.2951251646903821,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(1541, 35525)",200,10,12,l2,ovr,,liblinear,0.2977602108036891,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(15341, 800)",200,100,1,l2,ovr,,liblinear,0.40545189890168054,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(15341, 1600)",200,100,2,l2,ovr,,liblinear,0.4504432976048697,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(15341, 12800)",200,100,4,l2,ovr,,liblinear,0.593092497022628,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(15341, 123614)",200,100,6,l2,ovr,,liblinear,0.5924308588064047,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(15341, 330443)",200,100,8,l2,ovr,,liblinear,0.5331480746327908,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(15341, 329487)",200,100,10,l2,ovr,,liblinear,0.5254730713245997,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(15341, 270373)",200,100,12,l2,ovr,,liblinear,0.518856689162366,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(30676, 800)",200,200,1,l2,ovr,,liblinear,0.42091330244870945,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(30676, 1600)",200,200,2,l2,ovr,,liblinear,0.4887491727332892,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(30676, 12800)",200,200,4,l2,ovr,,liblinear,0.7172733289212442,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(30676, 130246)",200,200,6,l2,ovr,,liblinear,0.7304434149569822,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(30676, 460885)",200,200,8,l2,ovr,,liblinear,0.6939774983454666,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(30676, 500732)",200,200,10,l2,ovr,,liblinear,0.6790205162144275,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(30676, 415969)",200,200,12,l2,ovr,,liblinear,0.6794837855724686,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(61353, 800)",200,400,1,l2,ovr,,liblinear,0.4342632118865614,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(61353, 1600)",200,400,2,l2,ovr,,liblinear,0.5097786161024521,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(61353, 12800)",200,400,4,l2,ovr,,liblinear,0.8419868294781429,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(61353, 132453)",200,400,6,l2,ovr,,liblinear,0.8569443065620967,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(61353, 556755)",200,400,8,l2,ovr,,liblinear,0.8430457659088653,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(61353, 646758)",200,400,10,l2,ovr,,liblinear,0.8399351401436183,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(61353, 543046)",200,400,12,l2,ovr,,liblinear,0.8312650981170786,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(84, 1600)",400,1,1,l2,ovr,,liblinear,0.16666666666666666,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(84, 3192)",400,1,2,l2,ovr,,liblinear,0.23809523809523808,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(84, 9252)",400,1,4,l2,ovr,,liblinear,0.19047619047619047,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(84, 8099)",400,1,6,l2,ovr,,liblinear,0.23809523809523808,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(84, 6288)",400,1,8,l2,ovr,,liblinear,0.14285714285714285,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(84, 5039)",400,1,10,l2,ovr,,liblinear,0.14285714285714285,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(84, 4158)",400,1,12,l2,ovr,,liblinear,0.23809523809523808,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(773, 1600)",400,10,1,l2,ovr,,liblinear,0.2992125984251969,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(773, 3200)",400,10,2,l2,ovr,,liblinear,0.3937007874015748,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(773, 24420)",400,10,4,l2,ovr,,liblinear,0.3910761154855643,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(773, 60526)",400,10,6,l2,ovr,,liblinear,0.29133858267716534,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(773, 55770)",400,10,8,l2,ovr,,liblinear,0.2545931758530184,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(773, 45475)",400,10,10,l2,ovr,,liblinear,0.28608923884514437,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(773, 37580)",400,10,12,l2,ovr,,liblinear,0.25984251968503935,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(7675, 1600)",400,100,1,l2,ovr,,liblinear,0.36895001322401483,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(7675, 3200)",400,100,2,l2,ovr,,liblinear,0.4855858238561227,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(7675, 25600)",400,100,4,l2,ovr,,liblinear,0.5691615974609892,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(7675, 215720)",400,100,6,l2,ovr,,liblinear,0.4887595874107379,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(7675, 412554)",400,100,8,l2,ovr,,liblinear,0.449616503570484,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(7675, 378927)",400,100,10,l2,ovr,,liblinear,0.4321608040201005,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(7675, 317253)",400,100,12,l2,ovr,,liblinear,0.4266067177995239,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(15341, 1600)",400,200,1,l2,ovr,,liblinear,0.4458118300913061,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(15341, 3200)",400,200,2,l2,ovr,,liblinear,0.5409554055842265,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(15341, 25600)",400,200,4,l2,ovr,,liblinear,0.6699748577477835,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(15341, 245163)",400,200,6,l2,ovr,,liblinear,0.6391425168717745,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(15341, 641799)",400,200,8,l2,ovr,,liblinear,0.5720524017467249,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(15341, 636904)",400,200,10,l2,ovr,,liblinear,0.5483657536059283,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(15341, 538489)",400,200,12,l2,ovr,,liblinear,0.5394998015085352,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(30676, 1600)",400,400,1,l2,ovr,,liblinear,0.47597617471872933,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(30676, 3200)",400,400,2,l2,ovr,,liblinear,0.6119126406353408,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(30676, 25600)",400,400,4,l2,ovr,,liblinear,0.7781601588352085,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(30676, 258764)",400,400,6,l2,ovr,,liblinear,0.7700860357379219,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(30676, 888537)",400,400,8,l2,ovr,,liblinear,0.7264725347452019,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(30676, 957219)",400,400,10,l2,ovr,,liblinear,0.7072799470549305,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(30676, 819034)",400,400,12,l2,ovr,,liblinear,0.7064195896757115,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(314, 400)",100,1,1,l2,ovr,,liblinear,0.2838709677419355,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(314, 800)",100,1,2,l2,ovr,,liblinear,0.25806451612903225,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(314, 4932)",100,1,4,l2,ovr,,liblinear,0.2903225806451613,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(314, 6765)",100,1,6,l2,ovr,,liblinear,0.22580645161290322,species_recall
17.06,multiclass,Logistic Regression (sklearn),"(314, 5533)",100,1,8,l2,ovr,,liblinear,0.2838709677419355,species_recall
