experiment,category,classifier,training shape,sample_length,coverage,k,max_depth,n_estimators,score,score type
3.03,multiclass,Random Forest,"(897, 400)",100,0.1,1,30,50,0.2330316742081448,species_recall
3.03,multiclass,Random Forest,"(897, 800)",100,0.1,2,30,50,0.26244343891402716,species_recall
3.03,multiclass,Random Forest,"(897, 6244)",100,0.1,4,30,50,0.22171945701357465,species_recall
3.03,multiclass,Random Forest,"(897, 16836)",100,0.1,6,30,50,0.2669683257918552,species_recall
3.03,multiclass,Random Forest,"(897, 15665)",100,0.1,8,30,50,0.2398190045248869,species_recall
3.03,multiclass,Random Forest,"(897, 13324)",100,0.1,10,30,50,0.22171945701357465,species_recall
3.03,multiclass,Random Forest,"(897, 10676)",100,0.1,12,30,50,0.23076923076923078,species_recall
3.03,multiclass,Random Forest,"(8329, 400)",100,1,1,30,50,0.26370948086765783,species_recall
3.03,multiclass,Random Forest,"(8329, 800)",100,1,2,30,50,0.28003899585669023,species_recall
3.03,multiclass,Random Forest,"(8329, 6400)",100,1,4,30,50,0.24396782841823056,species_recall
3.03,multiclass,Random Forest,"(8329, 56659)",100,1,6,30,50,0.23665610528881306,species_recall
3.03,multiclass,Random Forest,"(8329, 121248)",100,1,8,30,50,0.23738727760175482,species_recall
3.03,multiclass,Random Forest,"(8329, 117510)",100,1,10,30,50,0.23470631245430174,species_recall
3.03,multiclass,Random Forest,"(8329, 95431)",100,1,12,30,50,0.23397514014135998,species_recall
3.03,multiclass,Random Forest,"(82734, 400)",100,10,1,30,50,0.4093641873819047,species_recall
3.03,multiclass,Random Forest,"(82734, 800)",100,10,2,30,50,0.33221270643665185,species_recall
3.03,multiclass,Random Forest,"(82734, 6400)",100,10,4,30,50,0.2471105003558195,species_recall
3.03,multiclass,Random Forest,"(82734, 65534)",100,10,6,30,50,0.23888984319403206,species_recall
3.03,multiclass,Random Forest,"(82734, 509745)",100,10,8,30,50,0.2360187480061839,species_recall
3.03,multiclass,Random Forest,"(82734, 852719)",100,10,10,30,50,0.23908615739491054,species_recall
3.03,multiclass,Random Forest,"(82734, 753836)",100,10,12,30,50,0.2393560894211185,species_recall
3.03,multiclass,Random Forest,"(826762, 400)",100,100,1,30,50,0.8007598007917252,species_recall
3.03,multiclass,Random Forest,"(826762, 800)",100,100,2,30,50,0.4745513393514926,species_recall
3.03,multiclass,Random Forest,"(826762, 6400)",100,100,4,30,50,0.24883598715165564,species_recall
3.03,multiclass,Random Forest,"(826762, 65536)",100,100,6,30,50,0.23675628419594708,species_recall
3.03,multiclass,Random Forest,"(826762, 764793)",100,100,8,30,50,0.23648861035529406,species_recall
3.03,multiclass,Random Forest,"(826762, 3134454)",100,100,10,30,50,0.2367243597929334,species_recall
3.03,multiclass,Random Forest,"(826762, 3502665)",100,100,12,30,50,0.23703623665314383,species_recall
3.03,multiclass,Random Forest,"(1653525, 400)",100,200,1,30,50,0.9070667208563609,species_recall
3.03,multiclass,Random Forest,"(1653525, 800)",100,200,2,30,50,0.5231360116303199,species_recall
3.03,multiclass,Random Forest,"(1653525, 6400)",100,200,4,30,50,0.25086595049501303,species_recall
3.03,multiclass,Random Forest,"(1653525, 65536)",100,200,6,30,50,0.2368253352373398,species_recall
3.03,multiclass,Random Forest,"(1653525, 775326)",100,200,8,30,50,0.23664238362619916,species_recall
3.03,multiclass,Random Forest,"(1653525, 3710791)",100,200,10,30,50,0.23698864103788816,species_recall
3.03,multiclass,Random Forest,"(1653525, 4395975)",100,200,12,30,50,0.23700337539583238,species_recall
