experiment,category,classifier,training shape,sample_length,coverage,k,max_depth,n_estimators,score,score type
3.01,multiclass,Random Forest,"(897, 400)",100,0.1,1,15,50,0.2239819004524887,species_recall
3.01,multiclass,Random Forest,"(897, 800)",100,0.1,2,15,50,0.23529411764705882,species_recall
3.01,multiclass,Random Forest,"(897, 6248)",100,0.1,4,15,50,0.2420814479638009,species_recall
3.01,multiclass,Random Forest,"(897, 16953)",100,0.1,6,15,50,0.21040723981900453,species_recall
3.01,multiclass,Random Forest,"(897, 15609)",100,0.1,8,15,50,0.251131221719457,species_recall
3.01,multiclass,Random Forest,"(897, 13287)",100,0.1,10,15,50,0.20588235294117646,species_recall
3.01,multiclass,Random Forest,"(897, 10647)",100,0.1,12,15,50,0.22624434389140272,species_recall
3.01,multiclass,Random Forest,"(8329, 400)",100,1,1,15,50,0.25664148184255425,species_recall
3.01,multiclass,Random Forest,"(8329, 800)",100,1,2,15,50,0.24396782841823056,species_recall
3.01,multiclass,Random Forest,"(8329, 6400)",100,1,4,15,50,0.23007555447233732,species_recall
3.01,multiclass,Random Forest,"(8329, 56642)",100,1,6,15,50,0.24079941506214964,species_recall
3.01,multiclass,Random Forest,"(8329, 121486)",100,1,8,15,50,0.23007555447233732,species_recall
3.01,multiclass,Random Forest,"(8329, 117394)",100,1,10,15,50,0.23105045088959297,species_recall
3.01,multiclass,Random Forest,"(8329, 95302)",100,1,12,15,50,0.24201803558371923,species_recall
3.01,multiclass,Random Forest,"(82734, 400)",100,10,1,15,50,0.3417339451792594,species_recall
3.01,multiclass,Random Forest,"(82734, 800)",100,10,2,15,50,0.26058256239110694,species_recall
3.01,multiclass,Random Forest,"(82734, 6400)",100,10,4,15,50,0.23410468454761846,species_recall
3.01,multiclass,Random Forest,"(82734, 65530)",100,10,6,15,50,0.23427645947338716,species_recall
3.01,multiclass,Random Forest,"(82734, 509744)",100,10,8,15,50,0.2335893597703124,species_recall
3.01,multiclass,Random Forest,"(82734, 853683)",100,10,10,15,50,0.23523349120266987,species_recall
3.01,multiclass,Random Forest,"(82734, 754554)",100,10,12,15,50,0.23739294741233344,species_recall
