experiment,classifier,training_shape,sample_length,coverage,k,C,score,score_type
,,,,,,,,
6.01,Linear SVC,"(5454, 38801)",100,100,6,10,0.702642352,species_recall
,,,,,,,,
6.01,Linear SVC,"(5454, 38801)",100,100,6,100,0.703014514,species_recall
,,,,,,,,
6.01,Linear SVC,"(5454, 54149)",100,100,8,0.01,0.660215854,species_recall
,,,,,,,,
6.01,Linear SVC,"(5454, 54149)",100,100,8,0.1,0.658355043,species_recall
,,,,,,,,
6.01,Linear SVC,"(5454, 54149)",100,100,8,1,0.655749907,species_recall
,,,,,,,,
6.01,Linear SVC,"(5454, 54149)",100,100,8,10,0.655377745,species_recall
,,,,,,,,
6.01,Linear SVC,"(5454, 54149)",100,100,8,100,0.655377745,species_recall
,,,,,,,,
6.01,Linear SVC,"(5454, 49245)",100,100,10,0.01,0.629698549,species_recall
,,,,,,,,
6.01,Linear SVC,"(5454, 49245)",100,100,10,0.1,0.637886118,species_recall
,,,,,,,,
6.01,Linear SVC,"(5454, 49245)",100,100,10,1,0.625604764,species_recall
,,,,,,,,
6.01,Linear SVC,"(5454, 49245)",100,100,10,10,0.625604764,species_recall
,,,,,,,,
6.01,Linear SVC,"(5454, 49245)",100,100,10,100,0.625604764,species_recall
,,,,,,,,
6.01,Linear SVC,"(5454, 39797)",100,100,12,0.01,0.625604764,species_recall
,,,,,,,,
6.01,Linear SVC,"(5454, 39797)",100,100,12,0.1,0.623743952,species_recall
,,,,,,,,
6.01,Linear SVC,"(5454, 39797)",100,100,12,1,0.623743952,species_recall
,,,,,,,,
6.01,Linear SVC,"(5454, 39797)",100,100,12,10,0.623743952,species_recall
,,,,,,,,
6.01,Linear SVC,"(5454, 39797)",100,100,12,100,0.623743952,species_recall
,,,,,,,,
6.01,Linear SVC,"(10908, 400)",100,200,1,0.01,0.497580945,species_recall
,,,,,,,,
6.01,Linear SVC,"(10908, 400)",100,200,1,0.1,0.49832527,species_recall
,,,,,,,,
6.01,Linear SVC,"(10908, 400)",100,200,1,1,0.498883513,species_recall
,,,,,,,,
6.01,Linear SVC,"(10908, 400)",100,200,1,10,0.418682546,species_recall
,,,,,,,,
6.01,Linear SVC,"(10908, 400)",100,200,1,100,0.413100112,species_recall
,,,,,,,,
6.01,Linear SVC,"(10908, 800)",100,200,2,0.01,0.615556383,species_recall
,,,,,,,,
6.01,Linear SVC,"(10908, 800)",100,200,2,0.1,0.618719762,species_recall
,,,,,,,,
6.01,Linear SVC,"(10908, 800)",100,200,2,1,0.617417194,species_recall
,,,,,,,,
6.01,Linear SVC,"(10908, 800)",100,200,2,10,0.60029773,species_recall
,,,,,,,,
6.01,Linear SVC,"(10908, 800)",100,200,2,100,0.514142166,species_recall
,,,,,,,,
