experiment,classifier,training_shape,sample_length,coverage,k,C,score,score_type
1.02,SVC,"(56, 400)",100,1,1,0.01,0.2413793103448276,species_recall
1.02,SVC,"(56, 400)",100,1,1,0.1,0.2413793103448276,species_recall
1.02,SVC,"(56, 400)",100,1,1,1,0.2413793103448276,species_recall
1.02,SVC,"(56, 400)",100,1,1,10,0.2413793103448276,species_recall
1.02,SVC,"(56, 400)",100,1,1,100,0.2413793103448276,species_recall
1.02,SVC,"(56, 793)",100,1,2,0.01,0.2413793103448276,species_recall
1.02,SVC,"(56, 793)",100,1,2,0.1,0.3103448275862069,species_recall
1.02,SVC,"(56, 793)",100,1,2,1,0.3103448275862069,species_recall
1.02,SVC,"(56, 793)",100,1,2,10,0.3103448275862069,species_recall
1.02,SVC,"(56, 793)",100,1,2,100,0.3103448275862069,species_recall
1.02,SVC,"(56, 1722)",100,1,4,0.01,0.13793103448275862,species_recall
1.02,SVC,"(56, 1722)",100,1,4,0.1,0.13793103448275862,species_recall
1.02,SVC,"(56, 1722)",100,1,4,1,0.1724137931034483,species_recall
1.02,SVC,"(56, 1722)",100,1,4,10,0.1724137931034483,species_recall
1.02,SVC,"(56, 1722)",100,1,4,100,0.1724137931034483,species_recall
1.02,SVC,"(56, 1338)",100,1,6,0.01,0.20689655172413793,species_recall
1.02,SVC,"(56, 1338)",100,1,6,0.1,0.20689655172413793,species_recall
1.02,SVC,"(56, 1338)",100,1,6,1,0.20689655172413793,species_recall
1.02,SVC,"(56, 1338)",100,1,6,10,0.20689655172413793,species_recall
1.02,SVC,"(56, 1338)",100,1,6,100,0.20689655172413793,species_recall
1.02,SVC,"(56, 1018)",100,1,8,0.01,0.1724137931034483,species_recall
1.02,SVC,"(56, 1018)",100,1,8,0.1,0.20689655172413793,species_recall
1.02,SVC,"(56, 1018)",100,1,8,1,0.20689655172413793,species_recall
1.02,SVC,"(56, 1018)",100,1,8,10,0.20689655172413793,species_recall
1.02,SVC,"(56, 1018)",100,1,8,100,0.20689655172413793,species_recall
1.02,SVC,"(56, 850)",100,1,10,0.01,0.1724137931034483,species_recall
1.02,SVC,"(56, 850)",100,1,10,0.1,0.20689655172413793,species_recall
1.02,SVC,"(56, 850)",100,1,10,1,0.20689655172413793,species_recall
1.02,SVC,"(56, 850)",100,1,10,10,0.20689655172413793,species_recall
1.02,SVC,"(56, 850)",100,1,10,100,0.20689655172413793,species_recall
1.02,SVC,"(56, 680)",100,1,12,0.01,0.1724137931034483,species_recall
1.02,SVC,"(56, 680)",100,1,12,0.1,0.20689655172413793,species_recall
1.02,SVC,"(56, 680)",100,1,12,1,0.1724137931034483,species_recall
1.02,SVC,"(56, 680)",100,1,12,10,0.1724137931034483,species_recall
1.02,SVC,"(56, 680)",100,1,12,100,0.1724137931034483,species_recall
1.02,SVC,"(546, 400)",100,10,1,0.01,0.4444444444444444,species_recall
1.02,SVC,"(546, 400)",100,10,1,0.1,0.3814814814814815,species_recall
1.02,SVC,"(546, 400)",100,10,1,1,0.36666666666666664,species_recall
1.02,SVC,"(546, 400)",100,10,1,10,0.3592592592592593,species_recall
1.02,SVC,"(546, 400)",100,10,1,100,0.35555555555555557,species_recall
1.02,SVC,"(546, 800)",100,10,2,0.01,0.48148148148148145,species_recall
1.02,SVC,"(546, 800)",100,10,2,0.1,0.44074074074074077,species_recall
1.02,SVC,"(546, 800)",100,10,2,1,0.44814814814814813,species_recall
1.02,SVC,"(546, 800)",100,10,2,10,0.4444444444444444,species_recall
1.02,SVC,"(546, 800)",100,10,2,100,0.4444444444444444,species_recall
1.02,SVC,"(546, 5689)",100,10,4,0.01,0.3962962962962963,species_recall
1.02,SVC,"(546, 5689)",100,10,4,0.1,0.42962962962962964,species_recall
1.02,SVC,"(546, 5689)",100,10,4,1,0.42592592592592593,species_recall
1.02,SVC,"(546, 5689)",100,10,4,10,0.42592592592592593,species_recall
1.02,SVC,"(546, 5689)",100,10,4,100,0.42592592592592593,species_recall
1.02,SVC,"(546, 10714)",100,10,6,0.01,0.35185185185185186,species_recall
1.02,SVC,"(546, 10714)",100,10,6,0.1,0.3592592592592593,species_recall
1.02,SVC,"(546, 10714)",100,10,6,1,0.37777777777777777,species_recall
1.02,SVC,"(546, 10714)",100,10,6,10,0.37407407407407406,species_recall
1.02,SVC,"(546, 10714)",100,10,6,100,0.37407407407407406,species_recall
1.02,SVC,"(546, 9328)",100,10,8,0.01,0.2814814814814815,species_recall
1.02,SVC,"(546, 9328)",100,10,8,0.1,0.28888888888888886,species_recall
1.02,SVC,"(546, 9328)",100,10,8,1,0.28888888888888886,species_recall
1.02,SVC,"(546, 9328)",100,10,8,10,0.28888888888888886,species_recall
1.02,SVC,"(546, 9328)",100,10,8,100,0.28888888888888886,species_recall
1.02,SVC,"(546, 7885)",100,10,10,0.01,0.26296296296296295,species_recall
1.02,SVC,"(546, 7885)",100,10,10,0.1,0.26296296296296295,species_recall
1.02,SVC,"(546, 7885)",100,10,10,1,0.26296296296296295,species_recall
1.02,SVC,"(546, 7885)",100,10,10,10,0.26296296296296295,species_recall
1.02,SVC,"(546, 7885)",100,10,10,100,0.26296296296296295,species_recall
1.02,SVC,"(546, 6317)",100,10,12,0.01,0.27037037037037037,species_recall
1.02,SVC,"(546, 6317)",100,10,12,0.1,0.27037037037037037,species_recall
1.02,SVC,"(546, 6317)",100,10,12,1,0.27037037037037037,species_recall
1.02,SVC,"(546, 6317)",100,10,12,10,0.27037037037037037,species_recall
1.02,SVC,"(546, 6317)",100,10,12,100,0.27037037037037037,species_recall
1.02,SVC,"(5454, 400)",100,100,1,0.01,0.4685522887979159,species_recall
1.02,SVC,"(5454, 400)",100,100,1,0.1,0.472646073688128,species_recall
1.02,SVC,"(5454, 400)",100,100,1,1,0.47227391142538144,species_recall
1.02,SVC,"(5454, 400)",100,100,1,10,0.4220320059545962,species_recall
1.02,SVC,"(5454, 400)",100,100,1,100,0.4116114625976926,species_recall
1.02,SVC,"(5454, 800)",100,100,2,0.01,0.570152586527726,species_recall
1.02,SVC,"(5454, 800)",100,100,2,0.1,0.576107182731671,species_recall
1.02,SVC,"(5454, 800)",100,100,2,1,0.5805731298846297,species_recall
1.02,SVC,"(5454, 800)",100,100,2,10,0.5913658355042799,species_recall
1.02,SVC,"(5454, 800)",100,100,2,100,0.5474506885001861,species_recall
1.02,SVC,"(5454, 6399)",100,100,4,0.01,0.7186453293636025,species_recall
1.02,SVC,"(5454, 6399)",100,100,4,0.1,0.7223669519910682,species_recall
1.02,SVC,"(5454, 6399)",100,100,4,1,0.7149237067361369,species_recall
1.02,SVC,"(5454, 6399)",100,100,4,10,0.7160401935243766,species_recall
1.02,SVC,"(5454, 6399)",100,100,4,100,0.71566803126163,species_recall
1.02,SVC,"(5454, 38665)",100,100,6,0.01,0.6981764049125418,species_recall
