experiment,category,classifier,sample_length,coverage,k,max_depth,n_estimators,score
1.2,multiclass,Random Forest,200,100,1,10,250,0.625744048
1.2,multiclass,Random Forest,200,200,3,16,300,0.625232601
1.2,multiclass,Random Forest,200,100,1,12,150,0.625
1.2,multiclass,Random Forest,200,100,1,18,250,0.625
1.2,multiclass,Random Forest,200,200,3,16,250,0.624488277
1.2,multiclass,Random Forest,200,100,1,8,500,0.62202381
1.2,multiclass,Random Forest,200,200,3,16,200,0.621138817
1.2,multiclass,Random Forest,200,100,1,8,450,0.620535714
1.2,multiclass,Random Forest,200,100,1,16,250,0.619791667
1.2,multiclass,Random Forest,400,200,1,10,50,0.619791667
1.2,multiclass,Random Forest,200,100,1,14,100,0.619047619
1.2,multiclass,Random Forest,200,200,3,16,150,0.618161518
1.2,multiclass,Random Forest,200,100,1,8,400,0.617559524
1.2,multiclass,Random Forest,200,100,1,10,150,0.616071429
1.2,multiclass,Random Forest,200,100,1,18,200,0.615327381
1.2,multiclass,Random Forest,200,100,1,18,150,0.614583333
1.2,multiclass,Random Forest,200,100,1,10,100,0.613095238
1.2,multiclass,Random Forest,200,100,1,8,350,0.61235119
1.2,multiclass,Random Forest,200,200,3,16,100,0.611090435
1.2,multiclass,Random Forest,200,100,1,8,200,0.610863095
1.2,multiclass,Random Forest,400,200,1,8,50,0.610863095
1.2,multiclass,Random Forest,200,100,1,8,300,0.610119048
1.2,multiclass,Random Forest,200,100,1,12,100,0.609375
1.2,multiclass,Random Forest,400,200,1,6,500,0.609375
1.2,multiclass,Random Forest,400,200,1,6,450,0.608630952
1.2,multiclass,Random Forest,400,200,3,18,250,0.608630952
1.2,multiclass,Random Forest,400,200,1,14,50,0.607886905
1.2,multiclass,Random Forest,400,200,1,6,350,0.607142857
1.2,multiclass,Random Forest,400,200,3,18,400,0.607142857
1.2,multiclass,Random Forest,400,200,3,18,450,0.607142857
1.2,multiclass,Random Forest,200,100,1,8,250,0.60639881
1.2,multiclass,Random Forest,200,100,1,18,100,0.60639881
1.2,multiclass,Random Forest,400,200,1,6,400,0.60639881
1.2,multiclass,Random Forest,400,200,1,12,50,0.60639881
1.2,multiclass,Random Forest,400,200,3,18,500,0.60639881
1.2,multiclass,Random Forest,200,100,1,8,150,0.605654762
1.2,multiclass,Random Forest,400,200,3,18,300,0.605654762
1.2,multiclass,Random Forest,400,200,1,6,300,0.604910714
1.2,multiclass,Random Forest,200,100,1,16,200,0.604166667
1.2,multiclass,Random Forest,400,200,3,16,500,0.602678571
1.2,multiclass,Random Forest,400,200,1,6,250,0.601934524
1.2,multiclass,Random Forest,400,200,3,16,450,0.601934524
1.2,multiclass,Random Forest,200,100,1,16,150,0.600446429
1.2,multiclass,Random Forest,400,200,3,18,350,0.600446429
1.2,multiclass,Random Forest,400,200,1,6,200,0.599702381
1.2,multiclass,Random Forest,400,200,3,16,150,0.599702381
1.2,multiclass,Random Forest,400,200,3,18,150,0.599702381
1.2,multiclass,Random Forest,400,200,3,18,200,0.599702381
1.2,multiclass,Random Forest,400,200,1,6,150,0.598958333
1.2,multiclass,Random Forest,200,100,1,8,100,0.598214286
1.2,multiclass,Random Forest,400,200,3,16,350,0.598214286
1.2,multiclass,Random Forest,400,200,3,16,200,0.597470238
1.2,multiclass,Random Forest,400,200,3,16,300,0.595982143
1.2,multiclass,Random Forest,400,200,3,16,400,0.595982143
1.2,multiclass,Random Forest,400,200,3,18,100,0.59375
1.2,multiclass,Random Forest,200,200,3,16,50,0.593598809
1.2,multiclass,Random Forest,200,100,1,12,50,0.593005952
1.2,multiclass,Random Forest,400,200,1,18,50,0.593005952
1.2,multiclass,Random Forest,400,200,1,6,100,0.592261905
1.2,multiclass,Random Forest,400,200,3,16,100,0.591517857
1.2,multiclass,Random Forest,400,200,3,16,250,0.590029762
1.2,multiclass,Random Forest,400,100,1,16,500,0.588410104
1.2,multiclass,Random Forest,400,100,1,16,450,0.58692422
1.2,multiclass,Random Forest,200,200,3,14,400,0.586527726
1.2,multiclass,Random Forest,200,100,1,18,50,0.585565476
1.2,multiclass,Random Forest,400,100,1,12,400,0.585438336
1.2,multiclass,Random Forest,200,100,1,10,50,0.584821429
1.2,multiclass,Random Forest,400,200,3,14,500,0.584821429
1.2,multiclass,Random Forest,200,200,3,14,500,0.584294753
1.2,multiclass,Random Forest,200,100,3,18,200,0.584077381
1.2,multiclass,Random Forest,200,200,3,14,450,0.58392259
1.2,multiclass,Random Forest,200,100,1,16,100,0.582589286
1.2,multiclass,Random Forest,400,100,1,18,500,0.582466568
1.2,multiclass,Random Forest,200,200,3,14,350,0.582433941
1.2,multiclass,Random Forest,400,200,3,14,350,0.581845238
1.2,multiclass,Random Forest,200,100,3,18,350,0.58110119
1.2,multiclass,Random Forest,400,200,3,14,450,0.58110119
1.2,multiclass,Random Forest,400,100,1,12,350,0.580980684
1.2,multiclass,Random Forest,400,100,1,14,500,0.580980684
1.2,multiclass,Random Forest,200,200,3,14,250,0.58057313
1.2,multiclass,Random Forest,200,100,1,14,50,0.580357143
1.2,multiclass,Random Forest,200,100,3,18,300,0.580357143
1.2,multiclass,Random Forest,400,200,3,14,400,0.580357143
1.2,multiclass,Random Forest,200,200,3,14,300,0.580200968
1.2,multiclass,Random Forest,400,100,1,16,400,0.579494799
1.2,multiclass,Random Forest,200,100,3,18,450,0.578125
1.2,multiclass,Random Forest,400,100,1,12,300,0.578008915
1.2,multiclass,Random Forest,200,200,3,14,100,0.576851507
1.2,multiclass,Random Forest,200,100,3,18,400,0.576636905
1.2,multiclass,Random Forest,400,200,3,14,250,0.576636905
1.2,multiclass,Random Forest,400,100,1,12,450,0.576523031
1.2,multiclass,Random Forest,400,100,1,12,500,0.576523031
1.2,multiclass,Random Forest,400,100,1,18,400,0.576523031
1.2,multiclass,Random Forest,200,200,3,14,200,0.576479345
1.2,multiclass,Random Forest,200,100,3,18,500,0.575892857
1.2,multiclass,Random Forest,400,100,1,12,250,0.575037147
1.2,multiclass,Random Forest,400,100,1,14,250,0.575037147
1.2,multiclass,Random Forest,400,100,1,16,350,0.575037147
1.2,multiclass,Random Forest,200,100,3,18,150,0.574404762
1.2,multiclass,Random Forest,200,200,3,14,150,0.573874209
1.2,multiclass,Random Forest,400,200,3,14,300,0.573660714
1.2,multiclass,Random Forest,400,100,1,10,450,0.573551263
1.2,multiclass,Random Forest,400,100,1,14,350,0.573551263
1.2,multiclass,Random Forest,400,100,1,14,400,0.573551263
1.2,multiclass,Random Forest,200,100,1,8,50,0.572916667
1.2,multiclass,Random Forest,200,100,3,18,250,0.572916667
1.2,multiclass,Random Forest,400,200,3,14,200,0.572916667
1.2,multiclass,Random Forest,200,100,3,16,200,0.570684524
1.2,multiclass,Random Forest,400,100,1,10,500,0.570579495
1.2,multiclass,Random Forest,200,100,3,18,100,0.569940476
1.2,multiclass,Random Forest,400,100,1,14,450,0.569093611
1.2,multiclass,Random Forest,200,100,3,16,500,0.567708333
1.2,multiclass,Random Forest,400,100,1,8,250,0.567607727
1.2,multiclass,Random Forest,400,100,1,10,350,0.566121842
1.2,multiclass,Random Forest,400,100,1,14,300,0.566121842
1.2,multiclass,Random Forest,400,200,3,18,50,0.56547619
1.2,multiclass,Random Forest,400,100,1,16,200,0.564635958
1.2,multiclass,Random Forest,400,100,1,8,300,0.563150074
1.2,multiclass,Random Forest,400,100,1,16,250,0.563150074
1.2,multiclass,Random Forest,400,100,1,16,300,0.563150074
1.2,multiclass,Random Forest,400,100,1,18,350,0.563150074
1.2,multiclass,Random Forest,400,100,1,18,450,0.563150074
1.2,multiclass,Random Forest,200,100,3,16,300,0.5625
1.2,multiclass,Random Forest,200,100,3,16,450,0.5625
1.2,multiclass,Random Forest,400,200,1,6,50,0.5625
1.2,multiclass,Random Forest,400,100,1,8,400,0.56166419
1.2,multiclass,Random Forest,400,100,1,8,450,0.56166419
1.2,multiclass,Random Forest,400,100,1,8,500,0.56166419
1.2,multiclass,Random Forest,400,100,1,16,150,0.56166419
1.2,multiclass,Random Forest,200,100,1,6,400,0.561011905
1.2,multiclass,Random Forest,200,100,3,16,350,0.561011905
1.2,multiclass,Random Forest,400,200,3,14,150,0.561011905
1.2,multiclass,Random Forest,200,100,1,16,50,0.560267857
1.2,multiclass,Random Forest,400,100,1,8,350,0.560178306
1.2,multiclass,Random Forest,400,100,1,10,400,0.560178306
1.2,multiclass,Random Forest,200,200,1,6,150,0.559732043
1.2,multiclass,Random Forest,200,100,1,6,450,0.55952381
1.2,multiclass,Random Forest,200,100,1,6,500,0.55952381
1.2,multiclass,Random Forest,200,100,3,16,400,0.55952381
1.2,multiclass,Random Forest,200,100,1,6,350,0.558779762
1.2,multiclass,Random Forest,200,100,3,16,150,0.558779762
1.2,multiclass,Random Forest,400,100,1,10,150,0.558692422
1.2,multiclass,Random Forest,400,100,1,14,150,0.558692422
1.2,multiclass,Random Forest,400,100,1,14,200,0.558692422
1.2,multiclass,Random Forest,200,100,1,6,300,0.558035714
1.2,multiclass,Random Forest,200,100,3,16,250,0.558035714
1.2,multiclass,Random Forest,400,100,1,8,200,0.557206538
1.2,multiclass,Random Forest,400,100,1,10,300,0.557206538
1.2,multiclass,Random Forest,200,200,1,6,100,0.556754745
1.2,multiclass,Random Forest,400,200,3,12,450,0.556547619
1.2,multiclass,Random Forest,400,200,3,14,100,0.556547619
1.2,multiclass,Random Forest,400,100,1,8,150,0.555720654
1.2,multiclass,Random Forest,200,100,1,6,250,0.555059524
1.2,multiclass,Random Forest,400,100,1,6,200,0.55423477
1.2,multiclass,Random Forest,400,100,1,12,200,0.55423477
1.2,multiclass,Random Forest,200,100,1,6,150,0.553571429
1.2,multiclass,Random Forest,200,200,1,6,400,0.553405285
1.2,multiclass,Random Forest,200,200,1,6,350,0.553033122
1.2,multiclass,Random Forest,400,200,3,12,500,0.552827381
1.2,multiclass,Random Forest,400,200,3,16,50,0.552827381
1.2,multiclass,Random Forest,400,100,1,18,250,0.552748886
1.2,multiclass,Random Forest,200,200,1,6,450,0.552288798
1.2,multiclass,Random Forest,200,200,1,6,300,0.551916636
1.2,multiclass,Random Forest,400,100,1,6,100,0.551263001
1.2,multiclass,Random Forest,400,100,1,6,250,0.551263001
1.2,multiclass,Random Forest,400,200,3,12,400,0.550595238
1.2,multiclass,Random Forest,200,200,1,6,200,0.550427987
1.2,multiclass,Random Forest,200,200,1,6,500,0.550055824
1.2,multiclass,Random Forest,200,100,1,6,200,0.549107143
1.2,multiclass,Random Forest,400,200,3,12,350,0.549107143
1.2,multiclass,Random Forest,200,200,3,14,50,0.548567175
1.2,multiclass,Random Forest,400,100,1,10,200,0.548291233
1.2,multiclass,Random Forest,400,100,1,18,300,0.548291233
1.2,multiclass,Random Forest,200,200,1,6,250,0.548195013
1.2,multiclass,Random Forest,200,100,1,6,100,0.547619048
1.2,multiclass,Random Forest,400,200,3,12,200,0.547619048
1.2,multiclass,Random Forest,400,100,1,6,150,0.546805349
1.2,multiclass,Random Forest,400,100,1,6,400,0.546805349
1.2,multiclass,Random Forest,400,100,1,10,250,0.546805349
1.2,multiclass,Random Forest,400,200,3,12,150,0.546130952
1.2,multiclass,Random Forest,400,100,1,12,100,0.545319465
1.2,multiclass,Random Forest,400,100,1,14,100,0.545319465
1.2,multiclass,Random Forest,400,200,3,12,300,0.544642857
1.2,multiclass,Random Forest,400,10,1,8,350,0.544117647
1.2,multiclass,Random Forest,400,100,1,6,300,0.543833581
1.2,multiclass,Random Forest,400,100,1,12,150,0.543833581
1.2,multiclass,Random Forest,400,100,1,18,200,0.543833581
1.2,multiclass,Random Forest,400,200,3,12,100,0.543154762
1.2,multiclass,Random Forest,200,100,3,14,350,0.541666667
1.2,multiclass,Random Forest,400,100,1,6,350,0.540861813
1.2,multiclass,Random Forest,200,100,3,16,100,0.540178571
1.2,multiclass,Random Forest,200,100,3,14,300,0.539434524
1.2,multiclass,Random Forest,200,100,3,14,450,0.539434524
1.2,multiclass,Random Forest,400,100,1,6,450,0.539375929
1.2,multiclass,Random Forest,400,100,1,6,500,0.539375929
1.2,multiclass,Random Forest,200,100,3,14,150,0.537946429
1.2,multiclass,Random Forest,200,100,3,14,400,0.537946429
1.2,multiclass,Random Forest,200,200,3,12,450,0.53777447
1.2,multiclass,Random Forest,200,200,3,12,500,0.53777447
1.2,multiclass,Random Forest,200,100,3,14,500,0.537202381
1.2,multiclass,Random Forest,200,200,3,12,250,0.537030145
1.2,multiclass,Random Forest,200,200,3,12,400,0.537030145
1.2,multiclass,Random Forest,200,200,1,6,50,0.536657983
1.2,multiclass,Random Forest,200,100,3,18,50,0.535714286
1.2,multiclass,Random Forest,200,200,3,12,350,0.535541496
1.2,multiclass,Random Forest,400,200,3,12,250,0.534970238
1.2,multiclass,Random Forest,400,100,1,18,150,0.534918276
1.2,multiclass,Random Forest,200,100,3,14,200,0.53422619
1.2,multiclass,Random Forest,400,200,3,14,50,0.533482143
1.2,multiclass,Random Forest,200,200,3,12,300,0.53293636
1.2,multiclass,Random Forest,200,100,3,14,100,0.532738095
1.2,multiclass,Random Forest,400,100,1,8,100,0.530460624
1.2,multiclass,Random Forest,400,100,1,16,100,0.52897474
1.2,multiclass,Random Forest,200,200,3,12,150,0.528470413
1.2,multiclass,Random Forest,200,100,1,6,50,0.527529762
1.2,multiclass,Random Forest,400,100,1,10,100,0.527488856
1.2,multiclass,Random Forest,200,200,3,12,100,0.527353926
1.2,multiclass,Random Forest,200,100,3,14,250,0.526041667
1.2,multiclass,Random Forest,200,200,3,12,200,0.525120953
1.2,multiclass,Random Forest,400,100,1,18,100,0.524517088
1.2,multiclass,Random Forest,200,100,3,16,50,0.520089286
1.2,multiclass,Random Forest,400,100,3,18,150,0.517087667
1.2,multiclass,Random Forest,200,100,3,12,350,0.515625
1.2,multiclass,Random Forest,400,100,3,14,500,0.515601783
1.2,multiclass,Random Forest,400,100,3,18,250,0.514115899
1.2,multiclass,Random Forest,200,100,3,12,150,0.513392857
1.2,multiclass,Random Forest,200,200,3,12,50,0.51321176
1.2,multiclass,Random Forest,400,200,3,10,450,0.51264881
1.2,multiclass,Random Forest,400,100,1,14,50,0.512630015
1.2,multiclass,Random Forest,400,100,3,14,400,0.512630015
1.2,multiclass,Random Forest,400,200,3,10,150,0.511904762
1.2,multiclass,Random Forest,400,200,3,10,200,0.511904762
1.2,multiclass,Random Forest,400,200,3,12,50,0.511904762
1.2,multiclass,Random Forest,200,100,3,12,500,0.511160714
1.2,multiclass,Random Forest,400,200,3,10,350,0.511160714
1.2,multiclass,Random Forest,400,100,3,14,450,0.511144131
1.2,multiclass,Random Forest,400,100,3,16,250,0.511144131
1.2,multiclass,Random Forest,400,200,3,10,500,0.510416667
1.2,multiclass,Random Forest,200,100,3,12,300,0.509672619
1.2,multiclass,Random Forest,200,100,3,12,400,0.509672619
1.2,multiclass,Random Forest,200,100,3,12,450,0.509672619
1.2,multiclass,Random Forest,400,100,1,6,50,0.509658247
1.2,multiclass,Random Forest,400,100,1,8,50,0.509658247
1.2,multiclass,Random Forest,400,100,3,18,300,0.509658247
1.2,multiclass,Random Forest,400,100,3,18,350,0.509658247
1.2,multiclass,Random Forest,200,100,3,12,250,0.508184524
1.2,multiclass,Random Forest,400,200,3,10,400,0.508184524
1.2,multiclass,Random Forest,200,100,3,12,200,0.506696429
1.2,multiclass,Random Forest,400,200,3,10,250,0.506696429
1.2,multiclass,Random Forest,400,100,1,12,50,0.506686478
1.2,multiclass,Random Forest,400,100,3,18,500,0.506686478
1.2,multiclass,Random Forest,400,100,1,10,50,0.505200594
1.2,multiclass,Random Forest,400,200,3,10,300,0.504464286
1.2,multiclass,Random Forest,200,100,3,12,100,0.503720238
1.2,multiclass,Random Forest,400,100,3,14,350,0.50371471
1.2,multiclass,Random Forest,200,100,3,14,50,0.50297619
1.2,multiclass,Random Forest,400,100,3,18,200,0.502228826
1.2,multiclass,Random Forest,400,100,3,18,400,0.502228826
1.2,multiclass,Random Forest,400,100,3,16,150,0.500742942
1.2,multiclass,Random Forest,400,100,3,16,300,0.500742942
1.2,multiclass,Random Forest,400,100,3,16,350,0.500742942
1.2,multiclass,Random Forest,400,10,1,8,300,0.5
1.2,multiclass,Random Forest,400,200,3,10,100,0.5
1.2,multiclass,Random Forest,400,100,3,16,400,0.499257058
1.2,multiclass,Random Forest,400,100,3,16,500,0.499257058
1.2,multiclass,Random Forest,400,100,3,16,200,0.497771174
1.2,multiclass,Random Forest,400,100,3,14,200,0.49628529
1.2,multiclass,Random Forest,400,100,3,16,50,0.49628529
1.2,multiclass,Random Forest,400,100,3,18,450,0.49628529
1.2,multiclass,Random Forest,400,100,1,16,50,0.494799406
1.2,multiclass,Random Forest,400,100,1,18,50,0.493313522
1.2,multiclass,Random Forest,400,100,3,18,50,0.493313522
1.2,multiclass,Random Forest,400,100,3,14,100,0.491827637
1.2,multiclass,Random Forest,400,100,3,14,150,0.491827637
1.2,multiclass,Random Forest,400,100,3,14,300,0.491827637
1.2,multiclass,Random Forest,400,100,3,16,100,0.491827637
1.2,multiclass,Random Forest,400,100,3,16,450,0.491827637
1.2,multiclass,Random Forest,400,200,3,10,50,0.491815476
1.2,multiclass,Random Forest,200,200,3,10,450,0.491626349
1.2,multiclass,Random Forest,200,200,3,10,400,0.491254187
1.2,multiclass,Random Forest,400,100,3,14,250,0.490341753
1.2,multiclass,Random Forest,400,100,3,18,100,0.490341753
1.2,multiclass,Random Forest,200,100,3,10,500,0.489583333
1.2,multiclass,Random Forest,200,200,3,10,500,0.489393376
1.2,multiclass,Random Forest,200,200,3,10,250,0.485671753
1.2,multiclass,Random Forest,200,200,3,10,350,0.485299591
1.2,multiclass,Random Forest,400,10,1,8,400,0.485294118
1.2,multiclass,Random Forest,400,10,1,8,450,0.485294118
1.2,multiclass,Random Forest,400,10,1,8,500,0.485294118
1.2,multiclass,Random Forest,200,100,3,10,350,0.485119048
