experiment,category,classifier,sample_length,coverage,k,max_depth,n_estimators,score
1.2,multiclass,Random Forest,200,200,1,16,450,0.764421288
1.2,multiclass,Random Forest,200,200,1,16,350,0.759955341
1.2,multiclass,Random Forest,200,200,1,16,500,0.759955341
1.2,multiclass,Random Forest,200,200,1,16,400,0.757350205
1.2,multiclass,Random Forest,200,200,1,14,300,0.755117231
1.2,multiclass,Random Forest,200,200,1,14,350,0.754745069
1.2,multiclass,Random Forest,200,200,1,14,400,0.754745069
1.2,multiclass,Random Forest,200,200,1,12,400,0.754000744
1.2,multiclass,Random Forest,200,200,1,14,450,0.754000744
1.2,multiclass,Random Forest,200,200,1,14,500,0.754000744
1.2,multiclass,Random Forest,200,200,1,16,300,0.754000744
1.2,multiclass,Random Forest,200,200,1,16,250,0.75325642
1.2,multiclass,Random Forest,200,200,1,12,500,0.752884258
1.2,multiclass,Random Forest,200,200,1,18,450,0.752139933
1.2,multiclass,Random Forest,200,200,1,14,150,0.751767771
1.2,multiclass,Random Forest,200,200,1,18,350,0.751395608
1.2,multiclass,Random Forest,200,200,1,18,500,0.751395608
1.2,multiclass,Random Forest,200,200,1,12,450,0.751023446
1.2,multiclass,Random Forest,200,200,1,12,200,0.750651284
1.2,multiclass,Random Forest,200,200,1,12,350,0.750651284
1.2,multiclass,Random Forest,200,200,1,16,200,0.750651284
1.2,multiclass,Random Forest,200,200,1,18,400,0.750651284
1.2,multiclass,Random Forest,200,200,1,16,150,0.750279122
1.2,multiclass,Random Forest,200,200,1,18,200,0.750279122
1.2,multiclass,Random Forest,200,200,1,12,300,0.749906959
1.2,multiclass,Random Forest,200,200,1,14,200,0.749906959
1.2,multiclass,Random Forest,200,200,1,12,250,0.749534797
1.2,multiclass,Random Forest,200,200,1,16,100,0.749162635
1.2,multiclass,Random Forest,200,200,1,18,300,0.748790473
1.2,multiclass,Random Forest,200,200,1,12,150,0.747673986
1.2,multiclass,Random Forest,200,200,1,14,250,0.747673986
1.2,multiclass,Random Forest,200,200,1,10,400,0.747301824
1.2,multiclass,Random Forest,200,200,1,18,250,0.746929661
1.2,multiclass,Random Forest,200,200,1,18,150,0.746557499
1.2,multiclass,Random Forest,200,200,1,10,450,0.745441012
1.2,multiclass,Random Forest,200,200,1,10,500,0.744696688
1.2,multiclass,Random Forest,200,200,1,10,150,0.743580201
1.2,multiclass,Random Forest,200,200,1,10,350,0.743208039
1.2,multiclass,Random Forest,200,200,1,10,200,0.742835876
1.2,multiclass,Random Forest,200,200,1,10,300,0.740975065
1.2,multiclass,Random Forest,200,200,1,10,250,0.740602903
1.2,multiclass,Random Forest,200,200,1,12,100,0.739486416
1.2,multiclass,Random Forest,200,200,1,18,100,0.736509118
1.2,multiclass,Random Forest,200,200,1,14,100,0.735392631
1.2,multiclass,Random Forest,200,200,1,16,50,0.734276144
1.2,multiclass,Random Forest,200,200,1,10,100,0.733159658
1.2,multiclass,Random Forest,200,200,1,14,50,0.730554522
1.2,multiclass,Random Forest,200,200,1,18,50,0.729065873
1.2,multiclass,Random Forest,200,200,1,10,50,0.72534425
1.2,multiclass,Random Forest,200,200,1,12,50,0.724972088
1.2,multiclass,Random Forest,200,200,1,8,500,0.71715668
1.2,multiclass,Random Forest,200,200,1,8,400,0.714923707
1.2,multiclass,Random Forest,200,200,1,8,300,0.714551544
1.2,multiclass,Random Forest,200,200,1,8,350,0.71380722
1.2,multiclass,Random Forest,200,200,1,8,250,0.713435058
1.2,multiclass,Random Forest,200,200,1,8,450,0.712690733
1.2,multiclass,Random Forest,200,200,1,8,200,0.708596948
1.2,multiclass,Random Forest,200,200,1,8,150,0.705247488
1.2,multiclass,Random Forest,200,200,1,8,100,0.698548567
1.2,multiclass,Random Forest,400,200,1,14,450,0.680059524
1.2,multiclass,Random Forest,400,200,1,16,500,0.680059524
1.2,multiclass,Random Forest,400,200,1,14,400,0.677827381
1.2,multiclass,Random Forest,200,200,1,8,50,0.67770748
1.2,multiclass,Random Forest,400,200,1,16,450,0.67485119
1.2,multiclass,Random Forest,400,200,1,14,500,0.674107143
1.2,multiclass,Random Forest,400,200,1,18,500,0.674107143
1.2,multiclass,Random Forest,400,200,1,14,250,0.672619048
1.2,multiclass,Random Forest,400,200,1,16,350,0.672619048
1.2,multiclass,Random Forest,400,200,1,16,400,0.671130952
1.2,multiclass,Random Forest,400,200,1,16,300,0.670386905
1.2,multiclass,Random Forest,400,200,1,14,350,0.669642857
1.2,multiclass,Random Forest,200,200,3,18,400,0.668403424
1.2,multiclass,Random Forest,400,200,1,18,400,0.666666667
1.2,multiclass,Random Forest,200,200,3,18,500,0.665798288
1.2,multiclass,Random Forest,400,200,1,18,450,0.665178571
1.2,multiclass,Random Forest,200,200,3,18,350,0.664681801
1.2,multiclass,Random Forest,200,200,3,18,450,0.663937477
1.2,multiclass,Random Forest,400,200,1,14,300,0.663690476
1.2,multiclass,Random Forest,400,200,1,18,300,0.663690476
1.2,multiclass,Random Forest,400,200,1,16,250,0.662946429
1.2,multiclass,Random Forest,200,200,3,18,250,0.662448828
1.2,multiclass,Random Forest,400,200,1,14,200,0.660714286
1.2,multiclass,Random Forest,400,200,1,10,450,0.659970238
1.2,multiclass,Random Forest,400,200,1,10,350,0.65922619
1.2,multiclass,Random Forest,400,200,1,10,500,0.65922619
1.2,multiclass,Random Forest,400,200,1,18,350,0.657738095
1.2,multiclass,Random Forest,200,200,3,18,150,0.657610718
1.2,multiclass,Random Forest,200,200,3,18,300,0.657238556
1.2,multiclass,Random Forest,400,200,1,10,400,0.656994048
1.2,multiclass,Random Forest,400,200,1,10,300,0.65625
1.2,multiclass,Random Forest,200,200,3,18,200,0.655005582
1.2,multiclass,Random Forest,400,200,1,16,200,0.654761905
1.2,multiclass,Random Forest,400,200,1,8,200,0.654017857
1.2,multiclass,Random Forest,400,200,1,8,400,0.654017857
1.2,multiclass,Random Forest,400,200,1,12,400,0.654017857
1.2,multiclass,Random Forest,400,200,1,12,450,0.65327381
1.2,multiclass,Random Forest,400,200,1,16,150,0.65327381
1.2,multiclass,Random Forest,400,200,1,18,200,0.65327381
1.2,multiclass,Random Forest,400,200,1,8,450,0.652529762
1.2,multiclass,Random Forest,400,200,1,12,500,0.652529762
1.2,multiclass,Random Forest,400,200,1,8,500,0.651785714
1.2,multiclass,Random Forest,400,200,1,10,250,0.651041667
1.2,multiclass,Random Forest,400,200,1,16,100,0.651041667
1.2,multiclass,Random Forest,200,200,3,18,100,0.650167473
1.2,multiclass,Random Forest,400,200,1,8,250,0.649553571
1.2,multiclass,Random Forest,400,200,1,18,250,0.649553571
1.2,multiclass,Random Forest,400,200,1,8,300,0.648065476
1.2,multiclass,Random Forest,400,200,1,10,150,0.648065476
1.2,multiclass,Random Forest,400,200,1,8,350,0.647321429
1.2,multiclass,Random Forest,400,200,1,12,250,0.647321429
1.2,multiclass,Random Forest,200,100,1,14,400,0.645833333
1.2,multiclass,Random Forest,200,100,1,14,500,0.645833333
1.2,multiclass,Random Forest,400,200,1,10,200,0.645833333
1.2,multiclass,Random Forest,200,100,1,14,350,0.645089286
1.2,multiclass,Random Forest,200,100,1,14,450,0.645089286
1.2,multiclass,Random Forest,400,200,1,12,300,0.645089286
1.2,multiclass,Random Forest,400,200,1,14,150,0.645089286
1.2,multiclass,Random Forest,200,100,1,12,450,0.644345238
1.2,multiclass,Random Forest,400,200,1,12,150,0.644345238
1.2,multiclass,Random Forest,400,200,1,8,150,0.642857143
1.2,multiclass,Random Forest,400,200,1,18,100,0.642857143
1.2,multiclass,Random Forest,200,100,1,18,500,0.642113095
1.2,multiclass,Random Forest,400,200,1,8,100,0.642113095
1.2,multiclass,Random Forest,400,200,1,12,350,0.641369048
1.2,multiclass,Random Forest,200,100,1,18,450,0.640625
1.2,multiclass,Random Forest,200,100,1,12,500,0.639880952
1.2,multiclass,Random Forest,400,200,1,12,200,0.639136905
1.2,multiclass,Random Forest,200,100,1,10,400,0.636904762
1.2,multiclass,Random Forest,200,100,1,14,300,0.636904762
1.2,multiclass,Random Forest,200,100,1,16,350,0.636904762
1.2,multiclass,Random Forest,200,100,1,16,400,0.636904762
1.2,multiclass,Random Forest,200,100,1,16,500,0.636904762
1.2,multiclass,Random Forest,200,100,1,18,400,0.636904762
1.2,multiclass,Random Forest,400,200,1,16,50,0.636904762
1.2,multiclass,Random Forest,400,200,1,12,100,0.636160714
1.2,multiclass,Random Forest,200,100,1,10,450,0.635416667
1.2,multiclass,Random Forest,200,100,1,10,500,0.635416667
1.2,multiclass,Random Forest,200,100,1,18,300,0.635416667
1.2,multiclass,Random Forest,200,100,1,14,250,0.634672619
1.2,multiclass,Random Forest,200,100,1,16,450,0.634672619
1.2,multiclass,Random Forest,200,100,1,12,350,0.633928571
1.2,multiclass,Random Forest,400,200,1,18,150,0.633928571
1.2,multiclass,Random Forest,200,100,1,14,150,0.633184524
1.2,multiclass,Random Forest,200,100,1,18,350,0.633184524
1.2,multiclass,Random Forest,400,200,1,14,100,0.633184524
1.2,multiclass,Random Forest,200,100,1,14,200,0.632440476
1.2,multiclass,Random Forest,200,100,1,12,200,0.631696429
1.2,multiclass,Random Forest,200,100,1,12,250,0.631696429
1.2,multiclass,Random Forest,200,100,1,12,300,0.631696429
1.2,multiclass,Random Forest,400,200,1,10,100,0.631696429
1.2,multiclass,Random Forest,200,100,1,10,200,0.630952381
1.2,multiclass,Random Forest,200,100,1,10,350,0.630952381
1.2,multiclass,Random Forest,200,100,1,12,400,0.630208333
1.2,multiclass,Random Forest,200,200,3,16,350,0.629698549
1.2,multiclass,Random Forest,200,100,1,16,300,0.629464286
1.2,multiclass,Random Forest,200,200,3,16,400,0.628954224
1.2,multiclass,Random Forest,200,200,3,16,450,0.628954224
1.2,multiclass,Random Forest,200,100,1,10,300,0.62797619
1.2,multiclass,Random Forest,200,200,3,18,50,0.627465575
1.2,multiclass,Random Forest,200,200,3,16,500,0.625976926
