experiment,category,classifier,training shape,sample_length,coverage,k,penalty,multi_class,class_weight,solver,score,score type
17.03,multiclass,Logistic Regression (sklearn),"(56, 400)",100,1,1,l2,auto,balanced,lbfgs,0.2413793103448276,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(56, 787)",100,1,2,l2,auto,balanced,lbfgs,0.20689655172413793,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(56, 1683)",100,1,4,l2,auto,balanced,lbfgs,0.27586206896551724,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(56, 1306)",100,1,6,l2,auto,balanced,lbfgs,0.13793103448275862,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(56, 1005)",100,1,8,l2,auto,balanced,lbfgs,0.13793103448275862,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(56, 840)",100,1,10,l2,auto,balanced,lbfgs,0.27586206896551724,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(56, 672)",100,1,12,l2,auto,balanced,lbfgs,0.1724137931034483,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(546, 400)",100,10,1,l2,auto,balanced,lbfgs,0.3851851851851852,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(546, 800)",100,10,2,l2,auto,balanced,lbfgs,0.37777777777777777,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(546, 5647)",100,10,4,l2,auto,balanced,lbfgs,0.37037037037037035,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(546, 10465)",100,10,6,l2,auto,balanced,lbfgs,0.337037037037037,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(546, 9149)",100,10,8,l2,auto,balanced,lbfgs,0.2814814814814815,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(546, 7769)",100,10,10,l2,auto,balanced,lbfgs,0.3037037037037037,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(546, 6219)",100,10,12,l2,auto,balanced,lbfgs,0.2740740740740741,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(5454, 400)",100,100,1,l2,auto,balanced,lbfgs,0.49609229624116113,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(5454, 800)",100,100,2,l2,auto,balanced,lbfgs,0.6226274655749907,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(5454, 6400)",100,100,4,l2,auto,balanced,lbfgs,0.7424637141793822,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(5454, 38574)",100,100,6,l2,auto,balanced,lbfgs,0.7100855973204317,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(5454, 53576)",100,100,8,l2,auto,balanced,lbfgs,0.6799404540379606,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(5454, 48837)",100,100,10,l2,auto,balanced,lbfgs,0.6323036844064012,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(5454, 39477)",100,100,12,l2,auto,balanced,lbfgs,0.6363974692966133,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(10908, 400)",100,200,1,l2,auto,balanced,lbfgs,0.5057685150725716,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(10908, 800)",100,200,2,l2,auto,balanced,lbfgs,0.6512839598064756,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(10908, 6400)",100,200,4,l2,auto,balanced,lbfgs,0.8859322664681801,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(10908, 44534)",100,200,6,l2,auto,balanced,lbfgs,0.8626721250465202,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(10908, 70203)",100,200,8,l2,auto,balanced,lbfgs,0.8403423892817269,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(10908, 65605)",100,200,10,l2,auto,balanced,lbfgs,0.8267584666914775,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(10908, 53189)",100,200,12,l2,auto,balanced,lbfgs,0.8301079270561965,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(21817, 400)",100,400,1,l2,auto,balanced,lbfgs,0.5057225272168977,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(21817, 800)",100,400,2,l2,auto,balanced,lbfgs,0.6511584628268354,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(21817, 6400)",100,400,4,l2,auto,balanced,lbfgs,0.9713408393039918,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(21817, 46677)",100,400,6,l2,auto,balanced,lbfgs,0.9686424118358612,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(21817, 77722)",100,400,8,l2,auto,balanced,lbfgs,0.9604540802084303,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(21817, 73462)",100,400,10,l2,auto,balanced,lbfgs,0.9559877175025588,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(21817, 59671)",100,400,12,l2,auto,balanced,lbfgs,0.9559877175025588,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(29, 800)",200,1,1,l2,auto,balanced,lbfgs,0.3333333333333333,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(29, 1452)",200,1,2,l2,auto,balanced,lbfgs,0.2,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(29, 1939)",200,1,4,l2,auto,balanced,lbfgs,0.13333333333333333,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(29, 1442)",200,1,6,l2,auto,balanced,lbfgs,0.2,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(29, 1100)",200,1,8,l2,auto,balanced,lbfgs,0.13333333333333333,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(29, 880)",200,1,10,l2,auto,balanced,lbfgs,0.13333333333333333,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(29, 704)",200,1,12,l2,auto,balanced,lbfgs,0.06666666666666667,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(274, 800)",200,10,1,l2,auto,balanced,lbfgs,0.4222222222222222,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(274, 1600)",200,10,2,l2,auto,balanced,lbfgs,0.3925925925925926,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(274, 9102)",200,10,4,l2,auto,balanced,lbfgs,0.35555555555555557,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(274, 12019)",200,10,6,l2,auto,balanced,lbfgs,0.31851851851851853,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(274, 9870)",200,10,8,l2,auto,balanced,lbfgs,0.21481481481481482,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(274, 7959)",200,10,10,l2,auto,balanced,lbfgs,0.2222222222222222,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(274, 6372)",200,10,12,l2,auto,balanced,lbfgs,0.21481481481481482,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(2727, 800)",200,100,1,l2,auto,balanced,lbfgs,0.5848214285714286,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(2727, 1600)",200,100,2,l2,auto,balanced,lbfgs,0.6413690476190477,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(2727, 12773)",200,100,4,l2,auto,balanced,lbfgs,0.6674107142857143,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(2727, 61409)",200,100,6,l2,auto,balanced,lbfgs,0.5863095238095238,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(2727, 73056)",200,100,8,l2,auto,balanced,lbfgs,0.5230654761904762,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(2727, 61951)",200,100,10,l2,auto,balanced,lbfgs,0.49330357142857145,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(2727, 49896)",200,100,12,l2,auto,balanced,lbfgs,0.5029761904761905,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(5454, 800)",200,200,1,l2,auto,balanced,lbfgs,0.6088574618533681,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(5454, 1600)",200,200,2,l2,auto,balanced,lbfgs,0.7614439895794567,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(5454, 12796)",200,200,4,l2,auto,balanced,lbfgs,0.8165240044659472,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(5454, 78289)",200,200,6,l2,auto,balanced,lbfgs,0.7506512839598065,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(5454, 108890)",200,200,8,l2,auto,balanced,lbfgs,0.7000372162262747,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(5454, 95142)",200,200,10,l2,auto,balanced,lbfgs,0.6542612579084481,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(5454, 76883)",200,200,12,l2,auto,balanced,lbfgs,0.6564942314849275,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(10908, 800)",200,400,1,l2,auto,balanced,lbfgs,0.6235578712318571,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(10908, 1600)",200,400,2,l2,auto,balanced,lbfgs,0.8823967249720879,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(10908, 12800)",200,400,4,l2,auto,balanced,lbfgs,0.9129140305173056,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(10908, 89949)",200,400,6,l2,auto,balanced,lbfgs,0.8896538890956457,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(10908, 141119)",200,400,8,l2,auto,balanced,lbfgs,0.8563453665798288,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(10908, 126294)",200,400,10,l2,auto,balanced,lbfgs,0.8487160401935244,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(10908, 102373)",200,400,12,l2,auto,balanced,lbfgs,0.8325269817640492,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(15, 1590)",400,1,1,l2,auto,balanced,lbfgs,0.25,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(15, 2345)",400,1,2,l2,auto,balanced,lbfgs,0.25,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(15, 2154)",400,1,4,l2,auto,balanced,lbfgs,0.25,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(15, 1512)",400,1,6,l2,auto,balanced,lbfgs,0.125,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(15, 1150)",400,1,8,l2,auto,balanced,lbfgs,0.125,species_recall
17.03,multiclass,Logistic Regression (sklearn),"(15, 920)",400,1,10,l2,auto,balanced,lbfgs,0.125,species_recall
